,Campus,TAKS_math_gr3,TAKS_reading_gr3,TAKS_math_gr4,TAKS_reading_gr4,TAKS_math_gr5,TAKS_reading_gr5,TAKS_part,Year
68258,232902001,.,.,.,.,.,.,84.1,2004
68259,232902041,-1,-1,-1,-1,-1,-1,100,2010
68260,232902041,-1,-1,-1,-1,-1,-1,82.8,2008
68261,232902041,-1,-1,-1,-1,-1,-1,87.5,2007
68262,232902041,-1,-1,-1,-1,-1,-1,88.7,2009
68263,232902041,-1,-1,-1,-1,-1,-1,89.7,2006
68264,232902041,-1,-1,-1,-1,-1,-1,90.1,2011
68265,232902041,-1,-1,-1,-1,-1,-1,93.4,2005
68266,232902041,.,.,.,.,.,.,100,2003
68267,232902041,.,.,.,.,.,.,81.1,2004
68268,232902101,57,86,70,74,51,70,95.9,2009
68269,232902101,66,74,63,74,63,74,100,2010
68270,232902101,68,87,75,78,74,74,88.4,2008
68271,232902101,70,76,86,84,89,69,91.6,2007
68272,232902101,76,89,54,58,69,75,87.5,2005
68273,232902101,78,87,83,69,71,63,88,2006
68274,232902101,78,89,78,66,80,83,90.7,2011
68275,232902101,86,82,84,88,74,71,87,2004
68276,232902101,93.8,96.9,87.2,78.4,73.7,81.6,95,2003
68277,232903001,-1,-1,-1,-1,-1,-1,89.9,2008
68278,232903001,-1,-1,-1,-1,-1,-1,90.5,2009
68279,232903001,-1,-1,-1,-1,-1,-1,90.5,2011
68280,232903001,-1,-1,-1,-1,-1,-1,91.7,2007
68281,232903001,-1,-1,-1,-1,-1,-1,92.7,2005
68282,232903001,-1,-1,-1,-1,-1,-1,93.9,2006
68283,232903001,-1,-1,-1,-1,-1,-1,97.8,2010
68284,232903001,.,.,.,.,.,.,88.5,2003
68285,232903001,.,.,.,.,.,.,89.4,2004
68286,232903002,-1,-1,-1,-1,-1,-1,100,2008
68287,232903002,-1,-1,-1,-1,-1,-1,90,2009
68288,232903002,-1,-1,-1,-1,-1,-1,92.3,2010
68289,232903002,-1,-1,-1,-1,-1,-1,93.2,2011
68290,232903002,-1,-1,-1,-1,-1,-1,96.6,2007
68291,232903002,-1,-1,-1,-1,-1,-1,96.8,2005
68292,232903002,-1,-1,-1,-1,-1,-1,97.9,2006
68293,232903002,.,.,.,.,.,.,85.4,2003
68294,232903002,.,.,.,.,.,.,98,2004
68295,232903044,-1,-1,-1,-1,-1,-1,88.2,2011
68296,232903044,-1,-1,-1,-1,-1,-1,88.6,2006
68297,232903044,-1,-1,-1,-1,-1,-1,90.2,2009
68298,232903044,-1,-1,-1,-1,-1,-1,90.9,2005
68299,232903044,-1,-1,-1,-1,-1,-1,91.2,2008
68300,232903044,-1,-1,-1,-1,-1,-1,91.3,2007
68301,232903044,-1,-1,-1,-1,-1,-1,99.3,2010
68302,232903044,.,.,.,.,.,.,90.6,2004
68303,232903044,.,.,.,.,.,.,98.9,2003
68304,232903045,-1,-1,-1,-1,42,25,88.6,2006
68305,232903045,-1,-1,-1,-1,68,47,96.9,2005
68306,232903045,.,.,.,.,43,14,98,2004
68307,232903045,.,.,.,.,62.1,71.4,99,2003
68308,232903101,71,85,71,79,-1,-1,93.2,2009
68309,232903101,77,90,73,71,-1,-1,91.7,2005
68310,232903101,79,82,77,71,-1,-1,93.4,2008
68311,232903101,80.2,88,81.1,86.9,.,.,99.2,2003
68312,232903101,84,84,88,83,-1,-1,94.1,2007
68313,232903101,84,86,92,89,-1,-1,94.5,2006
68314,232903101,85,93,82,82,-1,-1,99.5,2010
68315,232903101,86,87,82,83,-1,-1,87.2,2011
68316,232903101,88,92,80,79,.,.,92.9,2004
68317,232903102,.,.,.,.,.,.,.,2003
68318,232903102,.,.,.,.,.,.,.,2004
68319,232903102,.,.,.,.,.,.,.,2005
68320,232903102,.,.,.,.,.,.,.,2006
68321,232903102,.,.,.,.,.,.,.,2007
68322,232903102,.,.,.,.,.,.,.,2008
68323,232903102,.,.,.,.,.,.,.,2009
68324,232903102,.,.,.,.,.,.,.,2010
68325,232903102,.,.,.,.,.,.,.,2011
68326,232903103,58,73,83,75,-1,-1,91.6,2008
68327,232903103,71,69,87,79,-1,-1,87.5,2007
68328,232903103,79,77,71,77,-1,-1,92.7,2009
68329,232903103,82,88,84,86,-1,-1,89,2006
68330,232903103,82,89,89,78,-1,-1,88.9,2011
68331,232903103,87,87,90,84,-1,-1,89.6,2005
68332,232903103,87,89,81,81,-1,-1,100,2010
68333,232903103,92.5,89.1,98.8,87.8,.,.,97.7,2003
68334,232903103,99,97,93,89,.,.,90.6,2004
68335,232903104,69,80,76,72,-1,-1,94.4,2008
68336,232903104,71,76,75,72,-1,-1,92.6,2011
68337,232903104,72,76,69,64,-1,-1,95.5,2009
68338,232903104,77,82,69,76,-1,-1,99.7,2010
68339,232903104,78,80,85,81,-1,-1,92.1,2007
68340,232903104,83,88,82,80,-1,-1,90.2,2006
68341,232903104,85,89,88,73,-1,-1,85.4,2005
68342,232903104,88.2,85.3,90.2,89,.,.,100,2003
68343,232903104,91,87,95,88,.,.,86.7,2004
68344,232903107,54,54,78,67,.,.,92.7,2004
68345,232903107,63,83,52,64,-1,-1,92.3,2006
68346,232903107,64,59,50,40,-1,-1,92.9,2005
68347,232903107,72,72,43.5,52.2,.,.,100,2003
68348,232903108,22,67,48,70,76,71,93.6,2009
68349,232903108,65,65,91,78,75,83,86.7,2011
68350,232903108,71,68,80,73,57,62,92.1,2007
68351,232903108,86,67,67,72,76,63,90.8,2008
68352,232903108,86,90,88,88,65,80,100,2010
68353,232903109,-1,-1,-1,-1,51,57,89.8,2009
68354,232903109,-1,-1,-1,-1,64,68,99.9,2010
68355,232903109,-1,-1,-1,-1,76,79,90.3,2008
68356,232903109,-1,-1,-1,-1,78,82,91.8,2011
68357,232903109,-1,-1,-1,-1,80,73,90.5,2006
68358,232903109,-1,-1,-1,-1,81,74,88.7,2005
68359,232903109,-1,-1,-1,-1,82,79,89,2007
68360,232903109,.,.,.,.,75,76,89.5,2004
68361,232903109,.,.,.,.,82.9,73.1,98.7,2003
68362,232904001,.,.,86,.,92,93,95,2004
68363,232904001,100,100,100,90.9,100,100,98.6,2003
68364,232904001,60,-4,-4,-4,83,-4,97.7,2006
68365,232904001,67,93,-4,92,-4,92,92.1,2008
68366,232904001,77,92,79,80,93,93,91.8,2009
68367,232904001,80,90,-4,-4,-4,-4,95.4,2007
68368,232904001,85,92,50,79,-4,-4,100,2010
68369,232904001,92,-4,-1,-1,-4,92,98.3,2005
68370,232904001,94,94,80,73,83,92,91.2,2011
68371,233801001,-1,-1,-1,-1,-1,-1,83,2005
68372,233801001,-1,-1,-1,-1,-1,-1,83,2006
68373,233801001,.,.,.,.,.,.,79.8,2004
68374,233801001,.,.,.,.,.,.,85.3,2003
68375,233901001,-1,-1,-1,-1,-1,-1,87.1,2007
68376,233901001,-1,-1,-1,-1,-1,-1,88,2009
68377,233901001,-1,-1,-1,-1,-1,-1,88.2,2008
68378,233901001,-1,-1,-1,-1,-1,-1,88.4,2006
68379,233901001,-1,-1,-1,-1,-1,-1,90.7,2011
68380,233901001,-1,-1,-1,-1,-1,-1,93.2,2005
68381,233901001,-1,-1,-1,-1,-1,-1,98.6,2010
68382,233901001,.,.,.,.,.,.,85.3,2003
68383,233901001,.,.,.,.,.,.,94.2,2004
68384,233901002,-1,-1,-1,-1,-1,-1,85.4,2007
68385,233901002,-1,-1,-1,-1,-1,-1,85.6,2008
68386,233901002,-1,-1,-1,-1,-1,-1,85.9,2011
68387,233901002,-1,-1,-1,-1,-1,-1,86.2,2006
68388,233901002,-1,-1,-1,-1,-1,-1,86.2,2009
68389,233901002,-1,-1,-1,-1,-1,-1,90,2005
68390,233901002,-1,-1,-1,-1,-1,-1,96.6,2010
68391,233901002,.,.,.,.,.,.,86.7,2004
68392,233901002,.,.,.,.,.,.,86.8,2003
68393,233901041,.,.,.,.,.,.,.,2004
68394,233901041,.,.,.,.,.,.,98.3,2003
68395,233901041,,,,,,,,2005
68396,233901042,.,.,.,.,.,.,50,2004
68397,233901042,.,.,.,.,.,.,97.8,2003
68398,233901042,,,,,,,,2005
68399,233901043,-1,-1,-1,-1,-1,-1,86.7,2007
68400,233901043,-1,-1,-1,-1,-1,-1,86.8,2009
68401,233901043,-1,-1,-1,-1,-1,-1,87.7,2011
68402,233901043,-1,-1,-1,-1,-1,-1,88.1,2006
68403,233901043,-1,-1,-1,-1,-1,-1,88.1,2008
68404,233901043,-1,-1,-1,-1,-1,-1,90.7,2005
68405,233901043,-1,-1,-1,-1,-1,-1,99.7,2010
68406,233901102,75,83,74,67,90,80,86.7,2008
68407,233901102,77.6,77.3,77.9,76,75,76,95.3,2003
68408,233901102,78,82,56,59,67,62,87.4,2005
68409,233901102,78,84,70,69,67,69,88.6,2004
68410,233901102,79,86,80,75,88,84,97.6,2010
68411,233901102,82,74,88,66,81,78,85,2011
68412,233901102,82,93,67,68,64,57,86.8,2006
68413,233901102,84,82,84,74,88,79,87.9,2009
68414,233901102,86,81,83,83,89,80,85.9,2007
68415,233901103,71,73,82,78,76,69,90.7,2011
68416,233901103,74,91,90,70,86,79,99.7,2010
68417,233901103,84,89,79,69,94,89,91.6,2009
68418,233901103,90,91.8,94.9,88.1,85.1,73.8,100,2003
68419,233901103,92,-4,98,86,94,87,87.6,2007
68420,233901103,93,93,85,95,91,82,91.4,2004
68421,233901103,95,95,74,79,84,81,88.5,2006
68422,233901103,96,90,90,87,80,79,90.2,2008
68423,233901103,98,93,77,83,83,78,91.6,2005
68424,233901104,-1,-1,-1,-1,-1,-1,86.8,2009
68425,233901104,-1,-1,-1,-1,-1,-1,86.9,2006
68426,233901104,-1,-1,-1,-1,-1,-1,87.4,2005
68427,233901104,-1,-1,-1,-1,-1,-1,87.9,2007
68428,233901104,-1,-1,-1,-1,-1,-1,88,2008
68429,233901104,-1,-1,-1,-1,-1,-1,90.8,2011
68430,233901104,-1,-1,-1,-1,-1,-1,97.8,2010
68431,233901104,.,.,.,.,.,.,87.5,2004
68432,233901104,.,.,.,.,.,.,99,2003
68433,233901105,70,81,88,82,82,73,84.1,2007
68434,233901105,72,86,92,82,68,67,83.3,2006
68435,233901105,74,92,80,89,98,90,99,2010
68436,233901105,83,88,83,81,77,76,91.7,2004
68437,233901105,84,90,78,75,74,74,88,2011
68438,233901105,84.9,83,85.5,85.3,73.4,78.1,96.7,2003
68439,233901105,86,95,95,93,78,78,92.5,2009
68440,233901105,87,88,91,87,76,77,86.3,2008
68441,233901105,90,98,65,65,67,63,88.7,2005
68442,233901106,57,79,76,76,89,76,87.5,2006
68443,233901106,66,67,87,80,63,60,91.5,2005
68444,233901106,68,67,67,57,47,60,100,2010
68445,233901106,78,83,83,66,73,79,91.9,2011
68446,233901106,80,88,89,90,88,79,87.5,2007
68447,233901106,86,89,81,79,-1,79,90.9,2009
68448,233901106,90,89,80,84,88,74,94.7,2004
68449,233901106,90.5,87.8,94,78.8,87.7,75.3,100,2003
68450,233901106,91,88,84,90,85,78,93.7,2008
68451,233901108,.,.,.,.,.,.,.,2003
68452,233901108,.,.,.,.,.,.,.,2004
68453,233901108,.,.,.,.,.,.,.,2005
68454,233901108,.,.,.,.,.,.,.,2006
68455,233901108,.,.,.,.,.,.,.,2007
68456,233901108,.,.,.,.,.,.,.,2008
68457,233901108,.,.,.,.,.,.,.,2009
68458,233901108,.,.,.,.,.,.,.,2010
68459,233901108,.,.,.,.,.,.,.,2011
68460,233901110,81,91,82,82,83,80,91.6,2007
68461,233901110,85,93,80,80,83,77,92,2006
68462,233901110,86.4,85.2,72.3,75,83.5,73.9,97.6,2003
68463,233901110,87,94,88,89,92,86,91.7,2009
68464,233901110,87,97,74,68,77,86,94.6,2005
68465,233901110,88,91,90,84,94,92,99.1,2010
68466,233901110,92,91,91,93,87,89,92.9,2011
68467,233901110,93,94,80,82,73,73,93.1,2004
68468,233901110,96,92,99,87,93,89,94.3,2008
68469,233901111,82,92,78,77,72,74,92,2004
68470,233901111,84,97,80,78,55,69,91.4,2005
68471,233901111,88,88,94,92,85,85,92.2,2011
68472,233901111,89.6,94,82.8,87.5,78.2,81.5,100,2003
68473,233901111,93,98,80,83,98,85,90.8,2006
68474,233901111,93,99,98,82,96,93,99.6,2010
68475,233901111,94,87,98,92,97,92,91.2,2009
68476,233901111,97,97,96,91,97,92,92.5,2007
68477,233901111,99,93,96,91,97,93,91.4,2008
68478,233901112,53,78,73,59,73,60,86.2,2005
68479,233901112,60,66,66,69,59,70,95.9,2011
68480,233901112,65,76,89,79,77,71,91.5,2008
68481,233901112,66,75,85,71,59,62,99.4,2010
68482,233901112,70,77,86,78,63,63,90.6,2006
68483,233901112,72,83,80,74,55,50,92.5,2004
68484,233901112,75.4,85.1,71.7,70.1,64.4,63.9,98.3,2003
68485,233901112,77,82,84,73,77,73,93.8,2009
68486,233901112,81,84,82,70,73,69,88.1,2007
68487,233901113,.,97,79,82,85,84,92,2004
68488,233901113,84,85,90,82,82,82,98.5,2010
68489,233901113,84,89,68,75,64,73,94.6,2005
68490,233901113,86,90,71,70,65,67,93.9,2007
68491,233901113,87,88,73,89,81,81,94.2,2009
68492,233901113,88,90,88,78,78,81,92.1,2011
68493,233901113,88,94,66,70,60,69,94.6,2006
68494,233901113,91,93,82,83,65,74,94.2,2008
68495,233901113,92.6,94.4,89.2,97.3,84.3,89.6,100,2003
68496,233903001,-4,-4,-4,-4,-4,91,89.9,2006
68497,233903001,-4,-4,82,-4,91,91,96.4,2005
68498,233903001,.,.,.,.,57,83,96.3,2004
68499,233903001,100,100,57.1,100,90,100,98.3,2003
68500,233903001,60,-4,86,92,-4,-4,93,2008
68501,233903001,73,-4,80,87,94,-4,100,2010
68502,233903001,77,-4,76,82,-4,94,93.1,2009
68503,233903001,80,-4,91,82,-4,-4,96,2007
68504,233903001,81,94,69,94,94,88,93.5,2011
68505,234801001,-1,-1,-1,-1,-1,-1,100,2005
68506,234801001,-1,-1,-1,-1,-1,-1,100,2008
68507,234801001,-1,-1,-1,-1,-1,-1,82.5,2011
68508,234801001,-1,-1,-1,-1,-1,-1,82.7,2007
68509,234801001,-1,-1,-1,-1,-1,-1,84.1,2009
68510,234801001,-1,-1,-1,-1,-1,-1,93.3,2006
68511,234801001,-1,-1,-1,-1,-1,-1,98.6,2010
68512,234801001,.,.,.,.,.,.,91,2003
68513,234801001,.,.,.,.,.,.,94.4,2004
68514,234801002,-1,-1,-1,-1,-1,-1,100,2010
68515,234801002,-1,-1,-1,-1,-1,-1,37,2011
68516,234801002,-1,-1,-1,-1,-1,-1,45,2009
68517,234902001,-1,-1,-1,-1,-1,-1,92.2,2009
68518,234902001,-1,-1,-1,-1,-1,-1,93.1,2008
68519,234902001,-1,-1,-1,-1,-1,-1,93.9,2006
68520,234902001,-1,-1,-1,-1,-1,-1,94.3,2007
68521,234902001,-1,-1,-1,-1,-1,-1,94.5,2011
68522,234902001,-1,-1,-1,-1,-1,-1,95,2005
68523,234902001,-1,-1,-1,-1,-1,-1,99.1,2010
68524,234902001,.,.,.,.,.,.,91.6,2003
68525,234902001,.,.,.,.,.,.,92.7,2004
68526,234902041,-1,-1,-1,-1,-1,-1,89,2005
68527,234902041,-1,-1,-1,-1,-1,-1,90.4,2011
68528,234902041,-1,-1,-1,-1,-1,-1,90.6,2006
68529,234902041,-1,-1,-1,-1,-1,-1,91.1,2009
68530,234902041,-1,-1,-1,-1,-1,-1,92.1,2007
68531,234902041,-1,-1,-1,-1,-1,-1,92.8,2008
68532,234902041,-1,-1,-1,-1,-1,-1,99.8,2010
68533,234902041,.,.,.,.,.,.,91.4,2004
68534,234902041,.,.,.,.,.,.,99.1,2003
68535,234902101,.,.,.,.,.,.,.,2003
68536,234902101,95,95,96,96,98,97,94.2,2011
68537,234902101,95,96,97,96,96,95,91.7,2009
68538,234902101,95,96,99,98,-4,95,90.8,2007
68539,234902101,95,97,97,97,94,95,100,2010
68540,234902101,96,98,96,94,97,95,90.3,2008
68541,234902101,97,97,97,94,92,85,91.4,2005
68542,234902101,98,.,94,95,87,89,92.1,2004
68543,234902101,98,98,98,96,97,96,90.5,2006
68544,234902102,95,95,96,96,98,97,94.2,2011
68545,234902102,95,96,97,96,96,95,91.7,2009
68546,234902102,95,96,99,98,-4,95,90.8,2007
68547,234902102,95,97,97,97,94,95,100,2010
68548,234902102,96,98,96,94,97,95,90.3,2008
68549,234902102,97,97,97,94,92,85,91.4,2005
68550,234902102,97,98,95.1,98.1,87.4,89.8,99,2003
68551,234902102,98,.,94,95,87,89,92.1,2004
68552,234902102,98,98,98,96,97,96,90.5,2006
68553,234902199,.,.,.,.,.,.,.,2010
68554,234903001,-1,-1,-1,-1,-1,-1,85.1,2009
68555,234903001,-1,-1,-1,-1,-1,-1,86.5,2011
68556,234903001,-1,-1,-1,-1,-1,-1,90.6,2007
68557,234903001,-1,-1,-1,-1,-1,-1,91.5,2008
68558,234903001,-1,-1,-1,-1,-1,-1,94.4,2006
68559,234903001,-1,-1,-1,-1,-1,-1,95.2,2005
68560,234903001,-1,-1,-1,-1,-1,-1,99,2010
68561,234903001,.,.,.,.,.,.,93.3,2004
68562,234903001,.,.,.,.,.,.,98.5,2003
68563,234903041,-1,-1,-1,-1,-1,-1,100,2010
68564,234903041,-1,-1,-1,-1,-1,-1,87.1,2009
68565,234903041,-1,-1,-1,-1,-1,-1,87.7,2008
68566,234903041,-1,-1,-1,-1,-1,-1,88.2,2007
68567,234903041,-1,-1,-1,-1,-1,-1,88.3,2006
68568,234903041,-1,-1,-1,-1,-1,-1,89.5,2011
68569,234903041,-1,-1,-1,-1,-1,-1,90.6,2005
68570,234903041,.,.,.,.,.,.,90.2,2004
68571,234903041,.,.,.,.,.,.,98.7,2003
68572,234903042,67,90,88,93,68,88,90.6,2009
68573,234903042,73,94,88,98,77,85,87.2,2007
68574,234903042,77,95,87,92,86,91,90.2,2008
68575,234903042,78,92,85,94,87,94,90.8,2011
68576,234903042,85,94,78,85,80,84,92.2,2006
68577,234903042,86,-4,81,83,70,73,94.2,2005
68578,234903042,86,95,95,90,82,88,99.5,2010
68579,234903042,93,95,82,83,82,81,91.3,2004
68580,234903042,94.7,92.9,84.4,90.7,81,72.4,99.5,2003
68581,234903101,.,.,.,.,.,.,.,2003
68582,234903101,67,90,88,93,68,88,90.6,2009
68583,234903101,73,94,88,98,77,85,87.2,2007
68584,234903101,77,95,87,92,86,91,90.2,2008
68585,234903101,78,92,85,94,87,94,90.8,2011
68586,234903101,85,94,78,85,80,84,92.2,2006
68587,234903101,86,-4,81,83,70,73,94.2,2005
68588,234903101,86,95,95,90,82,88,99.5,2010
68589,234903101,93,95,82,83,82,81,91.3,2004
68590,234904001,-1,-1,-1,-1,-1,-1,84.5,2007
68591,234904001,-1,-1,-1,-1,-1,-1,85.5,2006
68592,234904001,-1,-1,-1,-1,-1,-1,86.2,2005
68593,234904001,-1,-1,-1,-1,-1,-1,87.9,2011
68594,234904001,-1,-1,-1,-1,-1,-1,89,2008
68595,234904001,-1,-1,-1,-1,-1,-1,90.6,2009
68596,234904001,-1,-1,-1,-1,-1,-1,99.6,2010
68597,234904001,.,.,.,.,.,.,86.5,2004
68598,234904001,.,.,.,.,.,.,90.5,2003
68599,234904002,-1,-1,-1,-1,-1,-1,100,2010
68600,234904002,-1,-1,-1,-1,-1,-1,41.7,2011
68601,234904002,-1,-1,-1,-1,-1,-1,53.3,2005
68602,234904002,-1,-1,-1,-1,-1,-1,73.3,2008
68603,234904002,-1,-1,-1,-1,-1,-1,90,2009
68604,234904002,.,.,.,.,.,.,-1,2007
68605,234904002,.,.,.,.,.,.,.,2006
68606,234904002,.,.,.,.,.,.,100,2003
68607,234904002,.,.,.,.,.,.,80,2004
68608,234904003,.,.,.,.,.,.,-1,2007
68609,234904003,.,.,.,.,.,.,-1,2008
68610,234904003,.,.,.,.,.,.,.,2003
68611,234904003,.,.,.,.,.,.,.,2004
68612,234904003,.,.,.,.,.,.,.,2005
68613,234904003,.,.,.,.,.,.,.,2006
68614,234904041,-1,-1,-1,-1,-1,-1,83.5,2005
68615,234904041,-1,-1,-1,-1,-1,-1,89.1,2006
68616,234904041,-1,-1,-1,-1,-1,-1,89.9,2007
68617,234904041,-1,-1,-1,-1,-1,-1,90,2009
68618,234904041,-1,-1,-1,-1,-1,-1,90.8,2008
68619,234904041,-1,-1,-1,-1,-1,-1,91.6,2011
68620,234904041,-1,-1,-1,-1,-1,-1,98.9,2010
68621,234904041,.,.,.,.,.,.,82.3,2004
68622,234904041,.,.,.,.,.,.,96.9,2003
68623,234904101,64,83,81,84,89,81,91.1,2007
68624,234904101,69,88,92,87,71,81,100,2010
68625,234904101,75,94,73,78,71,86,93.5,2011
68626,234904101,79,84,78,81,91,92,93.4,2008
68627,234904101,81,89,95,89,83,86,89.7,2006
68628,234904101,85,97,76,81,57,84,91.7,2009
68629,234904101,86,93,77,78,77,73,86.6,2005
68630,234904101,93,92,.,.,.,.,88,2004
68631,234904101,97.2,98.6,.,.,.,.,98.9,2003
68632,234904102,.,.,88.4,95.3,84.1,82.9,98.6,2003
68633,234904102,.,.,89,90,74,91,87.7,2004
68634,234904102,64,83,81,84,89,81,91.1,2007
68635,234904102,69,88,92,87,71,81,100,2010
68636,234904102,75,94,73,78,71,86,93.5,2011
68637,234904102,79,84,78,81,91,92,93.4,2008
68638,234904102,81,89,95,89,83,86,89.7,2006
68639,234904102,85,97,76,81,57,84,91.7,2009
68640,234904102,86,93,77,78,77,73,86.6,2005
68641,234904199,-1,-1,-1,-1,-1,-1,-1,2005
68642,234904199,-1,-1,-1,-1,-1,-1,-1,2006
68643,234904199,.,.,.,.,.,.,-1,2004
68644,234904199,.,.,.,.,.,.,-1,2007
68645,234904199,.,.,.,.,.,.,-1,2008
68646,234904199,.,.,.,.,.,.,.,2003
68647,234904199,.,.,.,.,.,.,.,2009
68648,234904199,.,.,.,.,.,.,.,2010
68649,234905001,-1,-1,-1,-1,-1,-1,100,2010
68650,234905001,-1,-1,-1,-1,-1,-1,86.1,2005
68651,234905001,-1,-1,-1,-1,-1,-1,88.8,2009
68652,234905001,-1,-1,-1,-1,-1,-1,89.1,2006
68653,234905001,-1,-1,-1,-1,-1,-1,89.5,2007
68654,234905001,-1,-1,-1,-1,-1,-1,89.8,2008
68655,234905001,-1,-1,-1,-1,-1,-1,91.7,2011
68656,234905001,.,.,.,.,.,.,85.9,2004
68657,234905001,.,.,.,.,.,.,94.6,2003
68658,234905101,-4,-4,85,85,-4,93,82.4,2005
68659,234905101,.,.,96,.,95,88,81,2004
68660,234905101,100,100,93.8,100,100,100,99.3,2003
68661,234905101,78,88,86,96,-4,-4,84.5,2008
68662,234905101,82,76,86,81,-4,94,87.2,2011
68663,234905101,84,89,77,86,97,97,100,2010
68664,234905101,90,-4,85,93,-4,96,87.8,2007
68665,234905101,92,-4,93,96,-4,85,89.1,2006
68666,234905101,94,97,80,87,-4,-4,85.8,2009
68667,234906001,-1,-1,-1,-1,-1,-1,86.5,2011
68668,234906001,-1,-1,-1,-1,-1,-1,86.6,2009
68669,234906001,-1,-1,-1,-1,-1,-1,88.7,2008
68670,234906001,-1,-1,-1,-1,-1,-1,90.9,2007
68671,234906001,-1,-1,-1,-1,-1,-1,91.2,2006
68672,234906001,-1,-1,-1,-1,-1,-1,91.4,2005
68673,234906001,-1,-1,-1,-1,-1,-1,98,2010
68674,234906001,.,.,.,.,.,.,87,2003
68675,234906001,.,.,.,.,.,.,90.2,2004
68676,234906041,-1,-1,-1,-1,-1,-1,85.9,2006
68677,234906041,-1,-1,-1,-1,-1,-1,87.7,2007
68678,234906041,-1,-1,-1,-1,-1,-1,87.7,2009
68679,234906041,-1,-1,-1,-1,-1,-1,88,2008
68680,234906041,-1,-1,-1,-1,-1,-1,88.1,2005
68681,234906041,-1,-1,-1,-1,-1,-1,89.6,2011
68682,234906041,-1,-1,-1,-1,-1,-1,99.4,2010
68683,234906041,.,.,.,.,.,.,89.5,2004
68684,234906041,.,.,.,.,.,.,98.2,2003
68685,234906101,.,.,.,.,.,.,.,2003
68686,234906101,74,91,94,92,91,91,88.8,2007
68687,234906101,78,83,74,79,85,88,92.5,2005
68688,234906101,83,93,83,88,89,96,89.1,2006
68689,234906101,89,92,89,93,89,89,91.6,2004
68690,234906101,89,95,90,90,89,92,92.4,2008
68691,234906101,92,96,-1,-1,-1,-1,88.2,2011
68692,234906101,96,94,-1,-1,-1,-1,99.3,2010
68693,234906101,99,96,-1,-1,-1,-1,97.8,2009
68694,234906102,74,91,94,92,91,91,88.8,2007
68695,234906102,78,83,74,79,85,88,92.5,2005
68696,234906102,83,93,83,88,89,96,89.1,2006
68697,234906102,89,92,89,93,89,89,91.6,2004
68698,234906102,89,95,90,90,89,92,92.4,2008
68699,234906102,93.9,87.6,83.7,87.1,84.7,75.5,97,2003
68700,234906102,99,96,-1,-1,-1,-1,97.8,2009
68701,234906104,-1,-1,83,90,88,89,93.1,2011
68702,234906104,-1,-1,89,95,88,90,92,2009
68703,234906104,-1,-1,90,90,92,89,99.3,2010
68704,234907002,-1,-1,-1,-1,-1,-1,86.6,2009
68705,234907002,-1,-1,-1,-1,-1,-1,86.7,2011
68706,234907002,-1,-1,-1,-1,-1,-1,87.3,2006
68707,234907002,-1,-1,-1,-1,-1,-1,87.3,2008
68708,234907002,-1,-1,-1,-1,-1,-1,88.3,2005
68709,234907002,-1,-1,-1,-1,-1,-1,88.8,2007
68710,234907002,-1,-1,-1,-1,-1,-1,99.3,2010
68711,234907002,.,.,.,.,.,.,88.6,2004
68712,234907002,.,.,.,.,.,.,89.4,2003
68713,234907041,-1,-1,-1,-1,69,85,100,2010
68714,234907041,-1,-1,-1,-1,76,83,89.1,2011
68715,234907041,-1,-1,-1,-1,78,81,85.6,2009
68716,234907041,-1,-1,-1,-1,81,84,84.7,2006
68717,234907041,-1,-1,-1,-1,83,86,86,2007
68718,234907041,-1,-1,-1,-1,85,92,84.3,2008
68719,234907041,-1,-1,-1,-1,87,86,86.5,2005
68720,234907041,.,.,.,.,80.4,74.7,98.5,2003
68721,234907041,.,.,.,.,89,76,85.6,2004
68722,234907042,-1,-1,-1,-1,-1,-1,85.5,2011
68723,234907042,-1,-1,-1,-1,-1,-1,86.6,2009
68724,234907042,-1,-1,-1,-1,-1,-1,87.3,2007
68725,234907042,-1,-1,-1,-1,-1,-1,87.8,2006
68726,234907042,-1,-1,-1,-1,-1,-1,89.3,2005
68727,234907042,-1,-1,-1,-1,-1,-1,90.2,2008
68728,234907042,-1,-1,-1,-1,-1,-1,99.5,2010
68729,234907042,.,.,.,.,.,.,87.4,2004
68730,234907042,.,.,.,.,.,.,96.9,2003
68731,234907101,72,92,75,83,-1,-1,99.7,2010
68732,234907101,83,88,92,84,-1,-1,89.6,2009
68733,234907101,83,92,82,82,-1,-1,92.6,2011
68734,234907101,83,94,89,82,-1,-1,89.1,2005
68735,234907101,86,92,89,92,-1,-1,89.3,2006
68736,234907101,90,95,96,87,-1,-1,88.9,2008
68737,234907101,92,95,94,89,-1,-1,88.3,2007
68738,234907101,94,94,94,90,.,.,88.1,2004
68739,234907101,96.4,96.3,93.1,93.7,.,.,99.3,2003
68740,234907102,.,.,.,.,.,.,.,2003
68741,234907102,72,92,75,83,-1,-1,99.7,2010
68742,234907102,83,88,92,84,-1,-1,89.6,2009
68743,234907102,83,92,82,82,-1,-1,92.6,2011
68744,234907102,83,94,89,82,-1,-1,89.1,2005
68745,234907102,86,92,89,92,-1,-1,89.3,2006
68746,234907102,90,95,96,87,-1,-1,88.9,2008
68747,234907102,92,95,94,89,-1,-1,88.3,2007
68748,234907102,94,94,94,90,.,.,88.1,2004
68749,234909001,-1,-1,-1,-1,-1,-1,75,2006
68750,234909001,-1,-1,-1,-1,-1,-1,77,2007
