,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,white_stu_count,his_stu_count,all_stud_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,teacher_avg_salary,teacher_experience,exp_w_dist,dist_name,county_num,charter,grade_span
101912172,0,0,0,0,449,0,34,463,0,42,463,34212,11,9.7,HOUSTON ISD,101,N,PK - 06
101912173,0,0,0,0,151,383,169,224,287,80,224,36458,12.1,8.7,HOUSTON ISD,101,N,EE - 05
101912174,0,0,0,0,330,1,18,316,0,26,316,34228,10.3,8.6,HOUSTON ISD,101,N,EE - 05
101912175,0,0,0,0,684,3,350,965,61,71,965,37291,15.1,14.1,HOUSTON ISD,101,N,EE - 05
101912176,0,0,0,0,330,23,268,606,18,57,606,39204,15.6,13.2,HOUSTON ISD,101,N,PK - 05
101912177,0,0,0,0,45,19,297,337,0,39,337,36552,12.7,10.7,HOUSTON ISD,101,N,EE - 06
101912178,0,0,0,0,83,356,71,72,123,46,72,39490,15.8,11.1,HOUSTON ISD,101,N,EE - 05
101912179,0,0,0,0,273,1,3,258,0,28,258,38792,15.2,12.7,HOUSTON ISD,101,N,EE - 06
101912180,0,0,0,0,253,0,203,448,0,39,448,41061,18.9,16.7,HOUSTON ISD,101,N,PK - 06
101912181,0,0,0,0,14,30,810,829,51,41,829,36365,12.8,11.3,HOUSTON ISD,101,N,PK - 05
101912182,0,0,0,0,16,27,705,664,21,60,664,37447,13.3,11.6,HOUSTON ISD,101,N,EE - 05
101912183,0,0,0,0,167,2,182,352,0,44,352,34212,10.4,8.4,HOUSTON ISD,101,N,KG - 06
101912184,0,0,0,0,189,35,274,446,38,27,446,34296,11.6,10.5,HOUSTON ISD,101,N,EE - 05
101912185,0,0,0,0,583,2,9,571,0,41,571,37072,17.2,15.3,HOUSTON ISD,101,N,EE - 06
101912187,0,0,0,0,465,7,235,653,0,89,653,36722,14.1,12.8,HOUSTON ISD,101,N,EE - 05
101912188,0,0,0,0,394,5,172,521,90,50,521,32953,7.3,5.4,HOUSTON ISD,101,N,PK - 06
101912189,0,0,0,0,147,237,121,141,145,83,141,38653,14.6,10.2,HOUSTON ISD,101,N,EE - 05
101912190,0,0,0,0,2,1,314,306,0,31,306,33912,11.3,11.1,HOUSTON ISD,101,N,PK - 05
101912191,0,0,0,0,38,0,29,67,0,2,67,34814,9.5,6,HOUSTON ISD,101,N,EE - KG
101912192,0,0,0,0,14,24,851,835,0,90,835,36321,11.3,9.8,HOUSTON ISD,101,N,PK - 06
101912193,0,0,0,0,1,1,247,240,0,19,240,33686,8.9,6.3,HOUSTON ISD,101,N,PK - 06
101912194,0,0,0,0,332,13,599,871,0,20,871,32694,9.9,8.5,HOUSTON ISD,101,N,PK - 03
101912195,0,0,0,0,527,4,9,427,59,50,427,35383,10.4,9.7,HOUSTON ISD,101,N,PK - 05
101912196,0,0,0,0,291,186,133,293,81,49,293,38977,15.8,12.7,HOUSTON ISD,101,N,EE - 05
101912197,0,0,0,0,6,6,426,405,0,28,405,34057,9.3,8.2,HOUSTON ISD,101,N,EE - 05
101912198,0,0,0,0,8,37,335,345,17,34,345,33248,6.9,6.7,HOUSTON ISD,101,N,PK - 05
101912199,0,0,0,0,220,314,66,118,154,46,118,40393,16,13.3,HOUSTON ISD,101,N,EE - 05
101912201,0,0,0,0,246,23,131,308,89,26,308,34450,10.3,8.8,HOUSTON ISD,101,N,KG - 05
101912202,0,0,0,0,559,3,110,634,98,123,634,35643,12.1,11,HOUSTON ISD,101,N,PK - 06
101912203,0,0,0,0,662,4,46,649,57,74,649,39676,16.8,14.2,HOUSTON ISD,101,N,EE - 05
101912204,0,0,0,0,16,14,301,317,0,23,317,42265,18.7,15.2,HOUSTON ISD,101,N,PK - 05
101912205,0,0,0,0,47,2,317,360,0,27,360,36181,13,11.2,HOUSTON ISD,101,N,PK - 05
101912207,0,0,0,0,555,9,291,739,58,62,739,32549,8,6.4,HOUSTON ISD,101,N,PK - 05
101912209,0,0,0,0,115,101,489,695,35,73,695,37151,13.3,11.2,HOUSTON ISD,101,N,EE - 05
101912210,0,0,0,0,31,40,815,837,14,68,837,34514,10.4,9.4,HOUSTON ISD,101,N,EE - 05
101912211,0,0,0,0,155,273,261,266,243,55,266,36569,12.2,10.6,HOUSTON ISD,101,N,KG - 05
101912212,0,0,0,0,149,50,558,675,0,70,675,34289,9.6,6.1,HOUSTON ISD,101,N,EE - 06
101912213,0,0,0,0,487,7,50,484,0,51,484,37067,14.5,12.4,HOUSTON ISD,101,N,PK - 05
101912214,0,0,0,0,18,24,587,721,0,29,721,34239,8.4,7.1,HOUSTON ISD,101,N,PK - 03
101912215,0,0,0,0,313,296,152,252,131,85,252,40788,17.2,15.2,HOUSTON ISD,101,N,EE - 05
101912216,0,0,0,0,37,150,588,577,95,52,577,36891,12.4,10,HOUSTON ISD,101,N,EE - 05
101912217,0,0,0,0,217,6,101,311,0,13,311,34778,11.6,9.6,HOUSTON ISD,101,N,EE - 05
101912218,0,0,0,0,31,24,690,713,0,44,713,37157,13.6,10.8,HOUSTON ISD,101,N,PK - 05
101912219,0,0,0,0,153,50,740,913,32,70,913,35795,11.6,9.9,HOUSTON ISD,101,N,EE - 05
101912220,0,0,0,0,487,7,28,379,115,49,379,37672,13.7,11.3,HOUSTON ISD,101,N,PK - 06
101912221,0,0,0,0,153,270,229,255,94,69,255,34619,9.2,5.9,HOUSTON ISD,101,N,PK - 05
101912222,0,0,0,0,5,2,280,271,0,29,271,35802,12.9,9.4,HOUSTON ISD,101,N,EE - 06
101912223,0,0,0,0,8,8,354,337,0,19,337,32337,6.8,5.6,HOUSTON ISD,101,N,PK - 05
101912224,0,0,0,0,270,176,156,354,92,75,354,40501,17.2,14.4,HOUSTON ISD,101,N,EE - 05
101912225,0,0,0,0,495,2,4,423,23,55,423,37883,13.7,12.3,HOUSTON ISD,101,N,EE - 06
101912226,0,0,0,0,545,1,5,473,179,34,473,37113,12.9,10.9,HOUSTON ISD,101,N,PK - 06
101912227,0,0,0,0,124,25,642,782,16,68,782,38683,17.2,12.9,HOUSTON ISD,101,N,PK - 05
101912228,0,0,0,0,121,275,145,73,482,25,73,37109,12.7,9.5,HOUSTON ISD,101,N,EE - 05
101912229,0,0,0,0,79,305,67,76,96,46,76,36845,12.1,10.8,HOUSTON ISD,101,N,EE - 05
101912230,0,0,0,0,278,93,261,386,94,49,386,37780,13.3,11.3,HOUSTON ISD,101,N,EE - 05
101912231,0,0,0,0,108,32,379,419,139,66,419,33875,8.8,8.3,HOUSTON ISD,101,N,EE - 05
101912232,0,0,0,0,472,4,96,537,0,44,537,39737,17.2,16.1,HOUSTON ISD,101,N,PK - 05
101912233,0,0,0,0,5,44,617,632,12,45,632,34447,9.7,7.8,HOUSTON ISD,101,N,EE - 05
101912234,0,0,0,0,56,3,349,396,0,32,396,36029,12.5,10.9,HOUSTON ISD,101,N,PK - 06
101912235,0,0,0,0,113,4,276,385,0,32,385,31594,7.7,7,HOUSTON ISD,101,N,PK - 06
101912236,0,0,0,0,291,1,75,350,0,44,350,40686,16.9,15.9,HOUSTON ISD,101,N,EE - 05
101912237,0,0,0,0,17,81,687,726,19,58,726,35775,10.7,9,HOUSTON ISD,101,N,PK - 05
101912238,0,0,0,0,153,1,289,434,0,41,434,33358,7.5,7.2,HOUSTON ISD,101,N,PK - 06
101912239,0,0,0,0,94,12,341,444,0,31,444,33163,8.1,6.4,HOUSTON ISD,101,N,PK - 05
101912240,0,0,0,0,19,3,675,692,0,24,692,33290,9.5,8.4,HOUSTON ISD,101,N,PK - 06
101912241,0,0,0,0,57,212,224,196,49,53,196,37634,13.4,10.4,HOUSTON ISD,101,N,KG - 05
101912242,0,0,0,0,398,107,383,703,88,97,703,35381,10.9,8.6,HOUSTON ISD,101,N,EE - 05
101912243,0,0,0,0,674,7,66,636,85,117,636,36886,12.6,10.7,HOUSTON ISD,101,N,EE - 05
101912244,0,0,0,0,16,21,703,685,0,74,685,36974,12.7,11.5,HOUSTON ISD,101,N,PK - 05
101912245,0,0,0,0,140,124,533,676,26,74,676,34429,9,7.9,HOUSTON ISD,101,N,EE - 05
101912246,0,0,0,0,5,13,372,375,28,29,375,32922,7.9,5.4,HOUSTON ISD,101,N,PK - 05
101912247,0,0,0,0,522,1,51,515,0,52,515,38200,14,12.2,HOUSTON ISD,101,N,EE - 06
101912248,0,0,0,0,117,104,923,1164,52,80,1164,34330,9.4,8,HOUSTON ISD,101,N,EE - 05
101912249,0,0,0,0,22,249,353,275,287,74,275,39273,15.6,13.4,HOUSTON ISD,101,N,EE - 05
101912250,0,0,0,0,625,2,26,582,27,54,582,35558,10.7,9.5,HOUSTON ISD,101,N,PK - 05
101912251,0,0,0,0,82,288,145,165,73,67,165,33790,8.5,7.1,HOUSTON ISD,101,N,PK - 05
101912252,0,0,0,0,158,119,375,485,0,66,485,40355,16.6,14.9,HOUSTON ISD,101,N,EE - 05
101912253,0,0,0,0,107,223,321,366,62,58,366,36505,11.9,10.5,HOUSTON ISD,101,N,EE - 05
101912254,0,0,0,0,821,6,84,809,44,25,809,31170,6,5.3,HOUSTON ISD,101,N,PK - 05
101912255,0,0,0,0,73,714,75,50,210,100,50,36327,11.5,9.3,HOUSTON ISD,101,N,EE - 05
101912256,0,0,0,0,9,16,298,311,11,13,311,36313,13,11.7,HOUSTON ISD,101,N,PK - 06
101912257,0,0,0,0,514,27,68,524,0,51,524,38495,15.3,13.5,HOUSTON ISD,101,N,PK - 05
101912258,0,0,0,0,26,54,510,478,0,43,478,35894,10.4,8.9,HOUSTON ISD,101,N,PK - 05
101912259,0,0,0,0,65,68,314,374,34,30,374,35767,11,8.7,HOUSTON ISD,101,N,EE - 05
101912260,0,0,0,0,468,20,255,617,180,40,617,37610,13.1,11.9,HOUSTON ISD,101,N,PK - 05
101912261,0,0,0,0,264,0,42,293,0,37,293,38769,18.7,17.3,HOUSTON ISD,101,N,PK - 05
101912262,0,0,0,0,381,9,501,802,0,57,802,34276,10.8,9.5,HOUSTON ISD,101,N,EE - 06
101912263,0,0,0,0,496,16,23,374,0,43,374,38112,14.1,12.5,HOUSTON ISD,101,N,EE - 05
101912264,0,0,0,0,163,58,496,612,39,33,612,35119,11.9,10,HOUSTON ISD,101,N,PK - 05
101912265,0,0,0,0,388,13,202,560,56,73,560,36986,14.9,13,HOUSTON ISD,101,N,EE - 06
101912266,0,0,0,0,147,2,53,201,0,35,201,36615,12,10.1,HOUSTON ISD,101,N,01 - 06
101912267,0,0,0,0,91,53,500,673,21,70,673,38729,14.9,11.8,HOUSTON ISD,101,N,PK - 05
101912268,0,0,0,0,56,60,418,468,0,39,468,35104,9.8,8.9,HOUSTON ISD,101,N,PK - 05
101912269,0,0,0,0,24,27,555,552,0,34,552,35614,11.5,10.3,HOUSTON ISD,101,N,PK - 05
101912270,0,0,0,0,266,1,26,260,26,53,260,38584,17.4,14.9,HOUSTON ISD,101,N,PK - 06
101912271,0,0,0,0,794,12,202,948,23,103,948,36946,12.8,10.4,HOUSTON ISD,101,N,EE - 05
101912272,0,0,0,0,249,1,199,430,24,68,430,37163,15.1,12.5,HOUSTON ISD,101,N,EE - 05
101912273,0,0,0,0,124,300,201,257,107,78,257,38802,14.8,12.1,HOUSTON ISD,101,N,EE - 05
101912274,0,0,0,0,160,314,219,281,257,61,281,37805,13.3,11.3,HOUSTON ISD,101,N,EE - 05
101912275,0,0,0,0,66,639,105,57,153,82,57,35494,10.1,6.6,HOUSTON ISD,101,N,EE - 05
101912276,0,0,0,0,61,110,63,89,133,32,89,36449,12.9,11.1,HOUSTON ISD,101,N,05 - 05
101912277,0,0,0,0,120,2,12,127,0,27,127,34815,7.6,7.5,HOUSTON ISD,101,N,PK - 05
101912279,0,0,0,0,1,4,812,779,0,52,779,33942,8.9,7,HOUSTON ISD,101,N,PK - 06
101912280,0,0,0,0,266,106,261,276,0,48,276,35966,10.8,7.9,HOUSTON ISD,101,N,KG - 05
101912281,0,0,0,0,31,19,883,936,0,67,936,35485,11.7,10.1,HOUSTON ISD,101,N,PK - 05
101912282,0,0,0,0,157,2,187,340,0,38,340,34131,11.7,10.2,HOUSTON ISD,101,N,PK - 05
101912283,0,0,0,0,54,23,712,746,0,49,746,34106,8.2,7.1,HOUSTON ISD,101,N,EE - 05
101912284,0,0,0,0,2,0,94,94,0,0,94,32412,8.5,8,HOUSTON ISD,101,N,PK - KG
101912285,0,0,0,0,130,41,39,123,11,16,123,37257,12,9.8,HOUSTON ISD,101,N,EE - 05
101912286,0,0,0,0,16,17,822,820,175,62,820,34594,9.8,8.7,HOUSTON ISD,101,N,PK - 05
101912287,0,0,0,0,5,19,760,734,0,60,734,33562,7.2,6.3,HOUSTON ISD,101,N,EE - 05
101912289,0,0,0,0,104,7,559,635,0,66,635,30782,4.8,3.6,HOUSTON ISD,101,N,EE - 05
101912290,0,0,0,0,40,15,838,867,0,65,867,31756,5.5,3.6,HOUSTON ISD,101,N,EE - 05
101912291,0,0,0,0,6,9,766,717,15,38,717,32136,6.7,4.6,HOUSTON ISD,101,N,EE - 05
101912292,0,0,0,0,20,17,778,767,77,50,767,34882,9.5,7.7,HOUSTON ISD,101,N,EE - 05
101912294,0,0,0,0,15,0,0,14,0,0,14,29781,3.3,3.3,HOUSTON ISD,101,N,02 - 05
101912295,0,0,0,0,83,44,1185,1294,65,72,1294,0,0,0,HOUSTON ISD,101,N,EE - 05
101912296,0,0,0,0,82,102,101,124,177,154,124,39242,13.9,10.2,HOUSTON ISD,101,N,EE - 05
101912297,0,0,0,0,28,11,773,765,85,62,765,32045,6.6,5.4,HOUSTON ISD,101,N,EE - 05
101912298,0,0,0,0,14,15,718,686,0,62,686,33785,10.4,7.8,HOUSTON ISD,101,N,EE - 05
101912299,0,0,0,0,792,24,161,820,21,80,820,35346,11,8.8,HOUSTON ISD,101,N,EE - 05
101912301,79,80,20,1,1,1,178,139,0,5,139,33180,5.2,3.2,HOUSTON ISD,101,N,09 - 12
101912302,110,29,5,0,35,11,98,102,0,3,102,.,.,.,HOUSTON ISD,101,N,09 - 11
101912303,330,191,46,25,420,78,721,881,0,105,881,0,0,0,HOUSTON ISD,101,N,06 - 12
101912304,0,0,0,139,22,3,112,21,0,1,21,.,.,.,HOUSTON ISD,101,N,12 - 12
101912305,0,0,0,169,0,0,167,47,0,0,47,.,.,.,HOUSTON ISD,101,N,12 - 12
101912306,0,0,0,13,2,0,9,2,0,0,2,.,.,.,HOUSTON ISD,101,N,12 - 12
101912320,92,33,6,1,117,5,110,176,0,1,176,.,.,.,HOUSTON ISD,101,N,06 - 12
101912330,16,30,17,3,5,60,28,15,0,9,15,.,.,.,HOUSTON ISD,101,N,07 - 12
101912331,0,0,0,0,55,8,53,46,0,6,46,.,.,.,HOUSTON ISD,101,N,04 - 08
101912334,0,0,0,0,6,2,75,78,0,0,78,36000,11.3,7.8,HOUSTON ISD,101,N,06 - 07
101912335,0,0,0,0,14,0,0,12,0,4,12,0,0,0,HOUSTON ISD,101,N,06 - 08
101912356,0,0,0,0,23,4,35,34,0,2,34,37246,12.5,11.5,HOUSTON ISD,101,N,08 - 08
101912360,0,0,0,0,69,2,121,173,0,21,173,33705,8.2,4.7,HOUSTON ISD,101,N,04 - 05
101912361,0,0,0,0,199,2,20,189,0,15,189,30003,4.1,2.8,HOUSTON ISD,101,N,KG - 04
101912362,0,0,0,0,31,2,9,15,0,0,15,.,.,.,HOUSTON ISD,101,N,PK - 06
101912364,0,0,0,0,83,4,58,96,0,0,96,.,.,.,HOUSTON ISD,101,N,PK - 05
101912365,0,0,0,0,88,1,35,54,0,4,54,.,.,.,HOUSTON ISD,101,N,PK - 06
101912366,0,0,0,0,4,1,14,19,0,10,19,29872,2,2,HOUSTON ISD,101,N,01 - 07
101912367,0,0,0,0,31,0,8,30,0,4,30,.,.,.,HOUSTON ISD,101,N,KG - 06
101912368,0,0,0,0,76,5,133,189,0,11,189,32417,6.8,4.8,HOUSTON ISD,101,N,KG - 05
101912370,0,0,0,0,70,6,21,12,0,0,12,.,.,.,HOUSTON ISD,101,N,PK - 01
101912371,0,0,0,0,6,0,1,1,0,0,1,.,.,.,HOUSTON ISD,101,N,PK - KG
101913001,945,906,826,662,540,2169,526,564,242,367,564,37113,13.2,8.5,HUMBLE ISD,101,N,09 - 12
101913002,994,944,969,849,69,3381,192,61,226,293,61,35159,12.1,7.1,HUMBLE ISD,101,N,09 - 12
101913005,21,64,66,28,10,156,12,18,27,8,18,40489,12.2,6.7,HUMBLE ISD,101,N,09 - 12
101913041,0,0,0,0,175,502,195,277,62,130,277,32304,9.8,5.4,HUMBLE ISD,101,N,06 - 08
101913042,0,0,0,0,16,940,55,60,162,107,60,36372,15.8,9.6,HUMBLE ISD,101,N,06 - 08
101913043,0,0,0,0,15,867,53,7,180,77,7,33789,11.4,6.8,HUMBLE ISD,101,N,06 - 08
101913044,0,0,0,0,127,702,108,139,129,102,139,32453,9.9,6.8,HUMBLE ISD,101,N,06 - 08
101913045,0,0,0,0,8,883,32,14,170,95,14,33870,11.8,5.7,HUMBLE ISD,101,N,06 - 08
101913046,0,0,0,0,128,616,156,207,72,132,207,33709,10.5,5.5,HUMBLE ISD,101,N,06 - 08
101913101,0,0,0,0,57,269,264,348,34,85,348,35223,13.2,7.8,HUMBLE ISD,101,N,KG - 05
101913102,0,0,0,0,194,316,137,505,40,89,505,32271,9.4,4,HUMBLE ISD,101,N,EE - 05
101913103,0,0,0,0,187,213,108,352,22,92,352,32375,9.3,4.7,HUMBLE ISD,101,N,PK - 05
101913104,0,0,0,0,10,497,33,36,74,51,36,37470,16.1,12,HUMBLE ISD,101,N,EE - 05
101913105,0,0,0,0,11,415,42,41,55,71,41,33810,10.8,5.5,HUMBLE ISD,101,N,EE - 05
101913106,0,0,0,0,7,540,44,16,90,61,16,35083,13.2,7.9,HUMBLE ISD,101,N,EE - 05
101913107,0,0,0,0,9,524,53,45,43,76,45,35106,13,7.2,HUMBLE ISD,101,N,EE - 05
101913108,0,0,0,0,52,525,77,107,47,91,107,33318,10.6,5.8,HUMBLE ISD,101,N,EE - 05
101913109,0,0,0,0,5,532,38,7,90,54,7,34942,13.2,8.3,HUMBLE ISD,101,N,EE - 05
101913110,0,0,0,0,68,553,86,74,77,89,74,33952,11.4,7.8,HUMBLE ISD,101,N,KG - 05
101913111,0,0,0,0,38,497,30,23,48,77,23,35492,14.2,8.7,HUMBLE ISD,101,N,EE - 05
101913112,0,0,0,0,8,527,19,10,72,66,10,34422,11.9,6.8,HUMBLE ISD,101,N,EE - 05
101913113,0,0,0,0,2,485,10,1,111,64,1,34693,12.7,6.9,HUMBLE ISD,101,N,EE - 05
101913114,0,0,0,0,11,604,29,5,72,75,5,35952,13.9,8.6,HUMBLE ISD,101,N,EE - 05
101913115,0,0,0,0,92,439,110,140,32,90,140,34360,12.4,6,HUMBLE ISD,101,N,EE - 05
101913116,0,0,0,0,8,459,28,45,31,68,45,31489,7.8,3.4,HUMBLE ISD,101,N,EE - 05
101913117,0,0,0,0,155,298,280,413,34,89,413,30435,6.2,2.6,HUMBLE ISD,101,N,EE - 05
101913118,0,0,0,0,50,344,72,78,31,66,78,33394,11.1,5.1,HUMBLE ISD,101,N,EE - 05
101913120,0,0,0,0,17,28,9,54,0,0,54,32767,9.3,2.1,HUMBLE ISD,101,N,PK - PK
101914001,845,733,657,653,137,2297,384,259,234,290,259,37629,12,7.5,KATY ISD,101,N,09 - 12
101914002,909,796,732,685,93,2627,167,39,269,190,39,37858,12.5,6.8,KATY ISD,101,N,09 - 12
101914003,17,4,9,1,3,25,11,5,2,11,5,34817,6.1,4.5,KATY ISD,101,N,06 - 12
101914005,802,679,552,512,196,1666,511,325,146,182,325,38142,12.2,6,KATY ISD,101,N,09 - 12
101914006,22,7,3,0,17,21,9,0,0,48,0,28700,2.7,2,KATY ISD,101,N,06 - 11
101914041,0,0,0,0,56,845,238,246,102,132,246,37365,12,7.9,KATY ISD,101,N,06 - 08
101914042,0,0,0,0,25,628,89,61,57,88,61,39293,14.7,10.2,KATY ISD,101,N,06 - 08
101914043,0,0,0,0,93,910,241,217,81,126,217,35513,9.8,5.2,KATY ISD,101,N,06 - 08
101914044,0,0,0,0,44,1051,76,37,198,123,37,37113,12.2,6.5,KATY ISD,101,N,06 - 08
101914045,0,0,0,0,101,858,279,228,116,137,228,35748,10.8,5.5,KATY ISD,101,N,06 - 08
101914046,0,0,0,0,37,1445,69,7,242,116,7,34007,8.8,3.2,KATY ISD,101,N,06 - 08
101914101,0,0,0,0,43,300,104,82,29,46,82,36744,12,7.8,KATY ISD,101,N,KG - 05
101914102,0,0,0,0,44,500,67,105,51,75,105,36761,11.7,6.9,KATY ISD,101,N,EE - 05
101914103,0,0,0,0,22,464,71,66,14,83,66,37289,12.8,7.3,KATY ISD,101,N,EE - 05
101914104,0,0,0,0,36,510,61,56,31,77,56,38061,13.8,7.3,KATY ISD,101,N,EE - 05
101914105,0,0,0,0,35,647,359,359,28,93,359,35368,10.6,5.5,KATY ISD,101,N,PK - 05
101914106,0,0,0,0,46,619,88,78,50,65,78,38260,13.3,8.4,KATY ISD,101,N,KG - 05
101914107,0,0,0,0,42,760,73,68,30,84,68,35093,9.8,4.2,KATY ISD,101,N,KG - 05
101914108,0,0,0,0,42,788,121,110,77,103,110,35125,10,5.9,KATY ISD,101,N,EE - 05
101914109,0,0,0,0,28,1054,37,10,101,93,10,36113,11.3,6.7,KATY ISD,101,N,EE - 05
101914110,0,0,0,0,49,394,348,294,13,69,294,34969,9.9,5.5,KATY ISD,101,N,PK - 05
101914111,0,0,0,0,85,722,165,147,40,104,147,34053,9,4.4,KATY ISD,101,N,EE - 05
101914112,0,0,0,0,20,626,17,9,70,81,9,39533,15.3,9.2,KATY ISD,101,N,EE - 05
101914113,0,0,0,0,57,440,167,149,24,74,149,36351,11.6,6.1,KATY ISD,101,N,EE - 05
101914114,0,0,0,0,15,833,32,2,56,81,2,34475,9.4,4.6,KATY ISD,101,N,EE - 05
101914115,0,0,0,0,38,605,41,14,53,67,14,35641,9.8,5.5,KATY ISD,101,N,EE - 05
101914116,0,0,0,0,74,538,375,307,24,70,307,33219,7.9,3.4,KATY ISD,101,N,EE - 05
101914117,0,0,0,0,24,744,49,9,70,72,9,34553,9.5,4,KATY ISD,101,N,KG - 05
101915001,946,947,884,772,245,2840,268,172,181,416,172,40158,16.4,10.9,KLEIN ISD,101,N,09 - 12
101915002,986,718,703,667,861,1000,754,760,125,328,760,38580,13.9,8.6,KLEIN ISD,101,N,09 - 12
101915003,1006,745,721,623,127,2582,275,163,118,448,163,39081,14.6,8.8,KLEIN ISD,101,N,09 - 12
101915037,3,3,0,0,2,4,3,4,0,1,4,.,.,.,KLEIN ISD,101,N,07 - 10
101915039,0,0,0,0,34,125,49,0,0,216,0,35076,7.5,4.4,KLEIN ISD,101,N,EE - 12
101915041,0,0,0,0,463,198,341,537,67,186,537,34786,11,6.5,KLEIN ISD,101,N,06 - 08
101915042,0,0,0,0,66,1169,149,171,160,217,171,38072,14.3,9.6,KLEIN ISD,101,N,06 - 08
101915043,0,0,0,0,253,504,354,367,169,153,367,36363,11.7,6.5,KLEIN ISD,101,N,06 - 08
101915044,0,0,0,0,69,1030,125,80,295,156,80,37364,12.6,8.3,KLEIN ISD,101,N,06 - 08
101915045,0,0,0,0,77,1043,96,79,274,145,79,37306,13.3,7.9,KLEIN ISD,101,N,06 - 08
101915046,0,0,0,0,60,1010,121,78,177,150,78,37550,12.9,8.5,KLEIN ISD,101,N,06 - 08
101915102,0,0,0,0,11,758,94,140,62,109,140,37061,13.3,7,KLEIN ISD,101,N,EE - 05
101915103,0,0,0,0,25,625,30,34,98,87,34,38643,14.7,10.3,KLEIN ISD,101,N,EE - 05
101915104,0,0,0,0,68,340,159,127,57,58,127,40651,18,11.9,KLEIN ISD,101,N,EE - 05
101915105,0,0,0,0,236,168,383,515,24,109,515,34699,10.6,5.9,KLEIN ISD,101,N,EE - 05
101915106,0,0,0,0,37,568,59,43,89,87,43,37580,14.2,8.9,KLEIN ISD,101,N,EE - 05
101915107,0,0,0,0,48,541,86,78,85,93,78,39762,16.3,11,KLEIN ISD,101,N,EE - 05
101915108,0,0,0,0,143,109,489,502,19,73,502,36037,13.5,8.2,KLEIN ISD,101,N,EE - 05
101915109,0,0,0,0,46,665,88,101,124,97,101,37323,13.4,7.7,KLEIN ISD,101,N,EE - 05
101915110,0,0,0,0,20,557,89,41,95,108,41,40929,17.8,10.8,KLEIN ISD,101,N,EE - 05
101915111,0,0,0,0,28,629,61,48,97,106,48,36921,13.5,9.2,KLEIN ISD,101,N,EE - 05
101915112,0,0,0,0,457,65,137,413,25,78,413,33963,9.7,5.9,KLEIN ISD,101,N,EE - 05
101915113,0,0,0,0,62,807,92,77,96,111,77,36451,12.7,7.9,KLEIN ISD,101,N,EE - 05
101915114,0,0,0,0,30,501,69,82,45,96,82,40917,17.7,10,KLEIN ISD,101,N,EE - 05
101915115,0,0,0,0,19,496,81,43,109,81,43,35845,11.3,6.8,KLEIN ISD,101,N,EE - 05
101915116,0,0,0,0,33,557,72,56,136,95,56,37388,13.6,8.8,KLEIN ISD,101,N,EE - 05
101915117,0,0,0,0,210,280,177,192,51,81,192,36350,12.2,6.1,KLEIN ISD,101,N,EE - 05
101915118,0,0,0,0,212,205,238,367,15,106,367,32655,7.5,3.2,KLEIN ISD,101,N,EE - 05
101915119,0,0,0,0,40,776,98,136,50,128,136,36060,12.4,5,KLEIN ISD,101,N,EE - 05
101916001,657,490,480,396,161,1407,427,272,169,190,272,38343,14.3,9.9,LA PORTE ISD,101,N,08 - 12
101916002,18,22,23,25,7,76,24,12,2,7,12,31930,9.3,7.4,LA PORTE ISD,101,N,06 - 12
101916009,4,4,0,0,1,4,5,2,0,2,2,.,.,.,LA PORTE ISD,101,N,07 - 10
101916041,0,0,0,0,73,361,122,160,75,67,160,38887,15.8,9.6,LA PORTE ISD,101,N,07 - 08
101916042,0,0,0,0,47,403,88,132,60,75,132,39959,18.1,12.4,LA PORTE ISD,101,N,06 - 06
101916043,0,0,0,0,12,456,142,96,58,44,96,37772,13.5,8.4,LA PORTE ISD,101,N,07 - 08
101916101,0,0,0,0,16,475,78,72,35,53,72,33091,8.9,5.7,LA PORTE ISD,101,N,KG - 05
101916103,0,0,0,0,146,225,281,442,21,80,442,38077,14.4,10.6,LA PORTE ISD,101,N,EE - 05
101916104,0,0,0,0,43,394,66,193,55,65,193,35858,12.2,8.6,LA PORTE ISD,101,N,EE - 05
101916105,0,0,0,0,23,455,108,160,22,73,160,36611,13.1,10.9,LA PORTE ISD,101,N,EE - 05
101916106,0,0,0,0,18,458,90,94,24,60,94,37789,14.2,10.7,LA PORTE ISD,101,N,PK - 05
101916107,0,0,0,0,34,441,139,123,38,51,123,33996,10.3,7.2,LA PORTE ISD,101,N,EE - 05
101917001,915,647,641,410,32,611,1945,1523,160,144,1523,35820,13.1,9.2,PASADENA ISD,101,N,09 - 12
101917002,906,622,615,462,39,1413,1074,827,205,189,827,36482,13.3,9,PASADENA ISD,101,N,09 - 12
101917003,755,679,652,467,162,714,1593,974,116,146,974,36402,13.5,9.8,PASADENA ISD,101,N,09 - 12
101917004,742,595,565,471,357,1017,719,496,229,144,496,38144,15.8,11.8,PASADENA ISD,101,N,09 - 12
101917007,26,32,40,41,9,49,78,70,1,0,70,37279,12.6,9.4,PASADENA ISD,101,N,09 - 12
101917008,32,20,11,3,0,13,52,21,1,5,21,.,.,.,PASADENA ISD,101,N,09 - 12
101917011,1,1,1,1,0,0,6,0,0,0,0,.,.,.,PASADENA ISD,101,N,07 - 12
101917041,0,0,0,0,161,404,307,318,86,89,318,35319,12.7,8.7,PASADENA ISD,101,N,06 - 08
