,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,white_stu_count,his_stu_count,all_stud_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,teacher_avg_salary,teacher_experience,exp_w_dist,dist_name,county_num,charter,grade_span
178903101,0,0,0,0,18,304,217,266,13,54,266,31758,12.1,7.6,CALALLEN ISD,178,N,PK - 05
178903103,0,0,0,0,11,274,223,227,12,68,227,32253,12,7.9,CALALLEN ISD,178,N,EE - 05
178903104,0,0,0,0,4,228,167,140,19,44,140,32925,12.9,7.4,CALALLEN ISD,178,N,EE - 05
178903105,0,0,0,0,0,459,118,98,48,58,98,32484,13.4,7.5,CALALLEN ISD,178,N,EE - 05
178904001,748,810,690,533,182,1125,1396,302,353,276,302,36475,15.7,11.8,CORPUS CHRISTI ISD,178,N,09 - 12
178904002,798,686,499,394,98,1153,1090,471,198,356,471,36369,15.8,12,CORPUS CHRISTI ISD,178,N,09 - 12
178904003,743,514,353,232,182,84,1554,1076,85,268,1076,32998,11.4,7.4,CORPUS CHRISTI ISD,178,N,09 - 12
178904004,726,486,398,314,133,80,1708,1005,129,316,1005,37610,14.4,10.8,CORPUS CHRISTI ISD,178,N,09 - 12
178904005,833,674,524,364,60,660,1659,621,263,358,621,36432,16.8,13.2,CORPUS CHRISTI ISD,178,N,09 - 12
178904007,30,28,29,12,7,11,95,89,0,10,89,35309,15.5,11.9,CORPUS CHRISTI ISD,178,N,06 - 12
178904009,28,61,81,112,17,75,187,37,0,16,37,36011,12.4,10.3,CORPUS CHRISTI ISD,178,N,09 - 12
178904041,0,0,0,0,20,212,549,324,318,90,324,35842,15,12,CORPUS CHRISTI ISD,178,N,06 - 08
178904043,0,0,0,0,69,292,431,180,0,129,180,35818,15,12.3,CORPUS CHRISTI ISD,178,N,06 - 08
178904045,0,0,0,0,20,276,265,203,0,85,203,34612,13.3,11.1,CORPUS CHRISTI ISD,178,N,06 - 08
178904046,0,0,0,0,57,27,592,513,0,143,513,33042,12.7,10.1,CORPUS CHRISTI ISD,178,N,06 - 08
178904047,0,0,0,0,101,57,614,665,0,107,665,32557,11.3,9.3,CORPUS CHRISTI ISD,178,N,06 - 08
178904048,0,0,0,0,39,233,302,256,0,93,256,33829,12.7,10,CORPUS CHRISTI ISD,178,N,06 - 08
178904049,0,0,0,0,28,316,494,346,0,140,346,34203,13.3,10.4,CORPUS CHRISTI ISD,178,N,06 - 08
178904050,0,0,0,0,35,12,796,721,0,127,721,32752,11.3,9.3,CORPUS CHRISTI ISD,178,N,06 - 08
178904052,0,0,0,0,25,57,704,532,0,128,532,34659,14.3,11.9,CORPUS CHRISTI ISD,178,N,06 - 08
178904053,0,0,0,0,80,89,720,679,0,165,679,32661,11.2,8.5,CORPUS CHRISTI ISD,178,N,06 - 08
178904054,62,29,9,1,20,30,242,191,0,83,191,34129,11,8.7,CORPUS CHRISTI ISD,178,N,03 - 12
178904055,0,0,0,0,53,297,401,300,0,118,300,36236,14.9,12.6,CORPUS CHRISTI ISD,178,N,06 - 08
178904056,0,0,0,0,52,498,453,65,0,91,65,30330,8.6,5.6,CORPUS CHRISTI ISD,178,N,06 - 08
178904101,0,0,0,0,7,22,465,467,0,66,467,34397,14.2,12.5,CORPUS CHRISTI ISD,178,N,PK - 05
178904103,0,0,0,0,8,169,321,296,1,86,296,34171,13.3,9.3,CORPUS CHRISTI ISD,178,N,EE - 05
178904104,0,0,0,0,13,56,339,315,0,44,315,33302,14,11.4,CORPUS CHRISTI ISD,178,N,PK - 05
178904105,0,0,0,0,5,60,390,338,0,57,338,34174,13.3,9.3,CORPUS CHRISTI ISD,178,N,PK - 05
178904106,0,0,0,0,10,86,321,335,0,50,335,36722,17.8,14.4,CORPUS CHRISTI ISD,178,N,EE - 05
178904107,0,0,0,0,20,134,285,199,0,41,199,35920,15.6,11.7,CORPUS CHRISTI ISD,178,N,01 - 05
178904108,0,0,0,0,25,5,453,443,0,69,443,35813,17.8,11.2,CORPUS CHRISTI ISD,178,N,EE - 05
178904109,0,0,0,0,160,15,224,368,0,52,368,31027,9.9,8.2,CORPUS CHRISTI ISD,178,N,EE - 05
178904110,0,0,0,0,24,9,343,360,0,55,360,35409,17.2,14.9,CORPUS CHRISTI ISD,178,N,EE - 05
178904111,0,0,0,0,11,35,515,463,0,81,463,36337,15.7,14.6,CORPUS CHRISTI ISD,178,N,EE - 05
178904115,0,0,0,0,58,9,340,360,0,50,360,35701,15.7,14.9,CORPUS CHRISTI ISD,178,N,PK - 05
178904116,0,0,0,0,17,130,417,514,0,65,514,31752,10.9,8.9,CORPUS CHRISTI ISD,178,N,EE - 05
178904117,0,0,0,0,17,41,531,477,0,66,477,34476,14.2,12.8,CORPUS CHRISTI ISD,178,N,PK - 05
178904118,0,0,0,0,35,108,468,409,0,75,409,34854,14.5,12.3,CORPUS CHRISTI ISD,178,N,EE - 05
178904119,0,0,0,0,4,10,372,378,0,47,378,32730,10.5,9,CORPUS CHRISTI ISD,178,N,PK - 05
178904120,0,0,0,0,4,28,335,314,0,57,314,32275,11.2,8.4,CORPUS CHRISTI ISD,178,N,EE - 05
178904121,0,0,0,0,16,21,382,342,0,59,342,34869,13.8,9.8,CORPUS CHRISTI ISD,178,N,PK - 05
178904122,0,0,0,0,16,12,428,423,0,76,423,31867,9.8,7.7,CORPUS CHRISTI ISD,178,N,PK - 05
178904123,0,0,0,0,17,212,319,343,0,61,343,32652,12,9.1,CORPUS CHRISTI ISD,178,N,PK - 05
178904124,0,0,0,0,19,70,359,346,1,66,346,34679,13.2,9.1,CORPUS CHRISTI ISD,178,N,EE - 05
178904125,0,0,0,0,38,324,184,227,0,80,227,31446,11,8,CORPUS CHRISTI ISD,178,N,EE - 05
178904127,0,0,0,0,24,36,474,478,0,64,478,35082,14.4,9.7,CORPUS CHRISTI ISD,178,N,PK - 05
178904129,0,0,0,0,13,16,373,345,0,48,345,35239,14.5,13.1,CORPUS CHRISTI ISD,178,N,PK - 05
178904130,0,0,0,0,39,176,238,171,1,69,171,37622,17.2,14.3,CORPUS CHRISTI ISD,178,N,EE - 05
178904132,0,0,0,0,46,186,258,239,0,62,239,34616,13.6,11.8,CORPUS CHRISTI ISD,178,N,PK - 05
178904133,0,0,0,0,14,6,401,387,0,56,387,33066,11.8,8.6,CORPUS CHRISTI ISD,178,N,EE - 05
178904134,0,0,0,0,52,193,227,263,1,44,263,32734,11.4,9,CORPUS CHRISTI ISD,178,N,PK - 05
178904136,0,0,0,0,24,23,432,454,0,67,454,33305,13.7,11.7,CORPUS CHRISTI ISD,178,N,EE - 05
178904137,0,0,0,0,141,39,264,427,0,91,427,31979,11.2,8.5,CORPUS CHRISTI ISD,178,N,PK - 05
178904138,0,0,0,0,16,254,300,295,0,58,295,32364,10.7,8.7,CORPUS CHRISTI ISD,178,N,PK - 05
178904139,0,0,0,0,18,295,264,103,630,26,103,36988,15.7,12,CORPUS CHRISTI ISD,178,N,01 - 05
178904140,0,0,0,0,51,232,257,337,1,69,337,34156,13.5,10.8,CORPUS CHRISTI ISD,178,N,PK - 05
178904141,0,0,0,0,22,136,215,207,0,79,207,36471,16,11.6,CORPUS CHRISTI ISD,178,N,EE - 05
178904142,0,0,0,0,6,16,591,592,0,91,592,34675,14.9,11,CORPUS CHRISTI ISD,178,N,EE - 05
178904143,2,3,3,21,3,16,23,34,0,42,34,34602,13.9,10,CORPUS CHRISTI ISD,178,N,EE - 12
178904144,6,11,9,5,1,19,36,11,0,46,11,38646,18.7,14,CORPUS CHRISTI ISD,178,N,PK - 12
178904146,0,0,0,0,37,380,252,77,1,56,77,33600,12.2,10.3,CORPUS CHRISTI ISD,178,N,KG - 05
178904147,11,8,1,1,9,5,12,0,0,21,0,0,0,0,CORPUS CHRISTI ISD,178,N,08 - 12
178904148,0,0,0,0,48,195,457,452,1,88,452,33278,12.7,10.1,CORPUS CHRISTI ISD,178,N,EE - 05
178904150,0,0,0,0,29,138,481,264,0,91,264,29067,7.8,5.5,CORPUS CHRISTI ISD,178,N,EE - 05
178904151,0,0,0,0,44,542,258,52,0,84,52,30034,8.1,5.4,CORPUS CHRISTI ISD,178,N,KG - 05
178904152,0,0,0,0,34,367,241,161,1,64,161,33551,12.3,9.3,CORPUS CHRISTI ISD,178,N,EE - 05
178904153,0,0,0,0,6,14,68,57,0,0,57,35993,13.8,13.5,CORPUS CHRISTI ISD,178,N,PK - 01
178905101,0,0,0,0,0,52,245,210,1,24,210,30295,11.3,7.8,DRISCOLL ISD,178,N,PK - 08
178906101,0,0,0,0,0,130,47,32,20,21,32,35153,13,7.5,LONDON ISD,178,N,KG - 08
178908001,54,27,37,30,0,137,10,40,20,28,40,34187,14,10.2,PORT ARANSAS ISD,178,N,09 - 12
178908041,0,0,0,0,0,131,9,50,19,30,50,35401,14.9,8,PORT ARANSAS ISD,178,N,06 - 08
178908101,0,0,0,0,0,203,22,114,8,47,114,31998,12.3,8.4,PORT ARANSAS ISD,178,N,EE - 05
178909001,405,283,235,203,13,12,1101,881,74,107,881,29581,9.7,6,ROBSTOWN ISD,178,N,09 - 12
178909002,20,15,24,21,1,3,94,85,0,0,85,40003,21,11.4,ROBSTOWN ISD,178,N,07 - 12
178909003,4,4,1,0,0,0,16,16,0,3,16,25843,12,10,ROBSTOWN ISD,178,N,03 - 11
178909041,0,0,0,0,5,8,554,484,29,53,484,28620,8.2,6.4,ROBSTOWN ISD,178,N,07 - 08
178909042,0,0,0,0,7,5,590,542,93,81,542,29963,10.6,7.9,ROBSTOWN ISD,178,N,05 - 06
178909101,0,0,0,0,1,6,355,351,18,37,351,31436,11.6,8,ROBSTOWN ISD,178,N,EE - 04
178909103,0,0,0,0,1,6,447,442,35,47,442,31732,12.4,9.6,ROBSTOWN ISD,178,N,PK - 04
178909104,0,0,0,0,7,6,360,329,59,48,329,28450,8.1,6.8,ROBSTOWN ISD,178,N,03 - 04
178909105,0,0,0,0,9,11,771,712,46,54,712,31918,11.6,9.8,ROBSTOWN ISD,178,N,EE - 02
178912001,284,219,201,173,6,409,459,264,33,73,264,32877,15,7.8,TULOSO-MIDWAY ISD,178,N,09 - 12
178912002,5,14,9,10,2,12,24,18,0,4,18,35800,22.7,12.1,TULOSO-MIDWAY ISD,178,N,09 - 12
178912041,0,0,0,0,12,326,326,282,10,71,282,27814,8.3,4.2,TULOSO-MIDWAY ISD,178,N,06 - 08
178912101,0,0,0,0,9,308,384,471,2,73,471,31881,14.4,9.4,TULOSO-MIDWAY ISD,178,N,EE - 02
178912104,0,0,0,0,9,314,334,360,19,94,360,30174,10.9,5.8,TULOSO-MIDWAY ISD,178,N,03 - 05
178913001,78,75,63,48,0,69,194,119,27,40,119,33962,15.1,9.6,BANQUETE ISD,178,N,09 - 12
178913041,0,0,0,0,0,51,158,132,16,23,132,32284,10,3.9,BANQUETE ISD,178,N,06 - 08
178913101,0,0,0,0,0,95,295,281,14,27,281,31656,12.3,9.1,BANQUETE ISD,178,N,EE - 05
178914001,483,365,331,291,62,1044,287,317,27,193,317,34234,13.9,8.2,FLOUR BLUFF ISD,178,N,09 - 12
178914003,27,6,1,1,2,22,12,14,0,8,14,27119,9,5.1,FLOUR BLUFF ISD,178,N,07 - 12
178914041,0,0,0,0,40,647,188,308,102,138,308,32714,12.2,7.5,FLOUR BLUFF ISD,178,N,07 - 08
178914101,0,0,0,0,54,563,174,412,54,111,412,31935,12.6,7.6,FLOUR BLUFF ISD,178,N,02 - 04
178914103,0,0,0,0,49,492,150,374,30,87,374,34556,15.7,10.6,FLOUR BLUFF ISD,178,N,01 - 02
178914105,0,0,0,0,54,557,168,377,81,95,377,30592,10.1,6,FLOUR BLUFF ISD,178,N,04 - 06
178914106,0,0,0,0,37,325,115,305,0,26,305,33455,14.8,11.4,FLOUR BLUFF ISD,178,N,EE - KG
178915001,214,154,120,80,85,8,473,244,14,78,244,30006,10.9,8.4,WEST OSO ISD,178,N,09 - 12
178915041,0,0,0,0,49,12,275,237,23,54,237,29340,11.4,8.5,WEST OSO ISD,178,N,07 - 08
178915101,0,0,0,0,49,13,242,270,34,71,270,23975,5.7,3.7,WEST OSO ISD,178,N,05 - 06
178915102,0,0,0,0,50,13,434,424,24,30,424,31222,11.8,9.2,WEST OSO ISD,178,N,EE - 02
178915103,0,0,0,0,38,9,222,222,31,48,222,29462,10.6,9,WEST OSO ISD,178,N,03 - 04
179901001,194,136,122,113,0,413,150,143,37,91,143,33367,13.4,8.5,PERRYTON ISD,179,N,09 - 12
179901041,0,0,0,0,0,358,141,206,41,84,206,31421,10.8,6,PERRYTON ISD,179,N,06 - 08
179901101,0,0,0,0,0,306,238,266,14,77,266,30749,11.8,6.2,PERRYTON ISD,179,N,EE - 05
179901102,0,0,0,0,0,282,182,240,15,38,240,32454,14.2,11.2,PERRYTON ISD,179,N,01 - 03
180901001,56,60,54,38,16,165,25,187,21,48,187,33167,13.4,7.2,BOYS RANCH ISD,180,N,09 - 12
180901041,0,0,0,0,8,75,13,81,7,26,81,29522,12,4.6,BOYS RANCH ISD,180,N,06 - 08
180901101,0,0,0,0,0,46,1,3,3,6,3,36243,17.3,9.3,BOYS RANCH ISD,180,N,EE - 05
180902001,39,34,27,28,0,157,25,65,23,27,65,32847,14.3,10.9,VEGA ISD,180,N,07 - 12
180902101,0,0,0,0,0,103,35,80,21,23,80,32720,14.6,10.7,VEGA ISD,180,N,KG - 06
180903001,9,10,7,14,0,65,23,48,7,13,48,31162,17.2,10.3,ADRIAN ISD,180,N,KG - 12
180904101,0,0,0,0,1,51,8,18,1,3,18,24917,5.9,3.6,WILDORADO ISD,180,N,KG - 06
181901001,231,226,201,184,2,789,16,80,38,97,80,31775,14.6,9.4,BRIDGE CITY ISD,181,N,09 - 12
181901041,0,0,0,0,2,447,14,89,70,70,89,31881,15.4,12.8,BRIDGE CITY ISD,181,N,07 - 08
181901101,0,0,0,0,0,451,24,131,50,75,131,31928,15.1,13.1,BRIDGE CITY ISD,181,N,EE - 03
181901102,0,0,0,0,2,398,19,203,44,46,203,30869,12.7,10.9,BRIDGE CITY ISD,181,N,EE - 03
181901103,0,0,0,0,1,566,19,135,101,81,135,32464,15.4,10.5,BRIDGE CITY ISD,181,N,04 - 06
181905001,147,126,126,95,1,468,12,85,38,87,85,31491,12.6,8.9,ORANGEFIELD ISD,181,N,09 - 12
181905041,0,0,0,0,1,482,17,138,31,68,138,31302,13.1,7,ORANGEFIELD ISD,181,N,05 - 08
181905102,0,0,0,0,0,536,12,215,23,79,215,30911,13.1,8.7,ORANGEFIELD ISD,181,N,EE - 04
181906001,283,224,216,172,386,476,26,286,202,87,286,35971,16.7,12.2,WEST ORANGE-COVE CONS ISD,181,N,09 - 12
181906004,24,7,10,9,40,17,1,39,0,7,39,33021,13.9,11.1,WEST ORANGE-COVE CONS ISD,181,N,07 - 12
181906041,0,0,0,0,270,266,16,282,109,72,282,34571,16.1,12.9,WEST ORANGE-COVE CONS ISD,181,N,07 - 08
181906101,0,0,0,0,245,191,5,274,58,63,274,31869,10.7,8.1,WEST ORANGE-COVE CONS ISD,181,N,KG - 04
181906102,0,0,0,0,197,256,10,341,42,93,341,36328,17.4,14.2,WEST ORANGE-COVE CONS ISD,181,N,KG - 04
181906103,0,0,0,0,260,200,25,399,50,79,399,36265,18.5,15.2,WEST ORANGE-COVE CONS ISD,181,N,KG - 04
181906104,0,0,0,0,152,85,10,245,0,40,245,32191,11.4,8.8,WEST ORANGE-COVE CONS ISD,181,N,EE - PK
181906112,0,0,0,0,237,269,13,336,122,63,336,33916,14.9,12.2,WEST ORANGE-COVE CONS ISD,181,N,05 - 06
181907001,488,386,339,298,1,1472,36,263,94,309,263,32141,12.8,8.7,VIDOR ISD,181,N,09 - 12
181907002,18,35,34,21,1,110,0,16,0,3,16,35545,20,9.5,VIDOR ISD,181,N,07 - 12
181907041,0,0,0,0,0,812,19,267,49,145,267,31034,12.2,8.4,VIDOR ISD,181,N,07 - 08
181907101,0,0,0,0,1,690,13,372,39,120,372,29223,9.6,8.7,VIDOR ISD,181,N,EE - 04
181907102,0,0,0,0,7,740,19,474,23,149,474,31671,13.8,11.6,VIDOR ISD,181,N,EE - 04
181907103,0,0,0,0,0,807,21,513,34,134,513,31727,13,10.4,VIDOR ISD,181,N,EE - 04
181907104,0,0,0,0,0,816,16,353,46,175,353,31825,13,11,VIDOR ISD,181,N,05 - 06
181908001,351,324,308,271,70,1119,49,185,90,206,185,31334,11.5,8.3,LIT CYPRESS-MRCEVILLE ISD,181,N,09 - 12
181908041,0,0,0,0,33,520,16,108,33,81,108,28818,9.3,6.6,LIT CYPRESS-MRCEVILLE ISD,181,N,06 - 08
181908042,0,0,0,0,6,295,21,65,31,65,65,29076,7.6,4.5,LIT CYPRESS-MRCEVILLE ISD,181,N,06 - 08
181908101,0,0,0,0,46,561,16,169,14,72,169,31872,12.6,9.2,LIT CYPRESS-MRCEVILLE ISD,181,N,EE - 03
181908102,0,0,0,0,3,578,26,198,14,78,198,29341,9.2,6.7,LIT CYPRESS-MRCEVILLE ISD,181,N,PK - 05
181908103,0,0,0,0,20,324,7,85,17,67,85,33670,14.8,9.8,LIT CYPRESS-MRCEVILLE ISD,181,N,03 - 05
182901001,23,24,23,16,0,211,6,74,17,32,74,30168,12.3,9.9,GORDON ISD,182,N,KG - 12
182902001,37,26,26,33,0,169,12,64,25,26,64,31700,11.7,8,GRAFORD ISD,182,N,07 - 12
182902101,0,0,0,0,1,172,19,95,3,20,95,32990,15.1,7.2,GRAFORD ISD,182,N,KG - 06
182903001,278,236,212,184,56,695,144,283,25,154,283,32791,14.6,9.6,MINERAL WELLS ISD,182,N,09 - 12
182903041,0,0,0,0,24,433,96,278,42,82,278,31690,13.3,6.7,MINERAL WELLS ISD,182,N,07 - 08
182903103,0,0,0,0,27,412,127,355,21,97,355,26545,7.7,5.5,MINERAL WELLS ISD,182,N,02 - 03
182903104,0,0,0,0,28,518,160,362,10,53,362,28273,10.1,7.7,MINERAL WELLS ISD,182,N,EE - 01
182903105,0,0,0,0,33,639,136,446,31,185,446,28823,10.5,6.9,MINERAL WELLS ISD,182,N,04 - 06
182904001,23,29,22,27,0,155,9,35,0,19,35,29870,11.4,4.8,SANTO ISD,182,N,07 - 12
182904101,0,0,0,0,0,209,19,68,0,8,68,29576,12.4,7.3,SANTO ISD,182,N,KG - 06
182905001,18,17,21,15,0,169,35,106,17,36,106,28523,11.7,6.4,STRAWN ISD,182,N,KG - 12
182906101,0,0,0,0,2,41,8,25,6,7,25,27299,7.1,4.1,PALO PINTO ISD,182,N,KG - 06
183901001,49,44,45,48,30,152,4,40,24,38,40,29583,11.1,6.1,BECKVILLE ISD,183,N,09 - 12
183901041,0,0,0,0,15,95,6,42,10,28,42,30542,11.3,6.1,BECKVILLE ISD,183,N,06 - 08
183901101,0,0,0,0,33,127,8,87,3,36,87,31698,12.9,8.7,BECKVILLE ISD,183,N,EE - 05
183902001,333,249,243,201,281,720,24,255,74,160,255,34616,14.6,8.8,CARTHAGE ISD,183,N,09 - 12
183902042,0,0,0,0,126,419,22,185,56,71,185,33838,14,9.6,CARTHAGE ISD,183,N,07 - 08
183902101,0,0,0,0,202,510,34,328,60,110,328,32942,13.9,10.9,CARTHAGE ISD,183,N,04 - 06
183902103,0,0,0,0,128,321,19,201,10,55,201,32550,13.7,10.4,CARTHAGE ISD,183,N,02 - 03
183902104,0,0,0,0,155,354,19,282,0,133,282,33201,14.9,12.2,CARTHAGE ISD,183,N,EE - 01
183904001,22,19,21,14,0,255,11,101,4,56,101,27565,8.2,5.7,GARY ISD,183,N,KG - 12
184901001,24,24,17,21,2,317,10,163,10,74,163,28016,6.7,4.1,POOLVILLE ISD,184,N,KG - 12
184902001,275,212,185,113,4,738,36,192,25,99,192,30531,11.8,6.9,SPRINGTOWN ISD,184,N,09 - 12
184902002,3,7,11,14,0,32,3,10,0,0,10,28606,8.8,7.3,SPRINGTOWN ISD,184,N,09 - 12
184902041,0,0,0,0,1,682,29,260,35,128,260,27584,9,5,SPRINGTOWN ISD,184,N,06 - 08
184902104,0,0,0,0,0,443,15,204,10,54,204,31194,12.3,8.3,SPRINGTOWN ISD,184,N,EE - 01
184902105,0,0,0,0,0,473,18,207,35,60,207,28467,10.4,6.4,SPRINGTOWN ISD,184,N,01 - 07
184902106,0,0,0,0,1,451,26,189,29,77,189,29725,11.5,7.9,SPRINGTOWN ISD,184,N,04 - 05
184903001,577,466,382,298,33,1531,144,179,128,215,179,33094,14.2,8.7,WEATHERFORD ISD,184,N,09 - 12
184903041,0,0,0,0,13,890,100,221,91,123,221,30788,10.8,5.9,WEATHERFORD ISD,184,N,07 - 08
184903101,0,0,0,0,7,224,49,156,14,52,156,33140,13.7,10.8,WEATHERFORD ISD,184,N,KG - 06
184903102,0,0,0,0,13,545,107,386,31,74,386,32847,13.3,8.3,WEATHERFORD ISD,184,N,EE - 06
184903103,0,0,0,0,2,433,39,156,44,62,156,33518,13.7,10.1,WEATHERFORD ISD,184,N,KG - 06
184903104,0,0,0,0,7,218,57,162,17,33,162,30862,10.9,7.3,WEATHERFORD ISD,184,N,KG - 06
184903105,0,0,0,0,7,646,86,257,34,111,257,31833,10.6,5.4,WEATHERFORD ISD,184,N,KG - 06
184903106,0,0,0,0,19,493,37,123,64,78,123,32930,12.1,7.7,WEATHERFORD ISD,184,N,EE - 06
184903108,0,0,0,0,3,507,17,81,60,64,81,30261,8.8,5.4,WEATHERFORD ISD,184,N,KG - 06
184904001,59,57,59,33,2,336,20,79,34,88,79,31054,11.1,4.5,MILLSAP ISD,184,N,06 - 12
184904101,0,0,0,0,2,277,22,140,17,47,140,32075,12.7,7.3,MILLSAP ISD,184,N,PK - 05
184907001,212,212,170,144,1,702,27,36,103,79,36,32115,11.8,4.5,ALEDO ISD,184,N,09 - 12
184907041,0,0,0,0,1,557,16,42,66,58,42,29698,9.1,4.4,ALEDO ISD,184,N,06 - 08
184907101,0,0,0,0,4,504,20,46,27,41,46,31719,10.6,5.4,ALEDO ISD,184,N,03 - 05
184907102,0,0,0,0,3,492,23,48,5,30,48,31669,11.4,5.1,ALEDO ISD,184,N,EE - 02
184908001,69,54,47,52,4,214,4,21,20,47,21,32882,11,6.7,PEASTER ISD,184,N,09 - 12
184908041,0,0,0,0,0,160,1,28,21,28,28,28017,8.5,4.9,PEASTER ISD,184,N,06 - 08
184908101,0,0,0,0,2,343,12,106,13,38,106,27886,7.6,4.7,PEASTER ISD,184,N,KG - 05
184909001,47,37,44,30,0,228,3,29,25,20,29,30295,10,5.7,BROCK ISD,184,N,07 - 12
184909101,0,0,0,0,1,305,11,52,11,42,52,29965,10.8,7.7,BROCK ISD,184,N,KG - 06
184911101,0,0,0,0,0,212,6,83,16,46,83,29437,9.3,5.3,GARNER ISD,184,N,EE - 08
185901001,34,43,48,29,1,29,124,105,9,28,105,32100,12.4,7.3,BOVINA ISD,185,N,09 - 12
185901041,0,0,0,0,1,24,105,110,9,18,110,26884,10.2,6.3,BOVINA ISD,185,N,06 - 08
185901101,0,0,0,0,2,55,260,267,5,51,267,29021,11.4,8.6,BOVINA ISD,185,N,EE - 05
185902001,59,44,34,33,1,104,64,61,12,35,61,29975,11.5,8.3,FARWELL ISD,185,N,09 - 12
185902041,0,0,0,0,0,82,41,61,11,19,61,27877,9.8,7.3,FARWELL ISD,185,N,06 - 08
185902101,0,0,0,0,0,146,116,173,14,30,173,26065,7.8,7.2,FARWELL ISD,185,N,EE - 05
185903001,107,92,88,61,6,131,209,175,29,25,175,33172,14.8,10.3,FRIONA ISD,185,N,09 - 12
185903041,0,0,0,0,9,96,182,165,29,47,165,32738,13.2,8.8,FRIONA ISD,185,N,06 - 08
185903101,0,0,0,0,6,110,260,268,24,44,268,30163,11.3,8.8,FRIONA ISD,185,N,02 - 05
185903102,0,0,0,0,4,58,168,166,1,24,166,31691,11.5,8.8,FRIONA ISD,185,N,EE - 01
185904001,23,17,18,17,0,150,74,114,26,33,114,29793,9.9,7.5,LAZBUDDIE ISD,185,N,EE - 12
186901001,14,21,10,14,0,79,51,87,20,15,87,29900,10.3,5.2,BUENA VISTA ISD,186,N,KG - 12
186902001,267,260,196,137,8,222,626,370,58,189,370,32088,11.4,6.8,FT STOCKTON ISD,186,N,09 - 12
186902041,0,0,0,0,3,156,498,398,55,133,398,29085,8.8,6.1,FT STOCKTON ISD,186,N,06 - 08
186902101,0,0,0,0,2,93,290,246,35,63,246,30725,12.2,9.5,FT STOCKTON ISD,186,N,04 - 05
186902102,0,0,0,0,4,56,218,201,0,51,201,29436,10.7,8.6,FT STOCKTON ISD,186,N,EE - 01
186902103,0,0,0,0,4,70,182,157,0,31,157,30083,11.1,8.8,FT STOCKTON ISD,186,N,02 - 03
186902104,0,0,0,0,1,80,322,272,0,43,272,32566,13.8,11.9,FT STOCKTON ISD,186,N,EE - 03
186902105,8,8,18,11,0,4,41,31,0,9,31,27555,6.9,5.8,FT STOCKTON ISD,186,N,09 - 12
186903001,45,49,40,35,0,106,63,54,18,22,54,39011,16.8,7.8,IRAAN-SHEFFIELD ISD,186,N,09 - 12
186903002,49,0,0,0,17,11,20,49,0,8,49,32709,7.8,1.3,IRAAN-SHEFFIELD ISD,186,N,09 - 09
186903041,0,0,0,0,3,69,53,52,14,22,52,33837,12.7,4.8,IRAAN-SHEFFIELD ISD,186,N,06 - 08
186903101,0,0,0,0,2,158,104,121,1,43,121,37835,14.1,8.7,IRAAN-SHEFFIELD ISD,186,N,PK - 05
187901001,42,27,24,24,0,285,7,161,14,66,161,30782,12.4,7.1,BIG SANDY ISD,187,N,KG - 12
187903001,31,21,26,17,50,74,19,87,0,29,87,24777,8,2.5,GOODRICH ISD,187,N,07 - 12
187903101,0,0,0,0,55,88,32,118,3,34,118,27773,11.4,4,GOODRICH ISD,187,N,KG - 06
187904001,99,76,87,82,117,155,72,177,0,71,177,30814,11.5,6.7,CORRIGAN-CAMDEN ISD,187,N,09 - 12
187904041,0,0,0,0,39,79,48,117,12,45,117,27696,7.6,3.9,CORRIGAN-CAMDEN ISD,187,N,07 - 08
187904103,0,0,0,0,88,153,103,241,19,57,241,28322,9.7,8.2,CORRIGAN-CAMDEN ISD,187,N,03 - 06
187904104,0,0,0,0,91,137,98,252,0,38,252,28062,9.4,6.9,CORRIGAN-CAMDEN ISD,187,N,EE - 02
187906001,23,23,9,8,16,63,11,51,8,25,51,30702,11.8,6.6,LEGGETT ISD,187,N,07 - 12
187906101,0,0,0,0,34,68,22,95,2,21,95,31892,15.2,8.2,LEGGETT ISD,187,N,KG - 06
187907002,383,311,245,235,143,961,62,251,74,235,251,33184,15.2,8.8,LIVINGSTON ISD,187,N,09 - 12
187907041,0,0,0,0,67,457,59,207,52,116,207,30013,12.4,7.6,LIVINGSTON ISD,187,N,07 - 08
187907101,0,0,0,0,83,491,59,219,36,95,219,29740,12.8,8.6,LIVINGSTON ISD,187,N,05 - 06
187907102,0,0,0,0,78,439,59,292,25,75,292,28229,10.7,8.1,LIVINGSTON ISD,187,N,03 - 04
187907103,0,0,0,0,127,691,84,494,7,81,494,26881,8.9,5.8,LIVINGSTON ISD,187,N,EE - 02
187910041,0,0,0,0,11,167,4,84,13,33,84,26317,7.4,4.1,ONALASKA ISD,187,N,06 - 08
187910101,0,0,0,0,13,306,9,202,13,34,202,27243,8.4,3.2,ONALASKA ISD,187,N,PK - 05
188901001,654,581,550,453,81,1992,131,114,299,126,114,33581,13.4,9.5,AMARILLO ISD,188,N,09 - 12
188901002,565,436,336,270,30,743,818,730,88,162,730,32762,11.4,8.4,AMARILLO ISD,188,N,09 - 12
188901003,11,7,14,5,0,35,2,0,0,0,0,28783,7.4,6.5,AMARILLO ISD,188,N,09 - 12
