,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
015806001,20,32,8,18,22,78,0,1,0,18,72,6.9,6.6,13.4,6.9073909083,37736,9.249,015,Y,93.2,015806001,015806
015806003,31,25,11,14,26,81,0,3,0,2,75,6.6,7.8,14.8,6.9073909083,37085,8.9748,015,Y,94.7,015806003,015806
015814001,65,49,39,30,3,183,0,4,0,25,164,3.2,3,2.5,11.857142857,31762,7.003,015,Y,80.7,015814001,015814
015816001,16,19,122,25,19,182,0,22,0,16,52,12.7,11.4,13,3,3400,10.0012,015,Y,93.2,015816001,015816
015823001,14,16,18,14,1,62,1,2,0,8,57,3.6,4.9,4.9,19.168446136,29015,5.6795,015,Y,87.1,015823001,015823
015826001,111,119,103,64,20,397,1,10,0,40,325,14,17.3,18.5,3.8122195375,49302,28.8457,015,Y,95.2,015826001,015826
015833001,28,44,54,55,4,181,0,19,0,16,69,15.6,13.7,18.1,3.1188811189,43939,13.515,015,Y,93.4,015833001,015833
015901001,449,388,350,357,17,1544,35,882,348,99,225,21.9,24.7,25.3,14.274595499,57875,101.4739,015,N,95.6,015901001,015901
015904001,600,565,420,403,9,1988,4,24,172,204,1683,17.2,17.4,16.2,11.41802241,51828,138.7673,015,N,94.2,015904001,015904
015904002,505,456,439,375,10,1775,3,57,149,198,1419,17.3,18.7,19,10.180431738,50964,120.9193,015,N,94.8,015904002,015904
015904004,20,50,65,39,0,174,0,3,1,17,167,3.7,4,3.7,11.647058824,51819,16.5692,015,N,88.3,015904004,015904
015904010,3,0,1,1,0,5,0,1,0,5,5,1.4,1,.,12.485827868,52083,2.3377,015,N,76,015904010,015904
015905002,440,363,318,287,10,1408,2,9,121,169,1397,20.6,19.4,19.5,10.063320108,51881,82.8166,015,N,91.2,015905002,015905
015905003,455,287,272,256,12,1270,2,7,130,175,1242,20.6,20.6,19.8,10.735168006,52379,77.259,015,N,90.6,015905003,015905
015906001,91,100,68,60,50,319,12,161,27,19,23,16,13.7,17.5,17.205760095,54696,26.0492,015,N,96.9,015906001,015906
015907001,554,540,467,378,85,1939,7,37,223,212,1716,13.2,14.6,14.9,12.032520325,52269,116.4953,015,N,93.9,015907001,015907
015907002,394,334,297,258,10,1283,0,23,143,136,1143,9.9,12.1,12,11.869565217,51980,85.8403,015,N,93.4,015907002,015907
015907003,526,430,349,399,23,1704,3,29,152,213,1518,12.9,11.7,12,13.046296296,52736,101.8905,015,N,94,015907003,015907
015907004,107,84,97,91,15,379,5,8,56,19,326,11.5,16,13.1,7.5,52015,31.2196,015,N,94.8,015907004,015907
015907005,532,422,359,402,130,1715,4,46,121,258,1454,12.4,14.5,13.3,11.416666667,52557,113.4524,015,N,92.2,015907005,015907
015907006,327,252,181,167,412,927,6,17,41,194,862,10.4,11.4,11.3,8.6315789474,51231,69.2199,015,N,92.7,015907006,015907
015907007,493,436,390,437,41,1756,5,35,120,244,1531,11.2,12.9,11.6,13.444444444,53753,110.884,015,N,92.9,015907007,015907
015907008,584,433,401,324,23,1742,7,10,106,281,1642,11.1,12.1,11.9,10.931623932,52087,111.2475,015,N,90.9,015907008,015907
015907014,60,45,48,37,3,190,0,2,0,45,169,6,3.6,4,9.1052631579,50438,18.2142,015,N,59.2,015907014,015907
015907022,144,96,82,78,8,400,1,17,94,2,301,14.8,14.2,14.1,12.444444444,53212,17.9082,015,N,97.2,015907022,015907
015907024,4,30,64,92,14,190,0,2,0,8,154,.,.,.,17.357142857,51767,7.8496,015,N,80.4,015907024,015907
015907064,10,12,5,6,3,33,0,2,1,33,31,2,.,6,13.333333333,52795,7.1867,015,N,83.2,015907064,015907
015907182,34,52,38,29,18,153,0,4,0,6,153,.,2.8,.,15.375,55205,8.0017,015,N,72.2,015907182,015907
015908001,731,595,539,508,23,2373,5,37,172,205,2022,20.8,22.4,20.7,10.757015546,50962,158.0067,015,N,92.9,015908001,015908
015909001,285,302,247,232,8,1066,0,144,55,98,760,15.9,23,22.6,8.358974359,49426,71.6403,015,N,93.1,015909001,015909
015910001,812,633,527,526,107,2498,30,316,437,234,1614,19.8,18.7,22.4,11.551451187,53529,171.4316,015,N,93.7,015910001,015910
015910002,732,662,578,643,211,2615,69,829,144,266,1109,21.9,22.6,24.6,11.642857143,53425,156.2629,015,N,95,015910002,015910
015910003,748,788,711,694,120,2941,74,1205,226,254,872,21.8,22.5,24.1,11.850828729,53534,168.7344,015,N,95.5,015910003,015910
015910004,947,734,592,624,511,2897,89,456,150,335,1900,19.5,18.8,21.9,10.487373737,53026,184.1673,015,N,93.8,015910004,015910
015910005,1027,844,710,725,322,3306,66,991,115,291,1507,21.6,22.2,22.5,13.9408867,54624,188.2403,015,N,95.1,015910005,015910
015910007,765,769,693,720,118,2947,207,1334,295,163,303,23,25.3,23.6,14.052785924,54741,158.0652,015,N,97,015910007,015910
015910009,120,121,120,115,9,476,15,174,76,1,128,12.6,14.7,21.3,11.595744681,57322,22.1209,015,N,96.6,015910009,015910
015910012,45,26,13,9,6,93,0,20,2,20,62,4.8,6.1,5.1,12.529411765,53504,16.9985,015,N,82.6,015910012,015910
015910014,761,723,719,656,137,2859,174,1270,232,175,414,24.3,24.6,25.6,11.234920635,53322,146.7837,015,N,96.9,015910014,015910
015910054,1,2,2,2,0,7,0,1,0,2,5,.,.,.,.,.,.,015,N,89.8,015910054,015910
015911001,798,747,662,602,247,2809,13,619,196,230,1609,18.9,21.3,22.8,9.7619201836,54709,143.9883,015,N,94.4,015911001,015911
015912001,952,917,766,683,94,3318,28,174,212,326,2697,18.5,21.1,21.1,10.645320197,54248,189.1497,015,N,92.9,015912001,015912
015915001,817,723,672,515,164,2727,61,227,269,312,1960,20.5,20.3,23.4,11.154236636,54336,164.5863,015,N,93.6,015915001,015915
015915002,837,750,728,558,157,2873,31,244,473,350,1933,20.4,19.8,23.5,9.4369857664,53901,181.8621,015,N,94.7,015915002,015915
015915003,687,724,663,504,151,2578,105,533,272,281,1287,19.1,22,22.9,9.8766481657,53269,156.1811,015,N,93.9,015915003,015915
015915005,809,698,680,637,152,2824,130,900,400,264,949,20.9,22.3,24.6,12.517630703,54673,154.0373,015,N,94.6,015915005,015915
015915006,246,205,211,204,34,866,144,170,287,7,264,19.8,24.6,24.2,16.62,57472,47.9703,015,N,97.5,015915006,015915
015915007,785,718,690,585,203,2778,58,547,397,254,1247,19,21.2,22.6,11.563921524,54073,161.3776,015,N,95,015915007,015915
015915008,50,28,14,11,5,103,3,13,4,23,63,3.2,3.5,3.9,13.099226642,55834,23.8208,015,N,77.2,015915008,015915
015915016,775,749,750,748,122,3022,83,1058,421,246,787,19.8,23,23.8,13.319272159,55521,166.0507,015,N,95.7,015915016,015915
015915019,821,811,700,687,253,3019,67,381,360,292,1452,20.6,22.2,24.4,10.189944134,53498,172.6666,015,N,95,015915019,015915
015915022,882,735,692,585,264,2894,43,260,211,318,1737,18.9,22.3,23.2,9.7494158408,53573,168.9568,015,N,94,015915022,015915
015915023,696,666,602,605,135,2569,171,740,350,190,632,18.4,21.6,23.2,10.863636364,53402,149.4265,015,N,95.2,015915023,015915
015915024,615,612,512,500,260,2239,24,475,210,182,830,18.9,21.8,22.5,9.053844069,53501,130.8489,015,N,95.5,015915024,015915
015916001,1057,904,860,569,831,3390,76,713,251,386,1748,24,23.4,20.6,10.545894052,50023,201.805,015,N,95.1,015916001,015916
015916006,2,1,0,1,2,4,0,0,0,0,0,.,.,.,.,.,.,015,N,-1,015916006,015916
015916008,616,634,551,427,722,2228,40,211,151,286,1655,20.4,19.1,20.3,9.7359173401,49811,143.8293,015,N,94.1,015916008,015916
015916009,122,116,108,97,108,443,17,98,123,3,213,21.2,17.8,19.8,8.4147752478,48039,21.5832,015,N,98.3,015916009,015916
015916030,2,7,8,15,5,32,0,7,1,0,5,1,1,.,10.8,49956,-2,015,N,63.2,015916030,015916
015917001,467,354,243,275,12,1339,3,117,128,140,945,19.6,18.9,18.3,9.33734977,50935,95.246,015,N,93.4,015917001,015917
016901001,62,60,48,43,0,213,1,153,23,23,65,8,12.4,13.3,17.28125,52410,24.8512,016,N,95.5,016901001,016901
016902001,89,67,75,63,1,294,0,183,35,21,136,11.4,12.8,15.3,16.242424242,50124,28.5201,016,N,96.5,016902001,016902
018901001,86,67,83,66,12,302,0,198,22,31,148,9.8,12.8,15.3,13.945819042,45592,28.2252,018,N,96.9,018901001,018901
018904001,58,48,41,39,4,186,0,144,7,17,92,11.1,13.7,15,16.236104936,45180,18.3944,018,N,95.1,018904001,018904
019901001,73,56,54,47,46,230,1,157,13,29,125,10.4,11.9,10.3,10.071428571,42162,26.3569,019,N,94.3,019901001,019901
019902002,71,68,70,83,48,292,1,202,19,38,143,10.3,12.1,13.5,16.771428571,45323,33.2422,019,N,95.2,019902002,019902
019905001,109,92,105,86,60,392,6,284,19,44,183,11.8,11.1,15.3,17.607843137,48528,45.4152,019,N,95.4,019905001,019905
019906001,92,92,76,86,10,346,0,312,36,33,104,12,14.3,13.1,13.817118906,46643,35.7116,019,N,96.3,019906001,019906
019907002,579,463,450,399,831,1891,27,746,191,291,1079,13.5,18,20.7,12.250797499,45197,143.8616,019,N,94.7,019907002,019907
019907003,13,24,26,28,35,91,0,43,1,4,60,10.6,17.2,13.8,17.8,48382,8.6188,019,N,92,019907003,019907
019908001,204,180,162,153,337,699,3,249,55,110,422,13,15.6,21,13.268857356,45746,60.1652,019,N,95,019908001,019908
019908002,5,7,4,6,10,22,0,10,0,1,12,3.1,4.8,3.2,12.588235294,43778,8.5004,019,N,79.1,019908002,019908
019909001,45,46,41,58,0,190,0,179,11,42,90,9.3,8.9,10.8,13.68,42160,19.1436,019,N,95.1,019909001,019909
019912001,188,139,148,147,72,622,22,472,131,45,90,8.8,16.9,16.9,15.776564052,49988,52.6994,019,N,95.7,019912001,019912
020901001,729,700,593,444,84,2466,39,1097,286,288,1179,19.9,21.2,21.5,11.435112967,54862,151.6969,020,N,93.4,020901001,020901
020901002,745,695,603,459,824,2502,282,479,230,188,986,20.1,23.4,23.1,8.592107526,53173,143.0884,020,N,95.4,020901002,020901
020901005,46,53,45,36,10,180,1,79,1,25,110,15.3,12.7,11.6,10.8125,53865,15.5512,020,N,88.6,020901005,020901
020902001,514,457,445,389,216,1805,19,733,80,151,864,20.3,21,23.2,10.507825245,52256,102.2214,020,N,96.2,020902001,020902
020902005,5,16,13,4,5,38,1,13,0,1,26,.,.,.,8,52009,3.8993,020,N,84.2,020902005,020902
020904001,66,60,53,66,2,245,1,191,17,22,43,16.7,16.9,16.5,15.739130435,51750,17.0486,020,N,95.7,020904001,020904
020905001,271,278,255,168,99,972,4,208,38,107,678,19.5,19.6,17.9,8.8381756423,50910,68.7755,020,N,92.3,020905001,020905
020905002,707,639,604,473,172,2423,51,1219,264,189,877,22.4,24.5,22.2,10.682948127,51765,135.5972,020,N,94.1,020905002,020905
020906002,176,130,125,133,91,564,2,351,51,48,235,19.6,16.6,18.3,13.714285714,53219,35.1029,020,N,95.8,020906002,020906
020907001,251,223,197,173,100,844,1,488,39,77,392,19.3,19.2,19.5,12.86440678,47812,57.2645,020,N,93.4,020907001,020907
020908001,783,718,695,688,374,2884,145,1360,246,286,725,18.4,19.3,13,11.168885294,50974,176.3034,020,N,94.7,020908001,020908
020908007,562,584,483,484,626,2113,345,646,270,173,524,22.8,23.9,22.8,9.1421868801,50132,120.6573,020,N,96.9,020908007,020908
020908009,277,172,168,84,96,701,37,300,38,57,194,21.7,24,22.6,5.6067421074,49951,39.9525,020,N,.,020908009,020908
021901001,474,428,414,638,260,1954,166,1038,255,155,603,21.5,20.9,21.1,11.88482024,49018,144.7689,021,N,95.5,021901001,021901
021901002,3,5,20,18,6,46,0,26,0,8,19,2.2,1.5,1.4,12.727272727,49341,10.9587,021,N,80.5,021901002,021901
021902001,669,479,387,393,373,1928,10,561,342,172,1240,12.4,16.4,14.3,13.843789413,49525,151.0296,021,N,93.4,021902001,021902
021902002,521,314,285,250,341,1370,6,451,186,126,865,14.8,17.7,15.7,10.128656445,46833,95.549,021,N,94.6,021902002,021902
021902003,105,92,87,58,17,342,4,95,80,2,226,18.5,20,18.3,7.1176470588,45123,15.7906,021,N,97.1,021902003,021902
021902017,123,121,66,44,100,354,1,44,0,14,274,.,.,.,11.991231082,47717,18.2201,021,N,75.4,021902017,021902
022004001,15,11,5,9,0,40,0,8,5,3,24,7.5,7.4,6.3,13.285714286,46748,6.9254,022,N,96.6,022004001,022004
022901001,67,77,61,72,3,277,5,97,19,26,114,10.4,12.8,8.6,14.943402126,46247,28.8827,022,N,95.1,022901001,022901
024901001,114,109,99,76,0,398,2,5,44,42,324,15,15.5,18,12.972972973,45244,30.1368,024,N,92.9,024901001,024901
025901001,84,83,78,81,11,326,2,237,31,26,127,14.1,10.5,15.2,16.73015873,43042,26.3644,025,N,96.7,025901001,025901
025902001,257,222,203,180,42,862,4,449,65,87,496,17,19.7,17.8,13.72338615,45697,66.9363,025,N,95,025902001,025902
025902003,21,1,1,9,4,32,0,12,0,3,27,3.8,3.7,3,7.8,43851,4.7612,025,N,91.4,025902003,025902
025909001,98,91,79,74,2,342,5,257,40,30,131,10.1,9.8,13.2,11.860759494,43736,35.0558,025,N,96.4,025909001,025909
026901001,143,130,122,126,55,521,1,292,62,48,206,13.8,14.4,16.1,13.697674419,44931,40.9635,026,N,96.2,026901001,026901
026903002,44,40,30,25,39,139,0,62,15,12,78,10.4,10.6,10.9,13.416666667,41441,15.6956,026,N,96.1,026903002,026903
027903001,265,223,198,206,17,892,1,646,56,90,406,20.3,20,20.1,13.483946974,46724,58.0053,027,N,94.8,027903001,027903
027903003,1,6,5,20,0,32,0,19,0,3,22,.,.,.,14.896764253,47132,5.1121,027,N,87.9,027903003,027903
027904001,322,322,257,245,27,1146,8,650,111,137,591,20.8,20.6,22.7,13.694797223,49969,75.8653,027,N,95.4,027904001,027904
028902001,5,378,322,298,56,1003,2,328,95,126,598,18,17.2,21,8.5411374076,46709,66.4072,028,N,93.3,028902001,028902
028902038,1,4,5,10,0,20,0,4,0,1,13,.,.,.,13,48683,3.4926,028,N,88,028902038,028902
028903001,109,101,87,95,38,392,0,150,50,36,236,18.5,17,17.8,12.898550725,47687,31.6167,028,N,94.4,028903001,028903
029901001,349,297,284,234,24,1164,62,378,95,141,538,15.5,16.2,14.3,15.111111111,48907,78.5301,029,N,95.1,029901001,029901
029901003,3,14,10,10,1,37,0,9,0,6,24,17.2,16.3,18.6,16,49500,4.4833,029,N,79.4,029901003,029901
030902001,116,103,95,90,7,404,0,329,25,36,134,14.8,14.9,14.8,12.40729462,43350,37.4316,030,N,95.6,030902001,030902
030903001,23,20,22,30,1,95,1,74,4,7,67,8.9,9.9,8.9,12.922086175,38284,13.4951,030,N,96.1,030903001,030903
030906001,27,25,29,10,1,91,1,78,7,9,38,6.1,9.3,10,13.833333333,40238,13.1212,030,N,96.6,030906001,030906
031901001,828,585,652,607,3,2672,17,22,321,265,2361,17.6,18.8,19.3,15.131354026,51509,177.5067,031,N,94.1,031901001,031901
031901002,617,521,471,396,0,2005,0,3,133,277,2004,17.6,19.8,18.5,12.875274839,50233,140.4373,031,N,95.9,031901002,031901
031901003,629,464,406,370,2,1869,1,20,176,265,1852,17.1,19.6,20,14.90465968,51494,130.2489,031,N,96.2,031901003,031901
031901004,760,525,534,462,1,2281,0,14,150,298,2244,19.2,17.7,19.8,13.149682781,50802,152.1772,031,N,93.9,031901004,031901
031901007,716,480,472,443,3,2111,0,11,135,338,2090,21.5,23.9,21.6,11.958414898,49435,146.384,031,N,93.9,031901007,031901
031901008,111,122,48,53,0,334,0,1,99,0,293,19.7,19.4,19.4,11.069640719,49156,17.1724,031,N,97.8,031901008,031901
031901009,664,609,521,445,4,2239,18,58,427,152,2082,19.4,24.1,21,12.890599342,50305,133.9465,031,N,95.4,031901009,031901
031903001,35,678,607,555,14,1875,8,139,107,177,1383,16.4,13.7,18.4,13.185916865,50666,133.722,031,N,94.4,031903001,031903
031903002,30,558,492,431,3,1511,14,117,141,146,957,15.7,18.7,19.3,14.214816593,51487,113.0789,031,N,94.4,031903002,031903
031903005,95,94,59,60,4,308,0,34,42,2,172,21.1,15.8,20.8,9.8772023492,49022,13.7271,031,N,97.5,031903005,031903
031905001,249,260,191,194,1,894,0,30,71,52,707,16.6,15.8,17.7,12.779251278,49135,65.6024,031,N,95.4,031905001,031905
031905002,5,2,13,17,0,37,0,2,0,8,36,2.7,2.4,2.9,18.6,47005,4.9994,031,N,76.2,031905002,031905
031906001,115,676,648,700,1,2139,3,69,197,144,1726,19.4,17.4,16.9,12.81916502,47832,132.665,031,N,94.1,031906001,031906
031906005,2,4,0,1,0,7,0,0,0,0,7,.,.,.,.,.,.,031,N,95.4,031906005,031906
031909001,195,173,121,168,4,657,1,65,43,55,561,21,19.5,22,15.6663264,50835,51.173,031,N,94.5,031909001,031909
031911001,169,163,160,126,0,618,0,10,26,50,537,9.6,13.5,13.5,11.531729927,50027,47.7911,031,N,90.9,031911001,031911
031912009,1,4,13,23,0,41,0,0,0,0,34,2,2.6,2.1,4,42163,4.0014,031,N,.,031912009,031912
031913001,62,53,41,35,0,191,0,0,64,11,184,7.4,12.3,12.4,9.2380952381,43149,18.8552,031,N,95.8,031913001,031913
031914001,103,82,73,88,0,346,0,1,29,33,341,16.5,15.2,14.8,12.582000408,45677,29.4976,031,N,95.3,031914001,031914
031916001,177,162,156,140,5,635,15,29,89,16,439,15.3,13.8,16.9,12.58,52051,46.4756,031,N,96,031916001,031916
031916003,176,121,123,110,3,530,9,24,44,6,440,18.3,19.5,22,19.947017525,57519,34.8223,031,N,95.2,031916003,031916
031916004,181,223,206,221,17,831,128,42,149,4,490,15.8,18.9,18.2,18.064516129,55896,59.8952,031,N,97.3,031916004,031916
031916005,257,201,186,137,2,781,105,59,228,6,374,15.7,13.5,18.7,18.459688798,56242,54.3739,031,N,97,031916005,031916
032902002,212,193,174,140,141,719,10,272,35,93,527,15.8,19.2,20.2,11.973178138,42901,60.2538,032,N,92.6,032902002,032902
033902001,54,53,41,56,4,204,0,169,19,18,44,7.7,9.1,9.3,17.363636364,46611,23.4897,033,N,96.7,033902001,033902
033904001,31,25,23,21,0,100,0,87,11,4,36,10.1,10.7,12.1,12.4,43243,13.2478,033,N,95.9,033904001,033904
034901001,143,151,148,136,181,578,3,345,61,54,322,13.8,13.4,15.6,10.747368421,41045,44.9765,034,N,95.3,034901001,034901
034903001,85,83,73,72,43,313,1,227,18,13,143,16.8,14.3,13.8,11.64,44205,35.9128,034,N,95.2,034903001,034903
034905002,58,62,52,49,51,221,3,141,16,30,143,9.7,10.3,9.1,14.057898499,42735,26.3349,034,N,96.3,034905002,034905
034906001,38,30,22,26,1,116,0,111,5,9,47,12.2,13,11,12.105263158,40389,12.3276,034,N,94.6,034906001,034906
034907001,89,77,69,56,44,291,2,233,21,28,149,12.8,12,16.4,9.186440678,38805,27.4189,034,N,96,034907001,034907
035901001,99,70,88,63,7,320,1,41,7,18,268,11.6,11.7,14,14.203298056,46000,36.1465,035,N,94.4,035901001,035901
036901001,98,86,82,65,55,331,7,162,23,21,136,13.1,14.7,15.5,9.8055555556,48697,28.4935,036,N,94.3,036901001,036901
036902001,397,325,316,315,48,1353,8,1007,65,67,184,18.2,19,21.1,14.057416268,64645,92.0027,036,N,95.3,036902001,036902
036903001,94,109,80,100,34,383,6,217,20,35,180,18.5,16.4,21.2,14.583333333,53877,26.4343,036,N,95.6,036903001,036903
037901001,53,58,50,33,55,194,1,78,13,23,130,10.6,9.4,11.9,13.8,44701,19.1549,037,N,95.7,037901001,037901
037904002,371,327,267,245,212,1210,6,383,79,120,893,16.1,21.4,22,10.93,43883,87.9894,037,N,93.6,037904002,037904
