,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
013901001,301,274,210,170,16,955,8,140,82,74,573,14.3,15.9,15.3,9.5,45311,63.2,013,N,92,013901001,013901
013905001,72,69,57,58,0,256,2,81,25,20,117,13.7,11.2,10.5,11.7,46269,23.5,013,N,95.7,013905001,013905
014801001,24,45,36,30,57,135,2,37,0,25,102,5.2,4.8,3.9,2,45061,6.9,014,Y,82.6,014801001,014801
014801002,62,111,128,91,2,392,0,91,0,26,281,10.4,11.6,11.6,4.3,46990,14.7,014,Y,.,014801002,014801
014801003,58,51,26,48,9,183,0,62,0,10,120,4.7,7,7.3,5.1,52007,6.7,014,Y,.,014801003,014801
014801004,32,31,49,70,13,182,0,56,0,29,140,5.7,5.3,10,11.6,48646,7.5,014,Y,.,014801004,014801
014801005,38,45,34,34,60,151,1,2,0,3,132,5.1,5.1,8.4,4.3,41562,8,014,Y,.,014801005,014801
014801006,39,49,47,34,65,169,0,31,0,19,136,3.8,5.2,5.5,6.2,52862,8.3,014,Y,.,014801006,014801
014801007,79,92,68,52,5,291,2,57,0,32,194,11.3,6.8,11.3,5.9,54583,12.9,014,Y,.,014801007,014801
014801008,28,51,53,37,13,169,1,90,0,18,111,7.3,5.4,7.4,9.3,49185,9.7,014,Y,.,014801008,014801
014802001,9,12,29,22,33,72,0,14,0,1,47,3.8,3.7,3.9,10.4,27102,3.9,014,Y,85.5,014802001,014802
014804005,13,11,23,24,1,71,0,55,0,7,23,.,.,.,2,43238,-2,014,Y,91.9,014804005,014804
014901001,110,121,85,97,8,413,6,293,35,34,96,17.7,13.6,14.9,16.9,47879,29.1,014,N,96,014901001,014901
014903001,748,626,668,587,198,2629,39,1451,232,306,996,20.8,20,23,12.4,52974,176.9,014,N,94.8,014903001,014903
014903005,130,118,94,105,23,447,6,293,68,24,121,17.1,19.8,24.9,9.7,46771,22.1,014,N,95.7,014903005,014903
014905001,58,45,40,66,10,209,1,121,27,18,90,13.8,12.3,16.2,12,45235,18.4,014,N,96.5,014905001,014905
014906001,755,552,456,463,851,2226,36,471,121,300,1323,16.5,20.4,20,10.1,49665,142.8,014,N,94.5,014906001,014906
014906002,886,689,592,469,1083,2636,98,506,135,323,1232,17.4,22.1,21.4,11.4,51098,159.9,014,N,95,014906002,014906
014906004,42,21,4,3,42,70,0,11,0,11,48,.,.,.,13,54039,18.2,014,N,80.7,014906004,014906
014906006,21,90,108,130,120,349,4,90,3,22,180,.,.,.,13,52612,24.9,014,N,81.2,014906006,014906
014906007,717,539,592,503,671,2351,80,830,173,222,661,16.5,19.5,21.6,11.3,51129,146,014,N,95,014906007,014906
014906008,678,586,463,425,996,2152,63,355,62,295,1209,15.3,18.9,21.7,9.5,49587,140.5,014,N,93.2,014906008,014906
014907001,91,64,82,68,5,305,2,218,37,24,114,13.5,15.2,17.8,13.2,45756,24.3,014,N,97,014907001,014907
014908001,124,129,129,97,6,479,2,363,29,22,93,15.2,20.7,20.1,15.4,47287,37.2,014,N,97.1,014908001,014908
014908005,2,0,0,1,0,3,0,2,1,1,1,.,.,.,.,.,.,014,N,-1,014908005,014908
014909002,662,498,400,358,511,1918,37,541,226,181,1180,15.6,18.6,19.4,10.8,47362,150.1,014,N,93.9,014909002,014909
014909008,10,36,27,10,22,83,0,23,0,6,63,.,.,.,15,46855,6.2,014,N,87.9,014909008,014909
014910001,112,111,112,89,7,424,2,312,36,35,159,19,18.6,15.3,12.4,44960,29.9,014,N,96.3,014910001,014910
015801001,98,51,16,9,9,174,0,8,0,22,89,16.3,15.4,17.3,5.5,39459,10.4,015,Y,65.1,015801001,015801
015801002,20,20,19,18,0,77,2,17,0,5,56,12.8,10.8,10.7,2,39741,6,015,Y,95.1,015801002,015801
015801003,27,33,28,13,3,101,0,2,0,8,79,10.8,5.6,4,4.4,36790,7.9,015,Y,76.4,015801003,015801
015806001,26,19,20,10,26,75,0,2,0,11,63,9.4,9.9,11.4,6.6,36291,8.9,015,Y,92.3,015806001,015806
015806003,17,17,20,9,20,63,0,3,0,2,43,8.7,10.7,8.4,6.6,36550,7.8,015,Y,93.7,015806003,015806
015807005,21,42,41,22,28,126,0,22,6,15,77,4.6,5,2.8,6.8,49372,9.7,015,Y,84.6,015807005,015807
015814001,69,44,37,22,2,172,0,1,0,18,160,3.4,2.9,2.4,12.3,33151,8,015,Y,84.1,015814001,015814
015816001,32,24,116,49,33,221,0,21,1,10,81,10.3,11.8,10.3,2.3,3896,12.9,015,Y,93.9,015816001,015816
015823001,16,17,12,12,2,57,0,1,0,6,55,8.9,7,7.5,2.9,32792,7.2,015,Y,81.1,015823001,015823
015826001,205,106,114,98,26,523,0,13,0,47,429,18.3,21,23.8,4.2,48131,32.9,015,Y,95.5,015826001,015826
015833001,38,39,43,38,1,158,0,21,0,20,108,17.1,15.6,21.6,3.1,40709,11.6,015,Y,92,015833001,015833
015901001,407,411,379,351,16,1548,41,848,314,101,219,20.7,24.7,25.6,15.1,58339,104.7,015,N,95.6,015901001,015901
015904001,566,543,466,383,8,1958,4,28,161,216,1666,16.7,18.2,16.2,11.7,53667,143.2,015,N,94.1,015904001,015904
015904002,490,502,405,395,13,1792,3,53,152,212,1482,21.6,19.1,21.9,9.8,52307,128.1,015,N,94.7,015904002,015904
015904003,9,6,3,1,0,19,0,2,0,8,14,2,1.6,2.1,9.3,51752,6.7,015,N,89.2,015904003,015904
015904004,20,48,73,39,0,180,0,5,2,17,129,3.5,5.5,4.7,9.9,52338,17.6,015,N,87.3,015904004,015904
015905002,405,358,293,295,16,1351,2,6,113,153,1172,17.5,15.7,15.7,9.2,52427,84.8,015,N,90.2,015905002,015905
015905003,420,331,246,247,15,1244,2,5,133,154,1132,15.9,13.7,17.6,7.9,51993,78.7,015,N,90.8,015905003,015905
015906001,91,102,104,72,65,369,13,163,30,17,27,17.7,18.1,17.7,15,56148,31.4,015,N,96.9,015906001,015906
015907001,573,482,480,456,80,1991,6,34,214,232,1771,11.1,14.4,11.7,12.7,53567,110.3,015,N,94.3,015907001,015907
015907002,418,373,302,300,11,1393,0,21,157,156,1223,9.9,13,10.6,12,53334,84.9,015,N,94,015907002,015907
015907003,512,470,376,329,24,1687,4,29,157,194,1517,10.3,10.4,9.4,14.4,54191,97.1,015,N,94,015907003,015907
015907004,94,93,72,94,13,353,4,10,57,18,307,12.3,14.6,14.3,8.5,53590,29.6,015,N,95.6,015907004,015907
015907005,531,456,359,315,126,1661,4,47,104,245,1455,12.1,13.9,12.5,12.2,53652,102.7,015,N,93.4,015907005,015907
015907006,328,294,199,172,438,993,11,18,53,191,913,10.1,8.7,8.2,9.4,52407,69.1,015,N,92.6,015907006,015907
015907007,524,385,388,363,34,1660,7,37,107,231,1449,10.7,12.1,11.5,14.1,54970,103.8,015,N,92.8,015907007,015907
015907008,501,494,345,359,22,1699,5,17,115,247,1566,9.8,10.7,10.7,11.4,53357,105.7,015,N,92.2,015907008,015907
015907022,110,130,86,76,8,402,0,24,86,1,276,10.7,9.1,9.8,12,53761,19,015,N,96.8,015907022,015907
015907182,41,32,43,54,25,170,0,1,1,5,170,.,2,1.3,16.4,56393,8,015,N,76.8,015907182,015907
015908001,750,623,536,511,36,2420,4,37,191,192,2169,21.9,25.1,21.7,11.6,51836,147.6,015,N,92.5,015908001,015908
015909001,301,281,280,207,3,1069,0,121,63,97,774,17.5,19.4,22.8,7.9,49901,78.3,015,N,94.4,015909001,015909
015910001,768,696,560,522,101,2546,28,333,447,206,1583,17.7,19,21.6,11.7,54909,178.4,015,N,93.6,015910001,015910
015910002,732,675,537,595,228,2539,66,744,119,244,1168,19.8,22.5,25.5,12,54703,153.5,015,N,95.2,015910002,015910
015910003,856,693,737,688,117,2974,84,1157,211,242,886,20.6,23,24.1,11.6,54353,169.4,015,N,94.9,015910003,015910
015910004,920,764,604,607,491,2895,86,458,131,328,1812,19.4,19.1,21.4,10.2,54248,186.4,015,N,93.5,015910004,015910
015910005,1011,909,714,718,293,3352,76,965,110,282,1471,21,23.3,24.9,12.4,55563,190.6,015,N,95,015910005,015910
015910007,879,759,771,682,137,3091,225,1350,276,183,305,23.3,24.4,25.6,13.9,55791,158.8,015,N,96.9,015910007,015910
015910008,2,8,73,72,8,155,0,45,0,8,52,10.2,11.3,9.4,15.5,65097,11,015,N,72.9,015910008,015910
015910009,120,120,120,119,16,479,13,173,59,9,97,11.6,15.3,19.7,12.3,58483,22.6,015,N,96.5,015910009,015910
015910012,27,12,11,12,14,62,0,12,3,7,40,2.3,4.1,4.1,13.4,54974,18,015,N,83.2,015910012,015910
015910014,789,725,703,723,139,2940,190,1308,206,189,379,23,25,24.8,11.5,54591,151.3,015,N,96.8,015910014,015910
015911001,832,775,696,634,252,2937,13,595,191,271,1601,19.4,24.1,25.7,9,55434,146.8,015,N,94.3,015911001,015911
015912001,1099,909,795,727,99,3530,23,185,219,349,2819,20.4,21.5,21.5,11,55841,195.4,015,N,92.4,015912001,015912
015915001,830,740,711,527,160,2808,50,226,285,313,2095,19.8,21.6,24.4,10.6,54010,171.7,015,N,94.3,015915001,015915
015915002,891,725,700,612,141,2928,34,250,450,346,1953,18.1,21.3,23.1,11.5,54726,182.8,015,N,94.6,015915002,015915
015915003,714,670,706,592,160,2682,110,557,276,280,1234,20.8,23.6,24.7,10.4,53851,162.3,015,N,94.4,015915003,015915
015915005,741,761,688,621,155,2811,110,921,364,270,900,19.7,23,23.6,12.9,55131,160.7,015,N,95.2,015915005,015915
015915006,223,221,195,213,36,852,139,175,283,3,247,18.5,25,25.4,13,55178,47.9,015,N,97.6,015915006,015915
015915007,817,763,702,617,236,2899,61,565,411,282,1205,17.3,19.9,21.6,11.5,54563,174.7,015,N,95,015915007,015915
015915008,41,24,20,4,12,89,0,15,2,19,55,3.6,4.4,4,10.9,54757,23,015,N,83.6,015915008,015915
015915016,879,758,724,729,120,3090,81,1079,436,268,728,18.6,22.3,22,13.4,55856,173.8,015,N,95.9,015915016,015915
015915019,836,794,798,624,270,3052,69,387,369,280,1380,21.6,23.6,24.7,10.6,53982,176.2,015,N,95,015915019,015915
015915022,834,776,698,551,271,2859,31,273,207,295,1656,16.7,20.8,22,10.4,53990,172.1,015,N,94,015915022,015915
015915023,703,678,660,552,141,2593,182,752,353,196,645,20.9,23.1,23.2,12,54233,149.2,015,N,95.8,015915023,015915
015915024,661,673,604,516,290,2454,35,529,220,195,838,17.8,22.9,24.2,10.3,53888,137.7,015,N,95.5,015915024,015915
015916001,1140,943,980,562,917,3625,79,691,262,382,1831,23.3,25.8,22.5,10.1,51193,204.3,015,N,95.5,015916001,015916
015916003,2,6,40,36,18,84,0,19,3,7,42,15,.,.,18.9,55257,4.7,015,N,90.2,015916003,015916
015916008,669,580,644,381,689,2274,36,222,136,283,1594,20.8,21.1,23.1,9,50789,138.8,015,N,94,015916008,015916
015916009,128,111,111,106,96,456,19,87,124,5,222,21.5,18.1,20.4,8.2,50990,19.2,015,N,98,015916009,015916
015917001,461,386,333,252,12,1432,4,122,121,166,1036,20,20.4,18.6,9.6,55246,104.3,015,N,93.9,015917001,015917
016901001,69,61,53,47,0,230,1,163,21,29,70,10,13.6,13.1,19.3,53650,21.9,016,N,95.8,016901001,016901
016902001,73,77,68,70,0,288,0,178,30,20,130,10.6,12.4,16.1,17.3,51290,28.1,016,N,95.5,016902001,016902
018901001,88,85,67,77,10,317,1,212,29,32,123,10.4,13.1,15.7,12.9,44158,30.3,018,N,96.5,018901001,018901
018904001,46,54,47,40,4,187,0,128,5,17,98,10.3,11.2,14.8,13.7,43523,18.8,018,N,94.8,018904001,018904
019901001,65,63,58,59,46,245,0,168,19,26,137,12.4,13.3,10.7,13.4,47133,23.8,019,N,95.9,019901001,019901
019902002,75,73,72,69,40,289,0,201,19,36,126,9.7,13.1,13.8,17.1,45421,34.3,019,N,94.5,019902002,019902
019905001,96,108,77,100,69,381,7,258,16,53,179,8.6,9.4,12.1,17.4,49470,45.4,019,N,95.7,019905001,019905
019906001,94,87,90,72,12,343,0,311,42,26,112,11.1,13.3,14.9,15.2,47345,32.9,019,N,96.5,019906001,019906
019907002,551,480,419,395,779,1845,24,766,191,246,1032,10.8,13.5,15.8,12.4,46505,147.3,019,N,94.6,019907002,019907
019907003,4,23,42,27,38,96,2,42,3,9,63,22.2,19.2,16.4,16.8,48708,8.1,019,N,89.5,019907003,019907
019908001,203,183,171,149,379,706,0,233,47,121,494,13.5,20.1,18.8,14.9,46055,62.8,019,N,94.4,019908001,019908
019908002,4,2,5,6,6,17,0,8,0,2,12,3.9,2.1,2.5,12.1,44427,8.3,019,N,87.7,019908002,019908
019909001,39,40,45,41,0,165,0,150,11,38,73,7.9,7.9,9.5,11.4,40583,18.7,019,N,95.3,019909001,019909
019912001,163,184,136,151,84,634,23,470,128,60,76,10.1,16.7,17.1,15.8,48055,52,019,N,95.5,019912001,019912
020901001,780,631,648,488,72,2547,40,1122,298,273,1208,18.8,20.2,19.4,11.2,56570,155.7,020,N,93.5,020901001,020901
020901002,832,726,702,537,943,2797,312,497,244,207,1097,21,21.9,22.1,9,55484,153.5,020,N,96.2,020901002,020901
020901005,46,48,67,32,8,193,2,93,3,26,115,14.9,12.4,15.1,10.1,55589,15.6,020,N,89,020901005,020901
020902001,573,458,465,390,223,1886,17,781,83,152,927,21.5,24.2,22,8.6,51630,108.9,020,N,96.1,020902001,020902
020904001,55,62,55,53,2,225,1,167,16,18,43,14.5,14.3,18.7,9.2,52125,17.2,020,N,95.6,020904001,020904
020905001,306,265,262,191,114,1024,1,185,33,107,678,22,20.3,20.9,10.1,52783,70.4,020,N,93.2,020905001,020905
020905002,754,641,609,539,186,2543,50,1211,276,191,871,23.4,21.4,22.8,11.4,53474,137.5,020,N,94.6,020905002,020905
020906002,180,157,122,117,88,576,3,347,58,48,240,18.2,18.5,23.4,13.7,59110,36.7,020,N,95.9,020906002,020906
020907001,280,213,203,171,111,867,2,503,41,89,398,18.9,19.1,19.9,13,49455,55.8,020,N,93.3,020907001,020907
020908001,803,781,671,660,385,2915,135,1305,214,299,767,18.2,18.1,14,11.1,53781,178,020,N,95,020908001,020908
020908004,2,19,39,63,19,123,2,53,0,22,52,7.9,7.4,6.9,5,50599,17.6,020,N,86.4,020908004,020908
020908007,643,559,578,475,671,2255,383,680,324,180,511,20.1,23.9,24.1,9.1,52977,131,020,N,96.6,020908007,020908
020908009,266,251,176,154,108,847,50,359,51,54,208,16.6,19.4,22.5,6.8,53581,51.4,020,N,95.5,020908009,020908
021901001,458,449,419,406,236,1732,149,885,230,139,576,20.8,20.7,20.5,12.1,49490,136.7,021,N,95.5,021901001,021901
021901002,5,7,19,23,10,54,0,27,0,9,26,2.7,1.8,1.5,14.5,50651,12,021,N,73.5,021901002,021901
021901003,476,432,358,346,165,1612,107,1007,266,98,306,22.1,24.6,22.1,12,49234,105,021,N,96.9,021901003,021901
021902001,663,541,432,365,360,2001,11,578,388,153,1294,14.9,21.7,18.9,12.9,48818,141.6,021,N,95.1,021902001,021902
021902002,559,436,286,278,361,1559,4,458,222,137,1010,14,19.6,17.5,8.9,46437,107.2,021,N,95.2,021902002,021902
021902003,119,93,83,72,18,367,6,93,107,2,239,19.6,20.4,19.7,5.3,44555,15.5,021,N,97.7,021902003,021902
021902017,59,61,80,79,69,279,2,40,0,18,206,.,.,.,10.8,47225,21.1,021,N,76.7,021902017,021902
022901001,83,63,67,59,2,272,3,91,28,25,105,14.9,12.7,13.8,14.9,44752,29.5,022,N,95.2,022901001,022901
024901001,121,104,105,88,0,418,2,7,42,40,282,19.7,17.4,23,17,47845,28.3,024,N,93.4,024901001,024901
025901001,84,83,80,68,14,315,0,230,29,22,112,14.6,13.3,16.8,15.2,42583,28.6,025,N,96.5,025901001,025901
025902001,249,229,207,180,40,865,8,454,72,72,513,18.1,19.6,18,13.4,45827,66.1,025,N,95.2,025902001,025902
025902003,11,11,3,2,2,27,0,13,1,0,26,4.4,5.1,4,11.6,45173,5.4,025,N,91.4,025902003,025902
025909001,124,93,93,69,6,379,6,272,43,30,121,9.2,14.4,14.2,15.5,43936,33.8,025,N,96.5,025909001,025909
026901001,151,141,129,114,52,535,0,305,54,41,219,16.5,16.3,18.1,14.4,45569,40.2,026,N,95.9,026901001,026901
027903001,249,245,204,193,18,891,3,612,51,98,381,19.2,20.9,19.4,13.9,46959,59.6,027,N,94.8,027903001,027903
027903003,2,5,7,11,0,25,0,19,0,2,14,.,2,.,15.2,48285,4.3,027,N,85.6,027903003,027903
027904001,338,297,289,241,32,1165,11,633,104,139,614,18.8,22,22.9,12.8,49272,80.5,027,N,95.3,027904001,027904
027904002,1,7,12,24,2,44,0,33,0,6,32,8.8,7.5,5,16.8,50278,8.1,027,N,90.6,027904002,027904
028902001,3,420,345,300,61,1068,4,303,85,121,619,19.9,18.7,23.2,9.2,48427,65.4,028,N,93.3,028902001,028902
028902038,1,3,7,13,1,24,0,8,0,2,15,1.6,1.9,1.9,13.3,50155,4,028,N,91.6,028902038,028902
028903001,94,105,87,83,29,369,0,135,37,37,220,18,16.6,18,11.1,46596,30.3,028,N,95.1,028903001,028903
029901001,338,318,291,238,34,1185,61,364,84,124,575,15.3,14.2,13.2,15.8,50277,82.3,029,N,94.6,029901001,029901
029901003,5,3,9,7,0,24,0,7,0,7,20,19.7,15.8,18.4,17,50534,4.5,029,N,83.6,029901003,029901
030902001,124,97,104,81,6,406,2,320,19,37,140,16.6,14.5,15.8,12.9,43878,37.3,030,N,95.9,030902001,030902
030903001,18,28,20,25,1,91,1,70,4,8,61,11,11.6,11,12.6,39169,11.6,030,N,95.1,030903001,030903
030906001,26,28,24,33,0,111,1,90,7,12,53,10.1,9.8,12.7,13.5,40771,14,030,N,96.7,030906001,030906
031901001,825,735,553,550,2,2663,15,25,351,256,2279,20.6,17.7,19.2,15.1,50730,177.6,031,N,94.2,031901001,031901
031901002,579,519,474,406,2,1978,0,3,158,271,1977,16.8,18.6,17,12.6,49250,141,031,N,97.1,031901002,031901
031901003,548,590,420,364,3,1922,3,10,197,256,1857,16,18.2,18.1,14.1,50622,137.9,031,N,96.3,031901003,031901
031901004,716,607,537,466,0,2326,0,8,195,292,2258,17.5,18.4,18.9,13,50225,160.8,031,N,95.1,031901004,031901
031901007,709,529,477,407,2,2122,0,1,152,302,2121,20.1,23.2,19.5,12.2,49148,150,031,N,94.4,031901007,031901
031901008,125,96,105,48,0,374,1,2,111,0,323,18.4,18.4,15.9,11.6,48405,16.6,031,N,97.6,031901008,031901
031901009,457,599,622,504,7,2182,19,59,420,161,2042,20.6,21.8,18.4,13.3,50052,138,031,N,96.9,031901009,031901
031903001,29,743,662,579,14,2013,11,141,86,191,1327,18.7,21,21,12.5,51121,132.5,031,N,94.5,031903001,031903
031903002,34,599,533,438,5,1604,15,140,125,147,897,17.2,20.3,20.1,14,51949,114,031,N,94.1,031903002,031903
031903005,86,98,86,50,3,320,1,39,42,5,168,18.6,17,18.3,10.6,50032,15.7,031,N,97.3,031903005,031903
031905001,286,212,221,180,1,899,0,22,69,56,683,17.2,18.6,19,12.4,51891,66.2,031,N,96,031905001,031905
031905002,6,6,17,12,0,41,0,4,0,4,39,2.5,3.3,2.2,19.6,50807,5,031,N,78.6,031905002,031905
031906001,114,738,742,593,3,2187,3,63,208,164,1760,18.3,18.1,18.1,12.8,47088,134.5,031,N,94,031906001,031906
031911001,205,158,157,128,0,648,0,14,20,54,511,16.8,17.6,18,11,49558,46.9,031,N,92.2,031911001,031911
031913001,53,54,51,39,0,197,0,2,61,13,186,7.7,10.7,9.7,8.3,43598,22.3,031,N,95.5,031913001,031913
031914001,84,102,75,75,0,336,0,3,18,30,291,14,13.2,15.5,12,45981,27.9,031,N,95,031914001,031914
031916001,206,185,135,142,6,668,21,28,86,29,457,13.3,15.6,15.9,14,54444,46.6,031,N,96.7,031916001,031916
031916003,188,142,100,106,3,536,12,19,50,5,417,19.3,21.8,21.5,18.1,57308,35.2,031,N,95,031916003,031916
031916004,232,158,210,194,18,794,133,39,158,4,471,16.4,18.2,19.6,18.7,57148,58.9,031,N,97.1,031916004,031916
031916005,225,201,189,170,4,785,112,55,239,4,342,16.4,14.9,18.1,19,57799,55,031,N,97.2,031916005,031916
032902002,188,187,180,151,136,706,14,267,34,84,561,15.8,18.3,18,11.5,42797,60.2,032,N,93.7,032902002,032902
033902001,48,51,48,38,5,185,0,153,14,16,36,8.5,8.9,10.3,18.1,47763,24.7,033,N,96,033902001,033902
034901001,127,153,139,136,177,555,2,325,50,61,314,16.2,17.7,16.6,11.3,41741,41.3,034,N,95.4,034901001,034901
034903001,102,96,80,64,45,342,3,243,22,19,179,14.5,14.2,15.8,11.5,44832,36.8,034,N,94.9,034903001,034903
034905002,63,45,65,48,57,221,4,137,14,30,149,9.6,9.9,9,15.7,45089,26.9,034,N,96.8,034905002,034905
034906001,37,27,21,23,0,108,1,105,6,6,40,8.1,9.3,10.6,12.7,43683,12.7,034,N,94.9,034906001,034906
034907001,68,85,81,67,36,301,2,250,26,26,149,12.6,10.1,12.7,12.7,42877,30.1,034,N,95.8,034907001,034907
035901001,83,91,62,85,7,321,0,49,10,24,268,12.5,13.1,11,14.9,46036,38,035,N,94.9,035901001,035901
036901001,113,89,89,69,55,360,8,182,26,28,159,12.2,15.3,15.1,11.8,51020,27.8,036,N,95.3,036901001,036901
036901006,2,0,1,1,1,4,0,2,0,0,1,.,.,.,9.8,47494,1.4,036,N,.,036901006,036901
036902001,448,394,302,323,49,1467,10,1080,72,80,197,18.3,21.1,22.3,14.7,65580,95.3,036,N,95.8,036902001,036902
036903001,102,87,104,82,35,375,5,203,19,33,175,18.5,14.4,20.3,14.4,54150,27.7,036,N,96.3,036903001,036903
037901001,47,48,50,49,54,194,1,78,9,25,105,12.8,9.5,10.2,13.3,46055,20.6,037,N,96.1,037901001,037901
037904002,378,315,286,249,212,1228,6,389,97,122,883,19.1,22.5,23.8,11.8,44475,87,037,N,94.1,037904002,037904
037907002,139,176,135,125,84,575,3,381,43,71,280,17.1,14,15.7,13.2,42382,41.7,037,N,94.7,037907002,037907
037909001,16,15,22,26,8,79,0,63,9,7,43,7.5,7.8,9,6.7,41916,9.2,037,N,95.3,037909001,037909
038901001,66,96,61,83,17,306,3,166,27,46,144,10.8,10.6,12.4,16.1,46245,31.2,038,N,94.2,038901001,038901
039902001,85,66,80,64,3,295,0,247,18,36,92,13,13.1,14.4,18.6,47074,27,039,N,96.5,039902001,039902
040901002,1,0,1,1,0,3,0,1,0,0,2,.,.,.,16.8,43912,5.8,040,N,78.5,040901002,040901
042901001,72,60,52,60,10,244,3,159,23,19,126,12.7,11.6,12.7,13.1,42427,24.1,042,N,96.4,042901001,042901
