,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
014901001,128,111,105,108,15,452,8,315,40,36,121,18.4,15.6,16.1,16.5,50223,31.8,014,N,96,014901001,014901
014903001,729,691,696,579,216,2695,45,1420,237,353,1148,17.2,20.5,21.4,12,54075,184.9,014,N,94.4,014903001,014903
014903005,142,134,128,121,26,525,14,342,106,26,126,20.5,20.5,25.2,10.2,49870,22,014,N,95,014903005,014903
014905001,62,63,61,47,8,233,0,154,17,18,93,13.8,11.7,15.6,13.7,46575,20.4,014,N,95.7,014905001,014905
014906001,740,537,509,486,839,2272,44,426,91,344,1235,15.6,19.6,18.2,10.3,52311,146.6,014,N,93.1,014906001,014906
014906002,793,596,602,584,1068,2575,78,477,99,332,1026,18.9,22.2,24.9,11.8,52747,138.8,014,N,94.7,014906002,014906
014906004,34,24,11,5,49,74,0,5,0,17,49,.,.,.,12.3,55542,17.6,014,N,81.3,014906004,014906
014906006,14,77,124,141,154,356,8,66,8,22,155,.,.,.,11,53194,22.4,014,N,83,014906006,014906
014906007,686,631,571,511,724,2399,98,766,120,251,664,16.2,19.9,20,10.9,52900,140.1,014,N,94.1,014906007,014906
014906008,687,599,507,506,1060,2299,58,352,44,324,1177,15.3,21,22,9.5,51686,133.6,014,N,93.1,014906008,014906
014907001,69,56,95,65,9,285,2,191,38,23,112,11,12.9,17.6,13.5,45494,23,014,N,97.1,014907001,014907
014908001,146,126,124,121,3,517,5,387,46,27,109,14.4,19.4,20.2,14.3,50274,38.9,014,N,96.6,014908001,014908
014909002,659,557,465,389,543,2070,39,550,203,212,1224,14.7,20.1,19.6,10.1,49677,156.7,014,N,92.9,014909002,014909
014909008,19,40,24,23,30,106,1,33,0,8,58,.,26,.,13.8,48392,6.7,014,N,76.2,014909008,014909
014910001,125,118,91,108,5,442,3,314,30,40,181,16.2,16.7,18,14.1,49513,30.3,014,N,95.2,014910001,014910
015801001,59,31,13,6,1,109,0,6,0,20,101,10.5,13.6,16,3.1,38749,7.6,015,Y,72.2,015801001,015801
015801002,7,20,27,15,3,69,1,7,0,7,41,14.4,12,13.6,7.5,42179,5.1,015,Y,92,015801002,015801
015801003,16,21,23,24,3,84,0,6,0,4,67,11.5,15.2,9.1,2.2,36287,6,015,Y,75.7,015801003,015801
015806003,55,35,34,24,60,148,0,4,0,9,129,10,14.3,16.6,7.5,37370,10.2,015,Y,93.3,015806003,015806
015814001,46,38,44,24,6,152,0,3,0,11,141,3.3,2.1,2.4,15.6,34899,9.1,015,Y,78,015814001,015814
015826001,234,234,175,98,27,741,1,18,0,63,634,18.5,19.9,22.6,2.4,51683,53.7,015,Y,94.6,015826001,015826
015833001,30,22,39,22,3,113,1,14,0,10,55,19.3,15.6,21.3,1.7,46109,8,015,Y,90.8,015833001,015833
015901001,434,374,391,396,23,1595,53,841,329,98,270,19.8,24.4,24,12.3,57851,110.7,015,N,95.7,015901001,015901
015904001,596,536,378,404,4,1914,1,22,137,231,1690,17.7,20.8,18.1,11.5,55617,137.1,015,N,93.6,015904001,015904
015904002,441,373,394,399,10,1607,5,61,161,194,1356,19.8,21.7,21.7,9.7,54386,123.2,015,N,94.2,015904002,015904
015904004,20,53,56,43,0,172,0,5,2,12,160,4.8,6.3,6.4,9,53598,17.7,015,N,84.8,015904004,015904
015904010,6,1,2,3,0,12,0,1,0,12,7,2,.,2,9.9,53322,4.5,015,N,70.7,015904010,015904
015905002,395,350,279,297,16,1321,3,5,121,150,1105,13.8,15.5,14.2,8.7,54257,80.7,015,N,88.4,015905002,015905
015905003,402,315,319,255,21,1291,1,4,167,143,1112,16.3,16.5,17.2,7.6,54309,82.7,015,N,90.9,015905003,015905
015906001,120,112,107,111,87,450,18,183,38,21,25,15.7,18.6,20.8,16,58844,33.5,015,N,96.8,015906001,015906
015907001,447,488,441,403,59,1779,3,32,183,199,1596,10,12.2,12.4,11.1,55673,105.3,015,N,92.4,015907001,015907
015907002,341,352,348,308,6,1349,1,12,136,151,1189,12.4,11.3,11.8,11.3,55625,78.7,015,N,93.3,015907002,015907
015907003,486,414,400,372,19,1672,3,33,126,196,1379,11.2,12.3,11.4,11.3,55803,95.8,015,N,93.9,015907003,015907
015907004,99,93,85,88,9,365,2,10,52,15,280,13,16.7,16,9.7,54874,23.2,015,N,95.5,015907004,015907
015907006,376,293,252,208,457,1129,15,23,45,187,1031,9.5,11.4,10.9,8.6,54914,71.7,015,N,92,015907006,015907
015907007,497,480,410,355,37,1742,5,35,96,214,1500,10.1,13.9,14.1,12.5,56332,101,015,N,93.1,015907007,015907
015907008,622,465,359,435,25,1881,3,16,107,248,1660,12.5,13.1,14.2,9.1,54345,105.5,015,N,90.5,015907008,015907
015907022,113,104,98,118,9,433,0,18,90,1,296,10.9,12.5,11.1,11.6,55666,19,015,N,97,015907022,015907
015907024,45,82,92,110,16,329,0,8,0,10,288,.,.,.,14,55337,20,015,N,-1,015907024,015907
015907182,36,23,23,41,18,123,0,2,0,7,123,.,3,2.7,16.3,58875,8,015,N,74.6,015907182,015907
015908001,796,663,584,503,36,2546,4,36,200,181,2299,17.4,21.1,19.5,10.4,54536,158.6,015,N,92.5,015908001,015908
015909001,281,262,263,229,10,1035,0,118,68,120,721,17.2,20.8,21.6,7.3,52070,73.6,015,N,94.2,015909001,015909
015910001,820,678,593,590,123,2681,42,350,434,215,1736,18.5,21.2,22.3,12,56386,181,015,N,94.2,015910001,015910
015910002,720,617,573,601,210,2511,47,687,103,254,1125,22.3,26.8,27.4,12.5,56358,144.7,015,N,94,015910002,015910
015910003,755,756,780,644,127,2935,82,976,180,245,992,21.1,25.1,25.6,11.7,55980,170.1,015,N,94.8,015910003,015910
015910004,836,753,636,666,507,2891,86,412,136,297,1919,20.9,21.5,22.6,10.4,55685,186.4,015,N,93.6,015910004,015910
015910005,976,852,757,810,255,3395,72,906,87,329,1561,21.6,24.9,25.7,11.7,56594,195.5,015,N,93.9,015910005,015910
015910007,901,919,867,748,158,3435,268,1398,320,196,401,22,26.2,26.2,14.1,56875,175.8,015,N,96.9,015910007,015910
015910009,124,125,122,118,19,489,17,156,75,13,114,12.2,13.3,18.6,12.7,61068,24.1,015,N,96.8,015910009,015910
015910012,43,20,16,14,14,93,1,16,1,13,61,6.5,6.9,6.4,14.1,56386,17,015,N,86.6,015910012,015910
015910014,766,803,764,737,168,3070,214,1228,203,194,479,22.7,26.5,26.5,12.4,56273,160.5,015,N,96.5,015910014,015910
015910054,4,0,0,1,2,5,0,1,0,0,5,.,.,.,.,.,.,015,N,-1,015910054,015910
015911001,886,806,756,654,280,3102,7,540,206,309,1812,20.9,23.1,26.7,8.3,56398,168,015,N,93.5,015911001,015911
015912001,1020,986,918,780,96,3704,9,163,249,388,2833,15.8,16.3,16.3,10.9,58000,206.9,015,N,93.1,015912001,015912
015915001,859,777,676,627,169,2939,45,208,281,332,2276,20.9,24,24.4,9.8,55610,183.3,015,N,93.7,015915001,015915
015915002,906,839,712,594,143,3051,24,247,407,351,2183,20.3,23.8,23.5,11,56218,190.2,015,N,93.3,015915002,015915
015915003,714,641,660,587,198,2602,107,477,215,274,1119,21.2,25,23.2,10.8,56254,160,015,N,93.6,015915003,015915
015915005,776,744,686,671,177,2877,143,862,346,292,878,20.6,22.3,23.8,12.8,57000,168.2,015,N,94.3,015915005,015915
015915006,229,214,193,215,44,851,125,170,295,7,217,18,22.6,22.4,15.7,57886,50,015,N,97.6,015915006,015915
015915007,902,879,766,673,313,3220,79,608,388,298,1197,19.9,21.8,22.6,12.2,56740,188.6,015,N,94.8,015915007,015915
015915008,52,35,24,17,18,128,1,14,6,31,97,5,4.5,6,10.3,55623,22,015,N,81.8,015915008,015915
015915016,895,803,864,731,122,3293,87,1115,455,269,695,21.1,24,25.2,13.7,57901,181.9,015,N,95.4,015915016,015915
015915019,832,781,745,665,235,3023,66,374,351,240,1279,21.6,23.2,25.3,10.3,55506,181,015,N,94.7,015915019,015915
015915022,804,793,708,572,261,2877,37,249,235,295,1518,18,20.4,21,10.6,56319,172.9,015,N,94.3,015915022,015915
015915023,700,712,671,620,141,2703,202,782,376,206,605,20.1,22.5,22.4,12.8,56738,155.8,015,N,96.1,015915023,015915
015915024,774,732,761,651,351,2918,47,672,254,261,897,21.1,24.4,25.4,9.7,55567,165.3,015,N,95.4,015915024,015915
015916001,810,851,1087,523,829,3271,71,562,267,341,1707,22,25.6,22.7,10.2,53216,190.6,015,N,94.3,015916001,015916
015916003,3,17,27,40,21,87,1,17,2,5,33,.,.,.,11,53650,0.1,015,N,89.7,015916003,015916
015916008,592,540,677,355,666,2164,36,216,126,275,1537,14.6,18.8,19.5,9.1,52619,139.3,015,N,91.4,015916008,015916
015916009,128,127,106,94,81,455,24,91,135,3,199,22.2,18.9,21.6,10.3,52257,20.1,015,N,97.9,015916009,015916
015916010,430,175,0,1,93,606,13,164,46,75,304,16.9,19.3,21.8,9.9,54554,45.4,015,N,.,015916010,015916
015917001,502,354,360,320,34,1536,3,113,117,179,1132,17.4,16.9,15.8,9,55179,105.7,015,N,92.7,015917001,015917
016901001,64,58,68,57,0,247,2,173,15,20,61,11.8,12.6,16.2,16.6,54210,20.4,016,N,95.9,016901001,016901
016902001,91,75,71,78,2,315,1,196,35,17,136,10.4,11.8,15.4,15.4,53477,29.6,016,N,96.2,016902001,016902
018901001,83,69,80,78,7,310,3,198,24,35,117,9.7,12.4,16,15.2,45453,28.2,018,N,96.3,018901001,018901
018904001,75,35,43,50,7,203,0,135,10,30,103,10,11.3,11.1,16.1,45408,18.8,018,N,94.8,018904001,018904
019901001,69,56,63,55,42,243,0,171,21,28,140,11.8,12.5,10.6,12.9,49757,23.5,019,N,95.2,019901001,019901
019902002,88,97,74,73,53,332,1,227,22,38,162,12.9,18.4,20,18.9,45830,31.8,019,N,95.5,019902002,019902
019905001,126,92,97,100,88,415,3,279,36,55,182,12.6,14.3,14,17.9,50217,40.8,019,N,94.9,019905001,019905
019906001,93,104,89,82,10,368,3,334,45,31,100,14.3,15.9,16.3,13,47542,38.1,019,N,95.9,019906001,019906
019906002,1,0,1,3,0,5,0,4,0,0,1,.,.,.,.,.,.,019,N,-1,019906002,019906
019907002,556,445,417,390,737,1808,26,745,171,185,931,10.9,15.8,15.6,11.8,46054,145.1,019,N,94.3,019907002,019907
019907003,8,17,21,36,36,82,0,32,3,11,53,.,.,.,21.4,51101,7,019,N,89.6,019907003,019907
019908001,158,193,192,161,380,704,0,259,33,107,443,17.5,16.8,20.5,15.2,48914,65.8,019,N,94.8,019908001,019908
019909001,32,38,39,39,0,148,0,133,7,26,68,9.3,10.7,9.5,12.8,42390,19.3,019,N,95.4,019909001,019909
019912001,157,185,158,167,86,667,27,481,151,47,114,10.2,14.7,15,12.1,46937,52.2,019,N,96.6,019912001,019912
020901001,764,671,678,529,88,2642,43,1055,282,300,1311,16.7,18.5,19.8,11.6,60171,172.5,020,N,93.2,020901001,020901
020901002,439,398,545,675,663,2057,135,435,155,200,953,18.3,21.5,19.9,9.5,58878,140.3,020,N,95.5,020901002,020901
020901005,41,50,46,33,4,170,1,104,5,30,96,13.1,12.2,13.9,11.3,58740,14.8,020,N,88.2,020901005,020901
020902001,527,513,506,400,207,1946,9,760,101,148,1053,17.3,20.4,19.8,10.7,56057,112.6,020,N,95.6,020902001,020902
020904001,80,61,49,56,1,246,1,190,17,16,35,15.5,19.3,17.1,9.8,55802,16.9,020,N,94.2,020904001,020904
020905001,283,283,251,181,107,998,2,165,24,98,642,22,17.7,16.1,11.6,56076,75.6,020,N,92.2,020905001,020905
020905002,677,631,602,505,168,2415,57,1081,265,162,809,18.2,18.5,19.8,12.7,56570,142.1,020,N,93.5,020905002,020905
020905006,30,54,68,38,12,190,0,58,1,8,115,.,.,.,24.7,55352,6.7,020,N,63.2,020905006,020905
020906002,163,146,164,144,78,617,3,387,60,46,242,18.2,19.2,21.3,13.9,59006,44.9,020,N,95.4,020906002,020906
020907001,289,231,213,177,106,910,2,530,47,92,427,20.6,21,22.3,12.5,53162,60.7,020,N,93.2,020907001,020907
020908001,788,750,740,702,416,2980,166,1307,255,299,857,19.5,23.2,21.8,11.8,57082,186.7,020,N,95.4,020908001,020908
020908004,10,10,45,34,10,99,1,35,2,24,52,4.2,3.8,3.2,7.3,55576,19.7,020,N,87.5,020908004,020908
020908007,696,641,593,535,630,2465,483,768,380,195,467,19,21.1,23.1,9.6,56240,147.9,020,N,97,020908007,020908
020908009,327,299,272,271,117,1169,90,494,82,93,331,18.1,22.2,20.6,7.3,56412,68,020,N,95.8,020908009,020908
020910001,10,6,8,2,0,26,0,11,6,4,26,5.2,6.7,5.8,9.3,49693,3.8,020,N,.,020910001,020910
021901001,452,442,439,396,224,1729,129,859,264,128,652,19.8,20.8,19.6,13,50036,134,021,N,95.8,021901001,021901
021901002,1,2,15,22,8,40,2,17,0,10,18,4.4,2.2,1.2,17.7,52573,11.3,021,N,81.5,021901002,021901
021901003,485,479,471,422,163,1857,146,1188,349,104,381,21,24.6,24,12.9,49764,115.4,021,N,96.7,021901003,021901
021902001,702,579,480,407,385,2168,13,614,489,201,1388,17.9,20.1,18.1,12.7,49449,150,021,N,95.5,021902001,021902
021902002,475,459,370,323,368,1627,1,419,223,147,1168,18.7,17.9,18.6,8.6,47088,118.6,021,N,95,021902002,021902
021902003,140,137,101,73,28,451,6,103,142,2,306,19.6,17.7,19.9,4.6,44629,18.4,021,N,97.9,021902003,021902
022901001,78,83,74,59,2,294,3,98,40,21,120,15.3,14.2,16.3,17.4,46572,32,022,N,96.5,022901001,022901
024901001,126,109,100,98,2,433,1,8,32,39,264,19.4,18,23.4,14.5,48537,27,024,N,94.7,024901001,024901
025901001,96,95,76,73,9,340,0,260,25,31,164,14.2,12.4,18.8,13.1,43528,31.7,025,N,96.9,025901001,025901
025902001,269,271,227,178,37,945,8,464,97,80,560,15.6,17.9,19,12.9,46839,72.3,025,N,96.2,025902001,025902
025909001,99,97,102,74,3,372,7,281,47,36,154,12.3,13.8,15.1,15.5,45155,35.4,025,N,97.6,025909001,025909
026901001,131,142,137,126,56,536,2,287,49,40,257,18.9,19.7,20,12.4,46311,40,026,N,96.3,026901001,026901
027903001,262,233,200,198,7,893,7,599,35,88,417,19,21.8,21.9,14.5,49061,58.9,027,N,93.6,027903001,027903
027903003,2,3,8,13,0,26,1,21,0,2,12,.,.,.,19.4,50960,4.8,027,N,89.3,027903003,027903
027904001,363,321,274,243,35,1201,11,614,95,143,698,16.9,17.9,20.2,11,49634,86.3,027,N,95,027904001,027904
028902001,435,407,350,331,75,1523,9,346,117,178,859,14.7,20.2,19.4,10,50743,82.1,028,N,92.2,028902001,028902
028903001,99,123,80,94,22,396,1,115,29,44,248,15.5,19,23.1,10.5,46689,28.3,028,N,94.6,028903001,028903
029901001,348,296,278,266,28,1188,51,339,89,124,628,13.3,11.5,10.4,15.5,50608,79.1,029,N,94.3,029901001,029901
030902001,125,100,103,87,7,415,1,339,26,32,168,14.5,12.7,14.8,13.3,45504,37.6,030,N,95.8,030902001,030902
030903001,26,25,19,15,0,85,0,68,1,10,52,10.7,10.3,10.5,14.6,39599,14.6,030,N,94.2,030903001,030903
030906001,33,29,27,27,0,116,1,93,5,14,52,9.5,9.3,9.9,13,42135,15,030,N,96.8,030906001,030906
031901001,748,724,670,546,1,2688,15,29,411,280,2473,18.8,19.9,21.3,15.6,54327,174.2,031,N,92.9,031901001,031901
031901002,569,536,474,407,0,1986,0,2,244,250,1985,18.6,19.6,20.6,13.9,51452,134.5,031,N,93.9,031901002,031901
031901003,546,579,514,435,3,2074,5,14,250,276,2069,15.6,21.3,19.9,12.9,52100,137,031,N,95,031901003,031901
031901004,636,689,586,473,1,2384,2,16,317,284,2365,18.3,22,22.3,14.1,53166,164.9,031,N,95.4,031901004,031901
031901007,608,509,528,379,1,2024,0,1,198,256,2012,18.2,19.7,22.3,11.8,50632,138.3,031,N,95.5,031901007,031901
031901008,108,108,113,85,1,414,2,9,141,0,375,18.3,18.1,18.2,13,51228,16.6,031,N,97.4,031901008,031901
031901009,501,438,456,590,6,1985,7,31,393,176,1801,19.8,20.4,19.9,14.2,52581,131.2,031,N,96,031901009,031901
031903001,29,645,552,663,6,1889,9,115,69,198,1474,16.9,18.8,19.3,12.4,52909,133.4,031,N,92.4,031903001,031903
031903002,24,551,487,507,9,1569,15,115,103,171,1079,13.9,19.8,19.8,13.8,53738,116.7,031,N,93.9,031903002,031903
031903004,6,1,0,3,0,10,0,0,0,3,4,.,.,.,.,.,.,031,N,88.4,031903004,031903
031903005,81,86,85,78,3,330,2,31,33,1,205,19.7,16.7,20,10.9,50506,15.9,031,N,96.7,031903005,031903
031903204,11,3,1,1,1,16,0,5,0,2,1,.,.,.,8.4,49943,3.3,031,N,.,031903204,031903
031905001,309,236,210,203,0,958,1,26,70,56,770,17.7,16.6,19.2,12.2,53547,69.1,031,N,96.1,031905001,031905
031905002,5,13,19,13,0,50,0,2,0,3,47,2.4,3.4,2.1,18.7,51540,6,031,N,79.7,031905002,031905
031906003,15,2,2,1,5,20,0,3,0,3,0,3.7,3.3,1.7,10.6,49100,3.9,031,N,.,031906003,031906
031906005,5,4,1,2,0,12,0,0,0,0,11,.,.,.,.,.,.,031,N,-1,031906005,031906
031909001,196,162,170,137,0,665,1,58,49,61,552,23.2,20.5,22.6,16.4,53566,49,031,N,96.5,031909001,031909
031911001,180,156,169,142,0,647,0,13,31,48,548,10.9,12.7,11.8,9.5,52895,52,031,N,93.6,031911001,031911
031912009,15,17,22,19,0,73,0,0,0,0,66,2,2,1.9,16,47738,4.7,031,N,-1,031912009,031912
031913001,62,46,52,48,0,208,0,5,113,14,202,11.9,13.2,15.7,8,44699,18.7,031,N,96.9,031913001,031913
031914001,69,81,81,95,1,326,0,3,10,21,263,14,14.4,13.2,12.8,48322,27.3,031,N,94.9,031914001,031914
031916001,152,165,177,140,7,634,18,15,83,32,384,16.1,15.7,18.6,14.3,56960,48.5,031,N,96.2,031916001,031916
031916003,274,224,150,106,2,754,14,22,37,11,561,17.1,21,17.8,15.4,58262,51,031,N,95.2,031916003,031916
031916004,211,178,179,142,13,710,115,33,129,13,404,14.7,16.2,17,19.2,59999,58.8,031,N,96.7,031916004,031916
031916005,206,192,164,173,3,735,108,57,229,7,273,15,14.2,17.5,20.4,60953,55.7,031,N,96.7,031916005,031916
032902002,197,160,172,175,126,704,13,295,34,85,492,10.2,15.3,17.8,12.4,43801,67.5,032,N,94.7,032902002,032902
033902001,53,55,50,48,3,206,0,178,17,24,31,7,9.1,10.6,17.5,50150,22.1,033,N,96,033902001,033902
034901001,130,138,119,141,162,528,3,309,51,49,285,15.5,17.1,16.3,12.9,43809,41.5,034,N,95,034901001,034901
034903001,81,89,94,76,43,340,1,254,20,25,156,14.4,17,18.8,11.5,45078,37,034,N,95.1,034903001,034903
034905002,64,54,55,36,40,209,3,145,25,29,133,9.7,11,9.6,15.9,43597,23.7,034,N,96.3,034905002,034905
034906001,25,33,34,27,0,119,1,115,4,13,61,12.9,12.2,15.3,13.8,40718,12.4,034,N,95.2,034906001,034906
034907001,77,76,77,76,40,306,1,248,28,19,156,12.8,10.9,13.7,10.6,42532,31.4,034,N,96.1,034907001,034907
035901001,89,83,70,72,2,314,0,43,17,23,245,11.6,11.2,11.4,13.4,47371,36.8,035,N,95,035901001,035901
036901001,96,83,98,81,55,358,4,193,27,36,162,11.2,15.9,14.9,10.1,53684,27,036,N,95.2,036901001,036901
036902001,372,387,410,346,49,1515,15,1092,65,87,172,18.7,20.5,20,15,66463,106.5,036,N,95.7,036902001,036902
036903001,135,113,92,83,38,423,7,225,22,41,189,19.4,19.2,23.3,13.8,54281,28.9,036,N,97,036903001,036903
037901001,42,57,50,45,55,194,2,66,17,30,122,10.3,13,12.6,13.7,46272,18,037,N,95.7,037901001,037901
037904002,430,311,280,251,217,1272,8,368,85,117,904,18.1,22.9,22.5,13.2,46566,87.3,037,N,94.1,037904002,037904
037907002,190,177,119,136,95,622,1,409,40,64,324,15.6,16.1,15.2,13,44506,43,037,N,94.1,037907002,037907
038901001,99,84,62,91,13,336,2,178,32,39,159,14.9,13.2,13.1,14.9,45828,33.3,038,N,95.8,038901001,038901
039902001,74,69,72,48,1,263,0,226,21,24,83,13.3,11.9,15.5,16.6,47956,26.3,039,N,96.5,039902001,039902
040901002,3,6,3,4,1,16,0,2,0,2,15,.,.,.,18.8,45586,5,040,N,89,040901002,040901
041902005,1,0,0,1,0,2,0,2,0,1,1,.,.,.,.,.,.,041,N,-1,041902005,041902
041902195,1,2,1,2,0,6,0,2,0,6,5,.,.,.,.,.,.,041,N,88.3,041902195,041902
