,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
015907006,289,239,185,127,398,840,7,15,42,173,774,8.5,8.6,8.5,8.36,48609,73.0944,015,N,91.3,015907006,015907
015907007,504,449,457,419,38,1829,4,38,139,244,1584,14.8,15.4,10.5,13.5,51705,113.2851,015,N,92.5,015907007,015907
015907008,544,437,382,279,28,1642,1,8,105,293,1566,9.7,10.5,10.3,10.525,49205,113.9623,015,N,91.3,015907008,015907
015907014,96,85,82,16,6,279,0,6,0,60,252,4.3,4.1,3.4,8.7727272727,47826,20.5555,015,N,73.9,015907014,015907
015907022,91,97,84,63,4,335,1,10,77,0,248,16.5,17.1,18.4,11.5,49708,16.0001,015,N,97.8,015907022,015907
015907024,4,51,70,87,2,212,1,5,0,4,139,.,.,3,9.4285714286,47710,7.0002,015,N,77,015907024,015907
015907182,54,36,31,35,25,156,0,6,0,13,156,4.2,2.4,2.1,14.375,52832,8.0004,015,N,73.1,015907182,015907
015908001,653,634,533,417,23,2237,3,41,144,218,1791,21.7,19.1,18.2,10.516117283,49665,144.7075,015,N,93.2,015908001,015908
015909001,301,270,251,204,8,1026,0,139,65,95,755,22,20.9,22.9,9.4321797091,49205,61.3214,015,N,93.1,015909001,015909
015910001,775,607,547,481,117,2410,28,281,415,230,1592,17.6,18.8,20.9,10.808938831,52684,169.9791,015,N,94,015910001,015910
015910002,726,666,672,576,202,2640,72,868,157,271,1069,20.1,23.6,23.2,12.175438596,53134,155.9214,015,N,95.2,015910002,015910
015910003,855,728,725,678,131,2986,62,1253,246,257,885,21.8,22.8,23.8,11.709497207,53030,165.4203,015,N,95.5,015910003,015910
015910004,911,691,679,548,501,2829,92,424,154,362,1844,20.5,18.5,20,10.501483905,52526,181.6834,015,N,93.3,015910004,015910
015910005,943,842,779,720,315,3284,60,1009,147,294,1411,21.6,21.5,22.1,13.921568627,54463,188.5395,015,N,95.1,015910005,015910
015910007,811,735,767,688,117,3001,213,1408,302,166,301,23.4,25.5,25.3,13.758823529,54154,156.5283,015,N,96.9,015910007,015910
015910009,120,117,124,104,7,465,16,169,64,10,107,12.1,15.8,18.8,11.647058824,56450,22.9776,015,N,97,015910009,015910
015910012,52,19,10,5,13,86,0,17,0,15,51,5.4,5.6,5.1,12.444444444,53501,17.9992,015,N,84.1,015910012,015910
015910014,742,714,657,586,134,2699,165,1242,233,154,365,23,23.6,25.4,11.367213115,52765,142.3144,015,N,97,015910014,015910
015910054,1,3,1,4,1,9,0,1,0,1,6,.,.,.,.,.,.,015,N,93.7,015910054,015910
015911001,822,711,619,654,258,2806,15,675,206,237,1626,23.2,22.9,25.1,9.7171010829,53549,141.9957,015,N,94.6,015911001,015911
015912001,950,888,724,719,82,3281,24,179,220,337,2575,19.6,20.9,21.7,10.80090955,53470,181.0415,015,N,92.5,015912001,015912
015915002,885,759,653,585,158,2882,31,258,490,332,2016,16.8,18.1,16.2,10.948903024,52734,169.8871,015,N,94.2,015915002,015915
015915003,769,705,570,593,149,2637,126,543,281,304,1296,20.7,20.3,24,10.735171674,52221,146.7496,015,N,93.7,015915003,015915
015915005,760,680,670,587,160,2697,106,935,392,278,944,17.9,19.6,20.3,13.065880251,53656,143.1251,015,N,94.3,015915005,015915
015915006,226,218,206,172,30,822,151,178,270,3,262,18.4,17.5,25.1,17.76698378,57003,43.3862,015,N,97.7,015915006,015915
015915007,731,716,619,552,190,2618,53,528,412,244,1181,18.5,18.5,20.5,12.212301489,52889,144.9881,015,N,95,015915007,015915
015915008,62,34,31,10,15,137,2,11,1,35,95,3,2.6,3.3,17.090909091,56623,22.0013,015,N,76.7,015915008,015915
015915016,800,773,762,669,129,3004,88,1062,428,262,833,19.5,17.9,22.8,14.459119497,54874,153.6671,015,N,95.6,015915016,015915
015915019,887,712,714,626,228,2939,51,415,347,291,1406,23.1,23.2,24.6,10.831102996,52280,157.0537,015,N,94.6,015915019,015915
015915022,862,741,681,493,272,2777,30,272,219,336,1722,19.5,25.2,27.3,12.087887262,52866,143.2552,015,N,93.9,015915022,015915
015915024,614,528,526,411,247,2079,27,430,181,171,755,20.2,22.6,23.8,10.097531193,51689,108.6949,015,N,95.3,015915024,015915
015916001,1251,932,682,564,868,3429,74,745,257,404,1706,24.6,26,23.6,11.239067103,48613,190.8022,015,N,94.5,015916001,015916
015916003,1,8,42,28,15,79,0,21,3,3,28,15,15,15,18,52784,3.0002,015,N,90.2,015916003,015916
015916006,1,2,0,1,0,4,0,0,0,1,1,.,.,.,.,.,.,015,N,-1,015916006,015916
015916008,810,557,457,398,716,2222,40,329,139,262,1446,22.1,18.5,21.4,9.4888193016,47760,144.0698,015,N,92.8,015916008,015916
015916009,124,121,104,96,108,445,15,88,118,2,220,18.1,19.6,17.7,10.467935261,49697,20.4543,015,N,98.3,015916009,015916
015917001,416,286,326,297,10,1325,6,129,120,144,961,21.8,18,21.4,9.3463417313,47179,88.9926,015,N,93.6,015917001,015917
016901001,61,54,49,46,0,210,0,159,28,24,67,9,10.7,13.1,20.583333333,52067,20.6701,016,N,95.9,016901001,016901
016902001,68,74,63,77,3,282,0,182,37,23,126,11.1,11.4,12.6,14.909090909,48077,28.0765,016,N,96.1,016902001,016902
018901001,71,83,63,70,10,287,0,197,27,27,122,11.4,14,13.7,13.984848485,44622,26.0989,018,N,96.9,018901001,018901
018904001,50,46,50,50,4,196,0,154,8,19,87,12.7,15.8,16.8,17.308931186,45459,17.133,018,N,95.6,018904001,018904
019901001,64,64,48,62,47,238,1,159,14,26,137,10.1,11,10,11.296296296,43370,25.5864,019,N,95.7,019901001,019901
019902002,71,73,88,82,51,314,0,222,23,45,166,11.4,13.2,15.1,13.028571429,42976,32.7577,019,N,94.1,019902002,019902
019905001,99,111,100,74,73,384,2,274,21,51,163,14.3,13.6,15.7,16.224489796,48059,43.567,019,N,94.9,019905001,019905
019906001,91,80,88,96,11,355,1,320,30,40,104,10,13.5,15.6,13.118464593,45198,37.5143,019,N,96.4,019906001,019906
019907002,543,465,428,390,795,1826,26,732,181,275,999,14.5,18.8,17.6,12.850231156,45486,139.6278,019,N,94.2,019907002,019907
019907003,18,23,28,35,48,104,0,48,0,10,71,12.1,10.7,.,18.111111111,48185,7.9002,019,N,91.6,019907003,019907
019908001,191,173,172,160,348,696,1,245,43,124,434,14,18.4,16.5,12.33126294,45398,63.8362,019,N,95.7,019908001,019908
019909001,41,44,52,42,0,179,0,169,15,38,89,10.7,9.4,10.5,13.08,41808,18.6352,019,N,95.7,019909001,019909
019912001,155,154,161,160,77,630,26,478,133,43,106,10.1,16.5,16.6,17.146710755,45757,50.3874,019,N,96.1,019912001,019912
020901001,754,632,548,466,67,2400,35,1080,293,298,1166,19.4,21.1,21.2,12.428784793,54055,150.7926,020,N,94.2,020901001,020901
020901002,731,610,528,444,729,2313,267,464,220,192,946,20.7,21.9,22.9,8.4358780979,51507,130.46,020,N,95.8,020901002,020901
020901005,52,53,50,42,8,197,1,82,2,24,112,13.1,11.4,11.8,10.55,52192,15.8452,020,N,89.2,020901005,020901
020902001,518,442,430,373,231,1763,14,732,82,158,800,21.5,22.3,25.4,12.28,52412,96.9072,020,N,95.5,020902001,020902
020902005,5,17,37,18,10,77,0,29,0,12,42,1,.,.,9.9371649971,48033,5.2472,020,N,81.5,020902005,020902
020904001,60,53,71,53,2,237,1,188,21,21,37,17.9,9.2,18.5,11.518518519,49283,17.6997,020,N,95.9,020904001,020904
020905001,304,272,242,190,104,1008,6,233,41,135,739,20.2,18.9,16.8,9.8092841301,49099,71.2923,020,N,92.6,020905001,020905
020905002,716,679,555,478,168,2428,55,1235,252,209,921,23.3,23.9,21.9,11.745404838,50470,134.5021,020,N,93.5,020905002,020905
020906002,133,132,137,148,96,550,2,336,54,49,238,14.8,16.1,15.7,12.906976744,51910,35.5421,020,N,95.7,020906002,020906
020907001,226,220,191,193,85,830,3,484,48,77,357,19.5,19.9,20.4,11.704918033,45804,58.1771,020,N,93.9,020907001,020907
020908007,619,540,512,475,639,2146,341,713,240,170,539,20.6,21.8,22.9,8.6468085106,49435,116.5695,020,N,96.9,020908007,020908
021901001,435,453,680,650,267,2218,201,1228,302,153,681,22.3,23.1,23.5,11.774812886,47853,146.5828,021,N,96.1,021901001,021901
021902001,838,529,453,453,462,2273,11,615,325,194,1546,15.4,17.2,15.1,13.246867101,48100,169.2766,021,N,92.8,021902001,021902
021902002,406,295,267,260,321,1228,4,456,133,115,722,13.8,15.6,12.3,11.196137065,46318,93.4348,021,N,93.7,021902002,021902
021902003,99,103,71,51,17,324,4,101,68,2,209,20.1,13.6,15.8,5.5333333333,42754,14.0676,021,N,96.4,021902003,021902
022004001,9,4,7,7,0,27,0,7,5,1,19,4.5,6.5,6.8,12.285714286,44643,6.0911,022,N,95.6,022004001,022004
022901001,81,71,70,68,3,290,4,93,18,39,134,9.9,11.6,10.2,14.443714822,46619,31.5549,022,N,95.5,022901001,022901
024901001,135,109,82,87,0,413,0,7,45,47,299,17,18.4,19.5,15.25,46583,31.4149,024,N,93.3,024901001,024901
025901001,77,77,83,77,12,314,0,216,33,26,122,12.4,11.1,17.5,14.276695081,41392,29.079,025,N,96.7,025901001,025901
025902001,252,225,220,178,50,875,5,488,80,90,503,16.7,19,20,14.015384615,44800,63.29,025,N,95,025902001,025902
025902003,17,0,8,8,3,33,0,14,0,0,26,2.6,2.4,2.8,10,44953,4.7929,025,N,93.3,025902003,025902
025909001,92,82,80,78,4,332,3,256,35,38,115,9.8,10.4,13.1,12.586666667,42432,34.1524,025,N,97,025909001,025909
026901001,133,127,149,116,56,525,1,306,65,58,198,16.4,14.6,15.3,11.761904762,44041,40.0925,026,N,95.9,026901001,026901
026903002,45,34,30,27,39,136,0,63,16,15,80,8.5,10.3,10.2,11.25,41636,14.1253,026,N,95.8,026903002,026903
027903001,262,226,215,201,15,904,3,661,67,95,422,17.3,16.9,19.6,13.508130666,45586,58.4086,027,N,94,027903001,027903
027903003,2,4,9,11,0,26,0,16,0,0,16,.,.,.,17.053929122,46544,4.4344,027,N,87.4,027903003,027903
027904001,337,304,260,251,17,1152,6,661,108,130,564,21,22,21.4,15.409804488,50032,74.4563,027,N,95.9,027904001,027904
028902001,3,340,320,304,53,967,2,309,100,122,568,16.2,18.6,20.9,7.7728914322,44553,69.8626,028,N,93.5,028902001,028902
028902038,1,3,6,12,0,22,0,2,0,2,17,1.4,2.1,1.8,16,48915,3.9993,028,N,81.7,028902038,028902
028903001,97,101,103,83,37,384,0,137,52,36,202,16.6,15.3,18.8,16.2,46477,30.6942,028,N,94.6,028903001,028903
029901001,313,310,259,241,29,1123,66,386,109,144,539,17.6,15.3,15.2,15.688969259,47155,80.8129,029,N,94.7,029901001,029901
029901003,3,6,9,15,2,33,0,10,1,9,21,17.9,19.2,17.3,15,48443,3.6167,029,N,80.6,029901003,029901
030902001,113,101,99,93,7,406,0,335,24,42,154,14.6,15.8,17.9,13.608695652,45503,38.3722,030,N,95.8,030902001,030902
030903001,19,23,29,19,0,90,1,75,5,11,50,8.7,9.1,8.1,13.0625,40052,12.4074,030,N,96.3,030903001,030903
030906001,26,27,13,19,2,85,0,72,6,11,39,6.4,7.2,9.1,12.842754374,40918,11.8371,030,N,96,030906001,030906
031901001,757,622,750,615,2,2744,23,46,322,263,2439,18.2,19.9,19.4,14.229366459,50117,184.5969,031,N,94,031901001,031901
031901002,655,457,559,410,3,2081,1,12,128,294,2074,19.5,18.2,17.7,13.489087138,49549,139.3376,031,N,95.4,031901002,031901
031901003,633,372,400,380,2,1785,2,22,145,269,1772,14.3,17.7,13.5,14.232593126,50176,144.7055,031,N,95.2,031901003,031901
031901004,732,517,537,407,3,2193,0,15,124,300,2163,20.5,18.4,18.2,13.307699585,49939,144.184,031,N,95.8,031901004,031901
031901007,705,460,559,417,2,2141,0,13,117,369,2087,21,21.1,21,11.008749142,47892,154.8311,031,N,95.3,031901007,031901
031901008,127,69,66,60,0,322,0,1,73,0,298,16.4,15.4,18,11.109632318,48430,12.163,031,N,95.9,031901008,031901
031901009,669,509,445,327,4,1950,20,53,328,138,1782,20.1,21,20.2,11.610060014,48749,123.1923,031,N,93.9,031901009,031901
031903001,732,653,607,599,16,2591,10,190,153,248,1901,16.1,11.2,12.9,12.593705052,49646,168.2437,031,N,94.2,031903001,031903
031903002,580,544,481,413,9,2018,17,166,194,188,1255,15.9,17.8,14.2,13.917808219,50336,140.9573,031,N,94.4,031903002,031903
031903005,90,62,72,69,4,293,0,36,37,1,170,14.5,17.3,10.3,7.0474598053,48089,14.2968,031,N,97.9,031903005,031903
031905001,299,206,206,206,1,917,0,34,66,63,779,16.3,15.8,17.3,12.958333333,48171,66.9107,031,N,95.8,031905001,031905
031906001,195,478,749,610,1,2032,4,68,193,139,1633,21.2,19.1,19.6,13.200244278,46351,134.7968,031,N,94.7,031906001,031906
031909001,190,133,158,161,2,642,4,68,57,50,553,18.4,16.2,15.6,15.637931034,48623,50.5731,031,N,94.1,031909001,031909
031909003,1,1,1,1,0,4,0,0,0,1,4,.,.,.,.,.,.,031,N,90.7,031909003,031909
031911001,180,159,150,133,0,622,0,13,33,60,544,9.5,9.4,11.3,12.19449963,51607,50.3915,031,N,92.5,031911001,031911
031912009,2,2,10,27,0,41,0,1,0,0,39,1.7,2.7,1.5,6,41450,3.9995,031,N,.,031912009,031912
031913001,61,35,36,38,0,170,0,0,7,8,164,8.2,8.7,9.8,10.666666667,43315,15.9857,031,N,95,031913001,031913
031914001,83,80,84,93,1,340,0,5,32,43,330,14.5,15.3,16.3,11.273056813,45170,26.0903,031,N,94.1,031914001,031914
031914002,1,4,2,2,0,9,0,1,0,1,8,1.7,1.8,1,9.1578947368,43831,5.2458,031,N,88.9,031914002,031914
031916001,173,178,157,126,4,634,17,38,90,20,414,14.5,13.9,16.4,12.546586352,51335,47.3642,031,N,96.3,031916001,031916
031916003,140,148,141,78,2,507,8,22,74,3,389,15.3,20.3,22.8,19.531235575,57588,34.9467,031,N,95.7,031916003,031916
031916004,273,204,233,194,19,904,127,44,145,9,544,16.8,21.5,20.2,17.007498938,54665,58.9078,031,N,97.1,031916004,031916
031916005,234,213,156,144,8,747,101,77,227,6,324,15,13.6,17.7,17.56698743,55273,54.1746,031,N,97.5,031916005,031916
032902002,202,181,157,153,125,693,8,258,37,87,507,12.6,19.2,14.7,13.015625,41044,57.3734,032,N,94.1,032902002,032902
033902001,59,42,58,42,4,201,0,171,17,29,42,9,9.1,8.9,17.854545455,46386,23.5987,033,N,96.1,033902001,033902
033904001,26,23,24,29,0,102,1,92,11,6,37,9.5,9.5,14.7,8.1333333333,43453,12.9867,033,N,96.6,033904001,033904
034901001,143,142,137,130,188,552,2,323,64,59,317,11.6,10.8,13.3,11.530639007,40717,46.6566,034,N,94.8,034901001,034901
034903001,84,75,71,75,43,305,1,222,19,17,151,16.6,14.6,15.9,10.9375,42654,34.261,034,N,95.3,034903001,034903
034905002,82,56,52,60,51,250,3,175,21,26,145,11.4,10.9,14,15.612903226,43106,27.6399,034,N,96.4,034905002,034905
034906001,29,29,27,32,2,117,0,106,5,10,52,13.4,13.2,9.6,11.473684211,38086,13.1564,034,N,94.8,034906001,034906
034907001,75,68,70,78,36,291,1,241,21,35,136,14,10.9,12.3,12.490909091,40394,26.6367,034,N,96.1,034907001,034907
035901001,77,96,64,66,14,303,1,40,8,20,249,11.9,12.7,13.2,13.40022453,41487,32.3465,035,N,95.8,035901001,035901
036901001,98,80,74,76,62,328,8,146,26,24,158,11.4,13.7,12.1,10.820512821,48586,32.1529,036,N,94.8,036901001,036901
036902001,326,348,332,291,49,1297,9,954,61,68,231,18.4,18.4,19.1,14.827751196,63126,91.6697,036,N,95.5,036902001,036902
036903001,107,80,111,86,29,384,4,236,15,30,165,17.9,17.3,20.2,14.560606061,52047,24.1027,036,N,95.7,036903001,036903
037901001,62,50,36,33,52,181,0,80,9,23,122,9.8,9.8,13.8,13.833333333,44079,18.9693,037,N,94.8,037901001,037901
037904002,377,308,263,227,222,1175,8,400,66,121,855,15.9,21.2,22.1,11.509615385,42618,92.4222,037,N,94.6,037904002,037904
037907002,174,143,146,130,73,593,8,421,53,79,308,21.4,18.8,15.7,12.265622781,40612,40.3587,037,N,95.1,037907002,037907
037909001,25,29,28,22,15,104,0,81,8,11,68,13.8,11.1,11.7,7.5294117647,39474,10.6359,037,N,95.4,037909001,037909
038901001,68,96,72,70,23,306,0,165,36,47,150,10,11,12.4,15.454545455,45040,29.5038,038,N,93.5,038901001,038901
039902001,76,68,54,76,2,274,0,241,23,33,86,13.8,13.7,14.4,19.079365079,47434,27.5892,039,N,96.6,039902001,039902
040901001,26,26,24,17,8,93,0,16,5,15,82,7.9,6.6,7.3,13.428983859,41876,17.4459,040,N,95.9,040901001,040901
040901002,3,2,2,5,0,12,0,0,0,2,12,.,2,.,16.25,42766,7.1191,040,N,81.9,040901002,040901
