,SAT_avg,ACT_avg,EOC_alg1_avg,EOC_eng1_avg,EOC_his_avg,DISTRICT
025902,1438,21.4,84,64,87,025902
025904,-1,20.2,79,77,100,025904
025905,-1,18.7,68,65,96,025905
025906,-1,20.1,100,92,95,025906
025908,.,-1,92,64,88,025908
025909,1541,21.4,96,83,97,025909
026901,1477,22.8,91,70,96,026901
026902,1312,-1,72,53,81,026902
026903,1334,20.7,96,50,81,026903
027903,1334,19.7,83,57,84,027903
027904,1448,21.6,79,63,89,027904
028902,1226,19.1,76,53,84,028902
028903,1254,18.6,71,46,85,028903
028906,1342,-1,69,45,80,028906
029901,1402,21.5,88,59,89,029901
030901,-1,19.7,74,68,95,030901
030902,1398,21.6,87,66,79,030902
030903,.,19.7,97,72,100,030903
030906,-1,19.8,100,76,100,030906
031901,1250,17.6,89,61,93,031901
031903,1319,19.1,86,63,94,031903
031905,1352,18.2,86,60,94,031905
031906,1291,18.7,91,74,93,031906
031909,1283,17.5,77,62,90,031909
031911,1229,17.2,81,54,87,031911
031912,1266,17.4,81,59,88,031912
031913,1156,15.9,86,56,95,031913
031914,.,17.3,65,54,89,031914
031916,1528,22.5,95,87,98,031916
032902,1290,18.3,88,74,85,032902
033901,.,22.9,88,82,100,033901
033902,-1,20.5,95,80,94,033902
033904,-1,20.5,88,67,95,033904
034901,-1,20.3,77,60,90,034901
034902,.,19.2,77,83,100,034902
034903,-1,20.5,90,76,85,034903
034905,-1,18.5,89,72,92,034905
034906,.,20.9,92,66,91,034906
034907,.,19.7,94,76,95,034907
034909,.,19.9,71,63,75,034909
035901,.,16.7,87,52,67,035901
035902,.,18.3,65,52,71,035902
035903,-1,22,95,87,92,035903
036901,1338,19.4,78,57,84,036901
036902,1496,22.5,97,87,98,036902
036903,1379,19.2,89,65,96,036903
037901,1267,17.7,68,50,94,037901
037904,1509,18.6,82,56,87,037904
037907,1479,22.1,82,60,91,037907
037908,.,18.1,83,62,89,037908
037909,1304,-1,91,60,93,037909
038901,-1,21.3,87,68,85,038901
039902,1530,22.5,80,70,96,039902
039903,-1,19.3,93,68,100,039903
039904,.,-1,-1,57,89,039904
039905,.,-1,100,88,100,039905
040901,-1,15.9,39,49,72,040901
040902,1601,22.5,87,76,100,040902
041901,-1,20.7,90,73,96,041901
041902,-1,21.2,79,48,82,041902
042901,.,17.7,91,72,100,042901
042903,1398,18.6,88,59,100,042903
042905,-1,20.1,87,79,93,042905
043801,1683,26.1,100,96,100,043801
043901,1607,24.4,95,87,98,043901
043902,1375,20.4,75,69,94,043902
043903,1562,22.2,93,83,98,043903
043904,1506,22.2,94,74,97,043904
043905,1615,24.6,97,91,98,043905
043907,1564,23.4,92,81,96,043907
043908,1491,21.2,94,83,97,043908
043910,1668,25.6,90,81,97,043910
043911,1434,20.5,90,66,93,043911
043912,1586,23.3,94,89,100,043912
043914,1464,22,92,79,95,043914
043917,1413,19,83,70,98,043917
043918,1398,20.5,69,64,95,043918
043919,1666,25.6,99,95,99,043919
044902,-1,18.7,86,81,92,044902
045902,1333,19.5,76,65,86,045902
045903,1294,18,87,56,85,045903
045905,1295,20,93,67,98,045905
046802,.,.,-1,-1,-1,046802
046901,1514,22.7,91,81,93,046901
046902,1484,22.1,88,77,95,046902
047901,1359,20.6,92,67,99,047901
047902,1408,21.2,77,68,93,047902
047903,1130,17.3,95,85,-1,047903
047905,1193,.,77,33,100,047905
048901,.,19.4,86,53,88,048901
048903,-1,17.8,76,67,96,048903
049901,1371,19.1,79,51,90,049901
049902,1591,23.7,87,74,96,049902
049903,1441,23.4,73,57,94,049903
049905,-1,20,88,70,100,049905
049906,-1,21.7,90,77,97,049906
049907,1444,22.6,98,96,100,049907
049908,.,.,.,.,.,049908
049909,.,.,.,.,.,049909
050901,.,19.3,86,50,84,050901
050902,1479,20.5,87,65,91,050902
050904,1240,.,78,83,85,050904
050909,1378,19.2,79,73,95,050909
050910,1390,18.8,77,63,78,050910
051901,-1,19.8,83,56,77,051901
052901,1492,18.1,90,50,99,052901
053001,1390,19.2,88,66,87,053001
054901,.,17.3,70,62,100,054901
054902,.,15.9,71,56,80,054902
054903,-1,17.5,72,65,89,054903
055901,-1,18.4,71,45,68,055901
056901,1487,18.9,76,62,88,056901
056902,.,19,60,40,79,056902
057802,1143,-1,70,63,58,057802
057803,1472,20.7,85,72,96,057803
057804,1110,15.2,64,34,80,057804
057805,.,.,.,.,.,057805
057806,1333,18.6,72,41,97,057806
057807,1305,18.2,85,70,89,057807
057808,1165,-1,91,73,90,057808
057809,.,.,.,.,.,057809
057810,.,.,.,.,.,057810
057813,.,.,100,.,.,057813
057814,.,.,29,25,-1,057814
057816,.,.,100,89,.,057816
057817,1089,.,56,42,73,057817
057819,-1,-1,67,75,.,057819
057827,.,.,.,.,.,057827
057828,1433,21.1,39,38,71,057828
057829,1171,14.9,79,58,87,057829
057830,1220,15.7,84,63,98,057830
057831,1098,16.1,58,58,89,057831
057832,-1,.,.,-1,-1,057832
057833,-1,.,.,.,.,057833
057834,1250,-1,37,24,70,057834
057835,.,.,.,.,.,057835
057836,.,.,.,.,.,057836
057837,.,.,99,.,.,057837
057839,.,.,94,.,.,057839
057840,1563,23.2,-1,-1,99,057840
057841,.,.,.,.,.,057841
057844,.,.,79,57,89,057844
057845,.,.,92,80,94,057845
057846,.,.,76,56,93,057846
057847,.,.,84,75,100,057847
057848,1300,-1,86,75,94,057848
057849,.,.,.,.,.,057849
057850,.,.,.,.,.,057850
057903,1438,20.4,83,63,93,057903
057904,1345,19.5,77,63,92,057904
057905,1180,16.3,78,54,91,057905
057906,1205,17.1,69,50,87,057906
057907,1271,18.4,63,50,89,057907
057909,1395,20.2,82,61,92,057909
057910,1209,18.1,80,61,93,057910
057911,1833,27.6,99,97,100,057911
057912,1228,16.4,85,57,92,057912
057913,1150,17,72,52,87,057913
057914,1303,18.5,80,61,86,057914
057916,1519,19.5,85,69,94,057916
057919,1587,23.9,93,89,98,057919
057922,1713,24.4,94,89,98,057922
058902,-1,18.1,71,64,94,058902
058905,-1,21.4,100,100,100,058905
058906,1434,19.3,92,53,73,058906
058909,-1,19.4,100,73,94,058909
059901,1501,19.2,81,48,82,059901
059902,.,.,.,.,.,059902
060902,-1,18.3,83,70,97,060902
060914,.,20.3,100,58,70,060914
061802,.,.,.,.,.,061802
061804,.,.,89,87,.,061804
061805,.,.,.,.,.,061805
061901,1461,21.6,85,68,94,061901
061902,1598,24,94,83,96,061902
061903,1534,22,95,76,97,061903
061905,1453,21.3,91,75,97,061905
061906,1473,21.5,81,71,92,061906
061907,1443,21.8,92,76,96,061907
061908,1399,19.8,77,66,96,061908
061910,1592,24,96,92,99,061910
061911,1513,20.1,90,80,97,061911
061912,1416,21.4,89,72,94,061912
061914,1392,19.7,86,68,93,061914
062901,1392,20.3,76,63,70,062901
062902,1238,18.9,75,28,100,062902
062903,1314,18.2,77,63,78,062903
062904,1398,15.6,77,61,89,062904
062905,.,.,.,.,.,062905
062906,.,.,-1,.,.,062906
063903,.,19.2,70,65,86,063903
063906,.,-1,100,64,90,063906
064903,1230,20.2,75,49,91,064903
065901,-1,20.5,90,69,97,065901
065902,.,17.3,-1,-1,100,065902
066005,.,.,.,.,.,066005
066901,.,15.5,75,53,75,066901
066902,-1,17.2,85,57,73,066902
066903,.,16.7,70,50,82,066903
067902,1521,22.4,94,87,95,067902
067903,1374,21.4,75,63,94,067903
067904,1280,16.4,83,54,92,067904
067907,1516,-1,63,52,73,067907
067908,-1,20.8,87,80,100,067908
068802,.,.,.,.,.,068802
068803,.,.,100,.,.,068803
068901,1190,18.8,71,49,86,068901
069901,.,14,80,55,94,069901
069902,.,20.8,91,69,93,069902
070801,1159,16.4,67,36,76,070801
070901,1352,21.2,94,62,73,070901
070903,1371,19.1,84,58,92,070903
070905,1353,18.9,77,51,88,070905
070907,-1,19.4,81,58,89,070907
070908,1483,21.8,87,74,96,070908
070909,.,19.4,71,70,80,070909
070910,1457,25.5,89,78,99,070910
070911,1351,20.3,84,67,91,070911
070912,1442,21.4,83,66,94,070912
070915,1443,22.2,86,76,91,070915
071801,1392,-1,92,80,100,071801
071803,1115,14.1,91,52,93,071803
071804,1337,-1,78,42,80,071804
071806,1338,18.1,93,75,95,071806
071807,.,.,.,.,.,071807
071809,.,.,.,.,.,071809
071810,.,.,.,.,.,071810
071901,1138,16.9,84,58,91,071901
071902,1270,19.5,82,55,87,071902
071903,1205,20.8,90,55,90,071903
071904,1119,15.2,91,61,87,071904
071905,1288,15.8,93,67,94,071905
071906,1225,17,89,69,100,071906
071907,1387,19.3,81,64,92,071907
071908,1109,16.3,81,44,84,071908
071909,1188,18.8,87,64,94,071909
072801,1279,18.6,62,59,88,072801
072802,-1,19.8,-1,50,56,072802
072901,.,.,-1,.,.,072901
072902,1396,19.9,86,67,99,072902
072903,1510,22.6,90,76,93,072903
072904,.,.,-1,.,.,072904
072908,1537,21.6,100,85,83,072908
072909,-1,19,100,76,100,072909
072910,.,.,.,.,.,072910
073901,-1,18.4,88,45,90,073901
073903,1163,16.4,63,39,67,073903
073904,.,.,100,.,.,073904
073905,1349,18.3,78,59,94,073905
074903,1457,21,65,54,82,074903
074904,.,17.8,91,68,93,074904
074905,1425,-1,89,79,94,074905
074907,1380,20.4,88,75,89,074907
074909,1351,20,79,56,95,074909
074911,1380,-1,71,79,97,074911
074912,1559,21.7,97,73,98,074912
074917,.,19.5,94,74,97,074917
075901,1350,20.4,93,74,97,075901
075902,1445,21.8,84,68,90,075902
075903,1432,17.6,78,68,88,075903
075906,-1,-1,93,93,100,075906
075908,1462,21.8,88,67,100,075908
076903,-1,20.2,100,76,95,076903
076904,.,20.8,70,48,100,076904
077901,-1,18.4,90,57,93,077901
077902,1485,19.6,67,49,83,077902
078901,-1,20.6,90,57,86,078901
079901,1448,21.4,87,71,91,079901
079906,1465,21.7,87,75,95,079906
079907,1519,22.8,87,75,95,079907
079910,1334,17.2,78,63,86,079910
080901,1558,23.4,86,62,90,080901
081902,1585,19.6,96,94,96,081902
081904,1392,19.1,88,69,90,081904
081905,-1,18.8,73,69,93,081905
081906,.,.,-1,.,.,081906
082902,1295,16.9,87,48,86,082902
082903,1252,17.1,75,43,82,082903
083901,-1,15.8,75,42,74,083901
083902,.,-1,100,85,86,083902
083903,1425,21.1,81,61,90,083903
084802,-1,.,92,69,94,084802
084804,.,.,100,.,.,084804
084901,1339,19.2,85,58,92,084901
084902,1340,20,77,55,80,084902
084903,1296,-1,89,76,94,084903
084906,1292,18.1,67,48,75,084906
084908,1164,16.5,64,42,61,084908
084909,1396,20.9,78,58,92,084909
084910,1564,23.4,89,78,97,084910
084911,1623,25,97,87,99,084911
085902,.,19.7,62,46,98,085902
085903,-1,-1,78,48,90,085903
086024,.,.,.,.,.,086024
086901,1457,22.2,87,72,93,086901
086902,1480,22.2,77,79,98,086902
087901,-1,19.6,85,86,95,087901
088902,1377,19,76,58,93,088902
089901,1404,19.5,72,49,81,089901
089903,1217,16.6,79,56,84,089903
089905,1104,-1,60,50,88,089905
090902,.,18.4,74,65,100,090902
090903,.,17,94,59,94,090903
090904,1430,20.4,79,48,88,090904
090905,.,.,.,.,.,090905
091901,1444,22,94,76,95,091901
091902,-1,19.7,78,67,73,091902
091903,1456,20.7,78,59,92,091903
091905,1415,21.7,86,80,97,091905
091906,1549,22,78,60,93,091906
091907,1350,19.3,100,84,100,091907
091908,1392,21,99,89,97,091908
091909,1656,22.2,84,72,86,091909
091910,1496,22.4,88,77,99,091910
091913,1563,24.1,85,78,96,091913
091914,1446,19.9,81,54,63,091914
091917,1505,22.1,93,84,88,091917
091918,1446,21.9,79,59,96,091918
092801,-1,-1,68,60,90,092801
092901,1343,19.2,75,51,92,092901
092902,1433,19.3,81,64,92,092902
092903,1455,18.2,90,66,92,092903
092904,1456,22.1,82,59,88,092904
092906,1399,20,91,74,97,092906
092907,1493,22.6,91,85,94,092907
092908,1508,23.1,95,88,99,092908
093901,1392,19.8,84,66,96,093901
093903,1486,20.8,94,80,100,093903
093904,1310,18.5,77,51,90,093904
093905,-1,-1,69,52,80,093905
094901,1373,19.2,68,51,86,094901
094902,1459,21.7,93,78,97,094902
094903,1458,21.9,85,73,94,094903
094904,1394,20.1,90,70,91,094904
095901,-1,20.8,97,82,91,095901
095902,-1,19.6,73,91,100,095902
095903,-1,17.7,92,70,100,095903
095904,.,16.8,100,76,.,095904
095905,1463,18.5,85,61,84,095905
096904,.,19.2,70,65,75,096904
096905,-1,19.6,94,67,87,096905
097902,1450,21.5,79,57,92,097902
097903,1510,21.9,87,72,89,097903
098901,-1,21.9,97,84,93,098901
098903,.,.,-1,.,.,098903
098904,.,18.6,92,74,99,098904
099902,-1,18.6,88,57,94,099902
099903,-1,21.3,97,76,90,099903
100903,1362,19.8,89,60,87,100903
100904,1348,19.2,88,65,93,100904
100905,1436,22.5,95,80,97,100905
100907,1399,21,87,74,95,100907
100908,1328,-1,83,61,86,100908
101802,.,.,100,.,.,101802
101803,.,.,80,89,100,101803
101804,1112,15.1,56,27,71,101804
101806,1166,18.3,87,62,86,101806
101807,.,.,.,.,.,101807
101810,.,.,.,.,.,101810
101811,.,.,-1,-1,-1,101811
101813,1324,19.2,85,68,95,101813
101814,.,.,.,.,.,101814
101815,.,.,.,.,.,101815
101819,.,.,100,.,.,101819
101821,1237,14.7,59,39,94,101821
101828,1224,.,97,85,99,101828
101829,.,.,.,.,.,101829
101837,1596,.,97,90,100,101837
101838,1196,14.8,81,53,67,101838
101840,.,.,.,.,.,101840
101842,-1,.,80,53,50,101842
101845,1341,18.9,89,72,97,101845
101846,1362,19.9,93,69,97,101846
101847,.,.,.,.,.,101847
101849,.,.,.,.,.,101849
101850,.,.,.,.,.,101850
101853,.,.,.,.,.,101853
101855,.,.,.,.,.,101855
101856,.,.,.,.,.,101856
101858,1519,23,95,78,98,101858
101859,.,.,94,.,.,101859
101861,.,.,.,.,.,101861
101862,1580,25,90,86,99,101862
101864,.,.,.,.,.,101864
101866,.,.,-1,-1,-1,101866
101868,1090,14.1,68,27,53,101868
101869,.,.,81,31,68,101869
101870,.,.,.,.,.,101870
101871,.,.,.,.,.,101871
101902,1133,17.7,77,52,89,101902
101903,1188,18.4,79,55,90,101903
101905,1295,18.1,84,60,85,101905
101906,1364,20.1,77,58,82,101906
101907,1493,19.2,93,77,96,101907
101908,1434,21.3,92,71,95,101908
101910,1318,18.6,88,65,92,101910
101911,1269,17.9,83,59,91,101911
101912,1251,21.1,73,54,86,101912
101913,1472,22.9,87,73,95,101913
101914,1584,24.5,94,83,97,101914
101915,1482,21.7,85,71,95,101915
101916,1406,19,81,63,91,101916
101917,1298,18.9,80,55,92,101917
101919,1145,18,67,46,86,101919
101920,1392,23.2,86,63,93,101920
101921,1553,23.3,93,85,98,101921
101924,1234,18.5,65,52,80,101924
101925,1451,21.9,91,75,95,101925
102901,.,.,.,.,.,102901
102902,1383,18.1,66,45,71,102902
102903,1390,20.4,72,47,88,102903
102904,1477,21.3,91,76,95,102904
102905,-1,19.7,90,82,93,102905
102906,-1,21,99,80,93,102906
103901,-1,-1,100,-1,-1,103901
103902,.,22.7,100,63,100,103902
104901,-1,19.3,96,72,97,104901
104903,.,.,75,79,100,104903
104907,.,-1,78,73,100,104907
105801,1552,23.2,49,56,91,105801
105802,.,.,.,.,.,105802
105803,.,.,-1,22,-1,105803
105902,1379,20.1,65,54,88,105902
105904,1667,24.7,91,88,98,105904
105905,1602,23.5,92,79,94,105905
105906,1428,21,75,60,91,105906
106901,-1,19.8,96,87,100,106901
107901,1528,18.2,85,69,83,107901
107902,1351,19.9,85,70,89,107902
107904,1285,19.1,100,89,94,107904
107905,1335,18.6,83,72,87,107905
107906,1253,18.6,85,61,95,107906
107907,-1,.,83,45,90,107907
107908,.,.,.,.,.,107908
107910,1313,20.5,89,73,86,107910
108802,.,.,.,.,.,108802
108804,-1,-1,70,24,75,108804
108807,1377,20.3,93,79,98,108807
108808,1332,18.2,98,85,100,108808
108809,.,.,.,.,.,108809
108902,1337,16.6,80,46,92,108902
108903,1238,17.1,80,56,88,108903
108904,1410,17.7,83,61,87,108904
108905,1189,16.9,79,48,86,108905
108906,1386,18.9,82,61,93,108906
108907,1434,18.2,82,55,87,108907
108908,1245,17.3,82,52,86,108908
108909,1190,16.5,84,52,86,108909
108910,-1,17.1,68,46,75,108910
108911,1402,19.4,93,77,94,108911
108912,1278,16.2,82,52,88,108912
108913,1458,17.7,81,53,77,108913
108914,-1,17.2,49,48,77,108914
108915,1150,16.4,50,38,84,108915
108916,-1,18,92,66,93,108916
109901,1540,20.2,93,74,91,109901
109902,1584,23.6,89,68,78,109902
109903,.,18,82,68,100,109903
109904,1336,17.9,72,55,92,109904
109905,1333,18.8,69,57,91,109905
109907,1338,18.7,79,77,76,109907
109908,.,.,.,.,.,109908
109910,-1,19,93,63,77,109910
109911,1412,22.8,78,67,82,109911
109912,1378,21.4,100,78,88,109912
109913,1398,20,100,70,100,109913
109914,-1,-1,79,48,88,109914
110901,.,18.8,61,50,96,110901
110902,1314,19.2,81,62,86,110902
110905,-1,22.3,75,70,88,110905
110906,-1,19.3,80,68,86,110906
110907,1484,23.9,95,95,98,110907
110908,1404,20.3,100,83,100,110908
111901,1497,22.4,88,71,92,111901
111902,1386,20.1,76,67,87,111902
111903,1400,20.7,95,80,95,111903
112901,1518,20.7,87,66,90,112901
112905,1613,21,77,52,97,112905
112906,-1,20.3,80,58,88,112906
112907,1434,20.2,91,72,100,112907
112908,-1,17.1,82,76,95,112908
112909,-1,20.4,86,75,95,112909
112910,-1,18.9,74,56,92,112910
113901,1183,19.7,88,58,81,113901
113902,1319,22.8,71,50,89,113902
113903,1350,19.4,88,86,100,113903
113905,1337,19.7,83,77,93,113905
113906,1476,-1,97,65,-1,113906
114901,-1,18.9,60,43,71,114901
114902,1540,20,81,67,94,114902
114904,-1,21.1,92,85,88,114904
115901,1118,-1,82,58,97,115901
115902,.,17.6,88,50,83,115902
115903,.,17,60,-1,86,115903
116901,1464,21.7,93,78,93,116901
116902,1652,20.6,85,63,88,116902
116903,1339,19.8,69,57,93,116903
116905,1398,20.2,84,58,92,116905
116906,1479,21.7,76,70,95,116906
116908,1354,18.4,70,45,89,116908
116909,.,19.3,93,76,-1,116909
116910,1440,18.6,77,60,96,116910
116915,1252,20,87,73,87,116915
116916,1395,19.8,79,68,83,116916
117901,1378,20.6,80,61,86,117901
117903,.,19.7,72,64,95,117903
117904,-1,20.7,94,60,98,117904
117907,.,.,100,.,.,117907
118902,.,19.5,88,77,89,118902
119901,1326,-1,94,64,85,119901
119902,1354,19.7,91,72,92,119902
119903,1350,19.1,80,78,100,119903
120901,1338,18.6,71,58,79,120901
120902,.,20.2,64,46,85,120902
120905,1518,21.9,93,79,84,120905
121902,-1,22.1,90,86,91,121902
121903,1479,21.6,74,58,98,121903
121904,1445,18.6,69,50,77,121904
121905,-1,19.4,82,69,81,121905
121906,1322,20,94,86,89,121906
122901,1444,21.3,95,55,81,122901
122902,.,.,-1,-1,.,122902
123803,1070,.,91,55,63,123803
123805,.,.,.,.,.,123805
123807,1314,-1,93,76,96,123807
123905,1401,21.6,90,77,96,123905
123907,1168,15.8,77,45,85,123907
123908,1397,21.7,85,72,94,123908
123910,1295,18.8,73,50,79,123910
123913,1381,-1,100,90,100,123913
123914,1376,21,92,75,98,123914
124901,1324,17.5,68,52,72,124901
125901,1439,18.6,69,48,72,125901
125902,-1,17,69,54,96,125902
125903,1568,19.9,91,68,80,125903
125905,.,16,87,52,90,125905
125906,.,.,.,.,.,125906
126801,.,.,-1,-1,.,126801
126901,1307,20.5,84,67,72,126901
126902,1426,21.1,89,74,95,126902
126903,1372,19.6,80,55,85,126903
126904,1450,21.5,93,80,98,126904
126905,1452,21.5,89,68,97,126905
126906,1398,20.3,80,71,86,126906
126907,1372,20.2,73,65,89,126907
126908,1333,18.3,89,63,93,126908
126911,1358,19.8,81,59,91,126911
127901,-1,19.7,91,67,97,127901
127903,.,17.9,79,48,88,127903
127904,1473,22,79,70,91,127904
127905,.,17.4,69,50,88,127905
127906,.,18.3,98,75,95,127906
128901,1400,18.5,91,67,75,128901
128902,-1,18.7,74,33,65,128902
128903,1249,19.8,76,52,89,128903
128904,-1,21.4,97,94,100,128904
129901,1357,19.6,81,67,90,129901
129902,1425,20.8,91,78,96,129902
129903,1407,20.1,79,61,82,129903
129904,1437,20.9,71,49,91,129904
129905,1419,21.7,89,72,89,129905
129906,1307,17.9,84,58,87,129906
129910,1427,19.4,92,71,95,129910
130801,-1,.,71,-1,100,130801
130901,1561,23.9,94,86,97,130901
130902,1343,22.4,83,65,78,130902
131001,.,.,.,.,.,131001
132902,.,18.6,100,89,100,132902
133901,1406,17.1,93,67,94,133901
133902,.,.,-1,.,.,133902
133903,1492,23,90,70,96,133903
133904,1258,18.6,86,58,89,133904
133905,.,.,.,.,.,133905
134901,1321,18.9,75,63,91,134901
135001,.,17.9,100,86,100,135001
136901,1496,22.4,98,93,96,136901
137901,1263,18.1,71,46,83,137901
137902,.,.,100,.,.,137902
137903,1229,19.3,80,64,90,137903
137904,1408,20,91,88,96,137904
138902,.,19.2,78,47,82,138902
138903,-1,20.2,88,68,100,138903
138904,.,.,88,-1,70,138904
139905,-1,22.6,89,77,84,139905
139908,.,18.6,91,92,100,139908
139909,1429,19.6,79,54,82,139909
139911,1512,20,78,64,88,139911
139912,1276,18.8,93,67,80,139912
140901,.,-1,71,62,75,140901
140904,-1,18.9,74,56,82,140904
140905,-1,18.1,71,60,73,140905
140907,-1,18.5,72,46,92,140907
140908,-1,20.3,94,81,91,140908
141901,1444,21.7,89,72,90,141901
141902,-1,21.2,88,55,75,141902
142901,1214,17.1,78,51,86,142901
143901,1381,20.8,90,78,87,143901
143902,1380,21,93,89,95,143902
143903,1408,21.2,96,83,100,143903
143904,.,.,100,.,.,143904
143905,.,.,100,.,.,143905
143906,.,.,.,.,.,143906
144901,1428,19.1,92,68,99,144901
144902,1412,19.3,94,76,98,144902
144903,-1,15.3,90,44,72,144903
145901,1336,18.7,80,58,92,145901
145902,1361,19.6,80,69,92,145902
145906,1442,20.1,73,64,82,145906
145907,1274,18.7,93,69,83,145907
145911,1334,18.8,61,69,93,145911
146901,1107,18.5,75,46,86,146901
146902,1332,19.9,87,59,77,146902
146903,.,.,100,.,.,146903
146904,1355,17.6,77,66,94,146904
146905,1281,18.9,92,61,85,146905
146906,1367,23.2,69,56,90,146906
146907,1390,21.2,88,76,97,146907
147901,1233,-1,83,57,92,147901
147902,1493,18.1,74,60,74,147902
147903,-1,18,78,64,82,147903
148901,.,21,88,79,91,148901
148902,.,18.4,83,79,100,148902
148903,.,15.7,67,56,89,148903
148905,.,18.4,100,75,93,148905
149901,1308,20.6,79,72,94,149901
149902,.,18.9,88,56,92,149902
150901,1443,19.4,83,64,86,150901
