,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
008902001,187,193,170,140,85,690,396,55,114,241,16.3,16.3,16.6,14.233487408,42802,58.895,008,N,95.7,008902001,008902
008903001,86,68,58,53,39,265,138,12,42,73,15.8,15.3,15.9,10.694915254,35657,25.1174,008,N,94.9,008903001,008903
009901001,121,95,92,101,5,409,159,48,50,211,16.6,17,14.8,14.448717949,38574,31.39,009,N,95,009901001,009901
009901002,2,2,2,3,0,9,2,0,0,8,.,.,.,.,.,.,009,N,75.8,009901002,009901
010902001,276,236,205,162,10,879,694,96,124,282,19.9,20.5,20.9,12.945509385,38802,61.4775,010,N,95.6,010902001,010902
011901001,635,554,498,420,218,2107,1260,151,267,872,24.3,21.4,23.9,11.374036867,42026,124.4418,011,N,92.9,011901001,011901
011901022,5,12,21,19,3,57,33,0,7,31,.,.,.,16.333333333,43734,6.0013,011,N,80.5,011901022,011901
011902001,331,234,202,193,125,960,445,51,123,438,24.8,20,23.2,11.871826195,42235,63.3314,011,N,94.8,011902001,011902
011902004,1,1,9,9,1,20,11,0,4,8,.,.,.,23,63579,0.5716,011,N,97.6,011902004,011902
011904002,159,127,143,101,52,530,381,28,97,200,17.3,19.2,18.6,11.733333333,38039,43.2932,011,N,94,011904002,011904
012901001,53,57,48,37,11,195,161,10,29,62,12.3,11.1,13.6,10.666666667,33904,23.1335,012,N,96.9,012901001,012901
013901001,334,286,231,244,27,1095,268,66,97,614,21.1,20.9,21.9,10.805369128,39162,70.2052,013,N,93.1,013901001,013901
013901002,1,12,14,13,0,40,4,0,0,30,.,.,.,9.8333333333,39450,6.0002,013,N,89.1,013901002,013901
013905001,62,60,40,56,2,218,86,14,36,127,16.6,13.8,17.1,8.05,35793,17.9011,013,N,94.4,013905001,013905
014801001,43,34,55,21,50,153,59,0,18,78,10.5,14.8,9.5,7.6867560362,37360,7.9831,014,Y,84.3,014801001,014801
014802001,21,38,28,12,47,99,31,0,8,52,6,3,1,3.4285714286,23490,3.5,014,Y,77.1,014802001,014802
014901001,75,80,82,77,4,314,269,28,61,72,14.2,14.3,13.1,14.307692308,38806,26.0004,014,N,95.7,014901001,014901
014903001,614,529,469,429,107,2041,1434,236,317,676,24.5,24.5,24.5,13.368645,37974,128.0533,014,N,94.3,014903001,014903
014903005,13,22,27,19,4,81,54,2,9,40,.,.,.,15.528230866,40505,8.5496,014,N,90,014903005,014903
014905001,42,41,21,45,7,149,117,22,20,55,12.5,9.4,16.1,14.529411765,36604,13.8026,014,N,95.7,014905001,014905
014906001,672,460,341,306,874,1779,497,138,293,786,23,22.7,24.8,11.358509759,42236,125.5297,014,N,94.8,014906001,014906
014906002,679,564,383,378,842,2004,679,180,315,682,23.7,40.8,27.2,11.243964751,42086,128.8398,014,N,94.8,014906002,014906
014906004,41,18,5,1,38,65,14,0,17,35,6.4,5.2,9.4,15,44181,10.9987,014,N,87.3,014906004,014906
014906006,15,20,40,53,53,128,29,0,4,43,10.3,10.8,.,19,47988,11.0012,014,N,83.8,014906006,014906
014906007,593,483,481,441,589,1998,983,232,264,428,24.7,21.8,24.9,9.4139824095,40335,141.2186,014,N,95,014906007,014906
014906008,668,511,392,427,1018,1998,505,124,288,751,24.5,27.5,23.7,7.4384051347,38757,136.4679,014,N,94.7,014906008,014906
014907001,59,69,52,81,7,261,198,34,46,72,16.2,11,10.9,14.698412698,35939,26.8203,014,N,96.7,014907001,014907
014908001,91,120,90,75,4,376,314,43,46,57,14.9,17.2,16.8,10.022241733,35412,30.3035,014,N,96.4,014908001,014908
014909002,792,520,448,371,624,2131,922,160,413,868,22.3,21.1,21.6,11.671703064,38331,147.3753,014,N,93.8,014909002,014909
014910001,112,114,83,92,4,401,305,49,84,103,18.4,18.4,18.8,13.132541202,36615,29.9496,014,N,96.2,014910001,014910
015801001,54,44,33,56,0,187,11,0,27,156,14.3,20.3,23.5,8.9397645089,31113,11.2276,015,Y,68.9,015801001,015801
015801002,35,46,41,35,6,157,47,0,12,46,.,.,.,1.261828271,26293,11.6416,015,Y,93.7,015801002,015801
015801003,13,2,1,1,1,17,1,0,8,0,.,.,.,12,30709,2,015,Y,89,015801003,015801
015806001,150,78,37,29,94,294,25,0,35,203,13,16.8,17.3,1.9142857143,27854,28.0076,015,Y,.,015806001,015806
015807001,79,91,102,81,65,353,99,0,47,122,15.8,12.3,11,4.3118030095,34782,15.9627,015,Y,84.4,015807001,015807
015807002,53,78,75,77,126,283,28,0,39,129,22.2,26.1,11.5,3.6437386133,29973,12.6041,015,Y,85.5,015807002,015807
015807004,27,59,67,63,9,216,33,0,27,64,15.9,25.2,16.8,2.5478731964,32537,6.6053,015,Y,84.6,015807004,015807
015807005,9,6,7,4,5,26,15,0,4,7,1,.,.,3.5824317547,83494,1.2615,015,Y,.,015807005,015807
015814001,75,95,74,46,8,290,14,0,40,227,8.1,7.8,8.5,13.512145162,24896,11.7161,015,Y,86.6,015814001,015814
015816001,56,46,21,28,7,151,8,1,28,139,15,15,15,9.097738139,22297,8.7008,015,Y,95.8,015816001,015816
015817001,119,125,115,27,9,386,26,0,73,229,44.4,43.5,45,1.5178502879,33529,20.8401,015,Y,77.5,015817001,015817
015823001,14,19,22,15,2,70,2,0,7,48,20.4,20.8,10.6,16.444444444,27111,9.0002,015,Y,77.9,015823001,015823
015901001,371,333,322,325,25,1351,994,362,108,142,23.1,23.8,24.9,14.059085842,46718,85.2041,015,N,95,015901001,015901
015904001,708,482,381,290,6,1861,42,135,325,1727,22.3,22,23.2,12.277199728,41843,117.8041,015,N,92.6,015904001,015904
015904002,572,408,364,302,10,1646,141,179,240,1434,19.9,19.4,21.5,12.134799456,42161,111.127,015,N,92.7,015904002,015904
015904003,18,8,9,2,0,37,1,0,11,32,.,4.5,.,8.25,39035,6.1679,015,N,84,015904003,015904
015904004,30,49,69,69,0,217,11,0,15,154,-2,-2,-2,10.899746687,40821,16.1326,015,N,81.7,015904004,015904
015904010,4,1,2,1,0,8,0,0,8,2,.,.,.,3.6666666667,36186,2.5,015,N,74,015904010,015904
015905002,511,370,376,299,10,1556,12,114,283,1556,24.1,21.7,21.2,12.961299804,43098,90.7004,015,N,91.7,015905002,015905
015905003,354,329,299,225,18,1207,8,116,234,1083,24.7,20.1,21.5,13.836481137,43214,75.0612,015,N,91,015905003,015905
015906001,87,74,74,65,60,300,185,37,29,31,16,16.3,16,18.369863014,50143,27.0479,015,N,96.3,015906001,015906
015907001,545,472,440,397,92,1854,59,287,239,1534,23.1,23.5,24.3,13.5625,46839,111.7519,015,N,93.4,015907001,015907
015907002,482,315,275,271,5,1343,25,114,235,1111,25.9,26.5,23.9,13.793103448,47187,86.1773,015,N,93,015907002,015907
015907003,590,419,357,341,45,1707,52,159,244,1466,22.8,19.9,20.7,13.028571429,46393,104.3766,015,N,93.1,015907003,015907
015907004,572,440,344,368,106,1724,28,108,229,1687,23.8,22.4,22.8,14.648148148,47095,107.1529,015,N,90.6,015907004,015907
015907005,791,484,471,427,185,2173,193,203,311,1844,22.2,22.3,23.4,15.312977099,48450,129.87,015,N,91.8,015907005,015907
015907006,437,271,209,221,700,1138,37,57,266,889,22,20.6,20.7,14.56097561,47314,80.8862,015,N,91.5,015907006,015907
015907007,656,439,412,395,49,1902,87,161,312,1646,24.4,23,25.5,13.606837607,47007,115.4596,015,N,88.9,015907007,015907
015907008,483,373,314,303,12,1473,4,78,305,1436,22.3,21.7,22.1,12.427083333,45855,95.4988,015,N,91.6,015907008,015907
015907010,52,28,24,18,3,122,7,7,25,110,17.7,12.3,13.3,11.8,46079,18.3243,015,N,80.4,015907010,015907
015907011,5,6,5,2,2,18,2,0,18,18,8.3,.,1.5,13.75,43851,3.4996,015,N,80.9,015907011,015907
015907014,48,39,81,149,19,317,15,1,39,311,-2,-2,49.8,13.4,47727,23.293,015,N,76.7,015907014,015907
015907182,50,38,36,27,32,151,5,0,16,147,-2,-2,45.3,12.428571429,46612,6.9981,015,N,78.2,015907182,015907
015908001,518,491,395,321,8,1725,21,203,261,1373,20.4,18.5,20.1,13.079207921,44653,98.9316,015,N,93.3,015908001,015908
015908002,194,137,126,114,33,571,49,64,82,467,17,17,18.7,10.37254902,43834,50.0381,015,N,93,015908002,015908
015909001,292,259,192,154,9,897,170,85,144,623,23.4,21.5,20.6,12.122656868,43726,62.9535,015,N,92.8,015909001,015909
015910001,615,452,476,436,87,1979,347,214,346,1145,21.6,22.6,21.5,11.249230769,46808,153.7511,015,N,92.4,015910001,015910
015910002,882,638,630,536,249,2686,1403,194,504,566,22.9,23.4,22,13.788783438,48296,171.0896,015,N,93.9,015910002,015910
015910003,853,727,636,655,104,2871,1759,310,333,432,24,22.9,22.1,12.757746479,47430,168.154,015,N,93.5,015910003,015910
015910004,836,536,499,504,570,2375,627,35,386,1239,21.3,21.9,18.1,11.416901408,46728,175.5105,015,N,92.6,015910004,015910
015910005,972,681,725,576,311,2954,1416,141,524,709,24.2,24.5,22.2,13.458762887,47847,184.6442,015,N,93.2,015910005,015910
015910007,894,808,768,665,129,3135,2086,314,271,130,23,22.8,22.8,11.895939086,46632,189.2412,015,N,95.4,015910007,015910
015910009,120,119,116,100,13,455,233,132,14,98,11.4,17,14.7,10.8125,47182,23.9642,015,N,96,015910009,015910
015910012,15,10,7,1,3,33,12,0,16,17,4.3,5.8,4.8,19.1,50839,7.9532,015,N,79.7,015910012,015910
015910054,1,2,3,2,1,8,3,0,4,6,.,.,.,.,.,.,015,N,95,015910054,015910
015911001,836,507,485,406,244,2234,906,187,346,974,22.2,20.7,23,13.946153846,45260,124.3786,015,N,94.6,015911001,015911
015912001,821,640,607,547,99,2615,261,173,351,1937,22.8,26.3,22.2,9.4981173638,41415,153.2043,015,N,93.2,015912001,015912
015915001,734,453,455,421,137,2063,179,145,258,1322,24.9,27.6,27.8,16.244444444,45135,132.5988,015,N,93.6,015915001,015915
015915002,1283,783,791,572,321,3429,452,289,571,2183,23.9,25.1,23.8,11.133971292,41025,208.3878,015,N,92.4,015915002,015915
015915003,775,603,662,504,122,2544,1057,238,374,740,24.5,27.6,28.1,14.173633441,43381,153.1664,015,N,95,015915003,015915
015915005,774,664,615,577,175,2630,1302,320,344,625,23.1,26.1,26.1,12.580838323,41983,167.0012,015,N,94.9,015915005,015915
015915006,256,207,196,196,43,855,286,204,13,190,22.2,23.4,23.2,17.834507042,46395,53.2465,015,N,97.7,015915006,015915
015915007,1011,732,755,530,295,3028,1029,367,388,935,24,27.2,27,11.927710843,41827,185.4332,015,N,95.9,015915007,015915
015915008,77,40,27,12,15,156,33,3,52,95,6.1,6,6.7,15.904761905,43682,20.9991,015,N,80,015915008,015915
015915016,878,715,711,703,144,3007,1655,433,380,390,24.8,24.8,26.8,12.418994413,42374,177.0117,015,N,95.6,015915016,015915
015915019,867,594,646,491,320,2598,672,172,355,908,24.2,25.8,28.7,11.504945272,41160,150.0951,015,N,95,015915019,015915
015915020,2,2,8,7,0,19,7,0,19,4,5,1,.,14.6,45762,2.5308,015,N,84.9,015915020,015915
015916001,1543,1002,1346,767,1334,4658,1335,266,579,1824,23.1,22.6,23.8,11.60384989,43572,282.4221,015,N,94.5,015916001,015916
015916003,1,1,44,33,4,79,43,0,1,0,12.3,11,11.7,12,43177,4.9999,015,N,93.5,015916003,015916
015917001,463,274,262,242,18,1241,226,111,223,883,21.4,19.4,23.7,10.637825001,40648,77.7227,015,N,93.3,015917001,015917
016901001,56,49,51,59,1,215,166,29,39,46,16.3,11.9,13.9,17.083333333,40683,21.2927,016,N,96,016901001,016901
016902001,80,77,79,64,5,300,219,60,44,121,14.1,12.2,14.5,13.428571429,38859,27.3591,016,N,96.6,016902001,016902
018901001,115,81,83,68,8,347,263,40,42,102,17.1,15.3,14.9,11.393939394,36287,25.8692,018,N,95.7,018901001,018901
018904001,51,54,46,48,5,199,163,25,48,67,20,16.5,25.9,12.778761062,42209,18.2397,018,N,95.5,018904001,018904
019901001,79,76,73,55,81,283,186,43,45,126,13.9,13.9,14.1,13.8,38747,27.3626,019,N,96.4,019901001,019901
019902002,93,97,83,85,56,358,292,30,78,133,14.3,15,15.6,16.292307692,38765,31.2038,019,N,95.3,019902002,019902
019905001,99,119,99,110,97,427,321,15,89,136,15.1,15.3,17.2,14.630434783,36546,40.8043,019,N,95.5,019905001,019905
019906001,107,77,95,77,16,356,332,32,60,49,15.4,13.8,15.4,12.444444444,35581,31.2921,019,N,96.6,019906001,019906
019907002,463,397,336,301,643,1497,763,111,245,641,21.1,21.8,23.5,13.761945392,37149,108.6516,019,N,95.3,019907002,019907
019907003,17,29,30,50,48,126,75,0,1,36,.,.,.,11,32725,3.1364,019,N,96.2,019907003,019907
019908001,228,166,158,124,335,676,323,80,141,294,18.3,14.5,22.6,11.872180451,35403,56.6145,019,N,95.6,019908001,019908
019909001,54,48,29,43,0,174,170,23,41,52,17.6,11.1,19.4,12.262298223,34320,14.4565,019,N,95.3,019909001,019909
019912001,154,151,154,160,50,619,536,160,66,58,17.9,18.9,16.8,13.887143589,37950,50.5945,019,N,95.8,019912001,019912
020901001,1022,863,736,601,139,3222,1794,216,430,1153,22.7,22.5,20.2,9.7846153846,42621,193.5987,020,N,94,020901001,020901
020902001,646,473,332,358,283,1809,975,150,204,529,20.4,21,21.5,12.426540284,42215,102.9341,020,N,95.2,020902001,020902
020904001,74,55,55,47,0,231,184,19,21,41,14.9,18.5,20.6,12.846153846,43136,17.4254,020,N,94.4,020904001,020904
020905001,375,287,247,218,156,1127,396,47,233,678,20.5,21.9,23.7,12.878917381,43595,74.757,020,N,93.8,020905001,020905
020905002,829,647,600,533,170,2609,1670,335,373,599,23.2,22.1,22.8,13.500065328,43433,148.9262,020,N,94.4,020905002,020905
020905006,2,1,5,24,5,32,15,0,3,2,3,2,1,12.444444444,34859,3.1126,020,N,86.1,020905006,020905
020906002,184,171,167,124,119,646,427,76,72,170,17.8,14,17.5,14.54,43488,42.4659,020,N,94.9,020906002,020906
020907001,241,209,180,172,137,802,525,61,92,264,21.7,21.3,23.3,12.601626016,42151,58.048,020,N,95.2,020907001,020907
020908001,11,1065,942,817,394,2835,1614,75,267,424,23,24.1,22.8,10.610420617,42389,150.8205,020,N,95.3,020908001,020908
021901001,670,608,570,488,231,2336,1665,423,185,422,24.9,25.1,24.8,11.482260883,40707,121.1082,021,N,96.2,021901001,021901
021902001,1083,936,731,673,791,3423,1444,375,440,1772,19.8,21.9,23,11.740767959,39685,259.731,021,N,93.6,021902001,021902
021902016,21,30,21,3,17,75,15,0,8,46,9.3,9.7,7.8,8.6011300105,36385,6.7443,021,N,76.9,021902016,021902
022004001,18,15,11,11,0,55,13,8,8,41,9.7,11,13.7,10.032019704,37099,6.0076,022,N,95.1,022004001,022004
022901001,103,79,58,60,2,300,115,29,36,128,17.1,16.4,16.1,14.084033613,36962,27.2366,022,N,95,022901001,022901
024901001,175,145,99,97,0,516,27,42,84,454,18.1,18.7,16.7,12.20076447,34852,40.7231,024,N,90.4,024901001,024901
025901001,98,92,86,73,39,349,268,24,76,160,14.1,12.3,15.7,14.102564103,36044,31.1205,025,N,95.7,025901001,025901
025902001,281,268,237,232,70,1018,614,103,159,454,17.4,15.5,15.7,13.861499122,36070,84.8786,025,N,94.7,025902001,025902
025904001,13,23,22,12,1,70,52,5,17,47,11.5,13.5,13.3,13.356589147,33958,7.8969,025,N,96.2,025904001,025904
025908001,17,23,22,16,4,78,63,3,6,36,15.3,13.8,17.5,17.75,38734,6.6325,025,N,93.8,025908001,025908
025909001,115,104,87,92,2,398,337,21,72,6,15.8,13.5,14.8,13.173913043,37688,38.8083,025,N,96.4,025909001,025909
026901001,179,141,132,134,82,586,406,24,86,188,19.4,18.6,19.3,13.923076923,38033,37.6835,026,N,94.4,026901001,026901
026902001,52,54,58,50,51,214,136,13,38,87,12.8,14.6,13.3,10.642857143,36057,21.0921,026,N,96.2,026902001,026902
027903001,260,246,213,196,14,915,730,70,171,318,21.6,20.1,20.8,12.534246575,36725,65.7405,027,N,94,027903001,027903
027903003,11,10,16,12,0,49,37,0,3,20,12.8,6.8,.,17.6,39525,4.8561,027,N,80.7,027903003,027903
027904001,326,278,252,198,19,1054,741,79,127,358,17.8,20.3,21.6,12.324313147,40757,79.303,027,N,94.8,027904001,027904
028902001,15,370,297,253,85,935,423,55,150,379,22.7,18.9,21,10.472231737,39829,59.3679,028,N,93.7,028902001,028902
028902038,3,6,21,25,2,55,23,0,5,31,.,.,.,18.5,41140,4.0006,028,N,85,028902038,028902
028903001,153,124,95,86,39,458,179,42,46,249,17.1,15.3,17.9,11.133333333,37589,37.3147,028,N,93.9,028903001,028903
029901001,346,307,238,221,29,1112,450,168,142,454,22.2,18.8,21.3,13.322585612,39437,71.2154,029,N,93.1,029901001,029901
029901003,6,21,20,8,0,55,10,1,8,36,5,.,.,13.49000408,39866,3.2373,029,N,90,029901003,029901
030902001,117,141,127,92,3,477,425,43,91,152,15.1,15.8,16.5,11.518072289,36992,39.9059,030,N,96.1,030902001,030902
030903001,28,33,26,38,1,125,99,13,28,49,14.1,11.9,11.8,11.904761905,32931,14.1936,030,N,96.4,030903001,030903
030906001,46,50,34,42,0,172,152,15,32,66,11.6,10.8,14.4,12.096069869,36000,19.0313,030,N,95.7,030906001,030906
031901001,843,644,569,429,1,2485,111,299,268,1982,24,21.7,21.7,15.993441189,44159,172.1845,031,N,94.7,031901001,031901
031901002,746,560,457,301,4,2064,22,136,234,2003,23,21.2,25.4,14.513789304,42892,136.9105,031,N,92.5,031901002,031901
031901003,886,619,450,396,3,2351,84,159,320,2238,25.2,24.1,25.6,14.552164808,42904,143.5773,031,N,93.3,031901003,031901
031901004,912,703,448,396,2,2459,44,130,344,2110,26.2,23.6,27.4,13.1980443,42243,150.8797,031,N,93.8,031901004,031901
031901007,754,596,323,298,3,1971,19,116,258,1874,23.7,23.5,23.9,11.338045059,40878,121.2127,031,N,94.1,031901007,031901
031903001,896,585,541,515,21,2537,299,283,254,1635,23.3,22.6,21.8,11.42068281,40334,154.3504,031,N,92.2,031903001,031903
031903002,719,426,430,382,17,1957,354,356,213,1036,22.8,22.1,21.5,13.129797881,41352,127.3657,031,N,92.4,031903002,031903
031905001,244,177,146,153,1,720,90,92,68,536,15.1,14.1,17.1,14.996547599,43835,60.0169,031,N,95.9,031905001,031905
031905002,20,17,6,13,1,56,0,0,8,40,.,.,.,.,.,.,031,N,78.5,031905002,031905
031906001,754,543,485,354,15,2136,129,145,329,1774,23.7,21.5,24,10.59800446,40073,140.0058,031,N,92.7,031906001,031906
031909001,235,166,124,132,3,657,99,61,69,556,16.3,18.5,20.6,10.784326676,39709,49.1977,031,N,94.2,031909001,031909
031911001,178,165,142,123,1,608,31,75,123,459,17.7,17.7,18,13.5,42489,40.7449,031,N,94.6,031911001,031911
031913001,36,44,50,37,0,167,0,12,13,162,9.9,12,12.8,10.376623377,39434,16.5031,031,N,95.5,031913001,031913
031914001,106,93,81,76,0,356,13,22,48,333,16.6,17.7,19.2,13.892857143,40346,24.2692,031,N,93.8,031914001,031914
031916004,225,165,119,146,9,655,54,277,5,357,17,17.7,21,13.546384418,45998,48.9553,031,N,95.9,031916004,031916
031916005,202,169,134,91,4,596,144,231,6,253,18.2,17.9,18.9,18.350086655,48504,43.5045,031,N,96.6,031916005,031916
032902002,194,193,138,139,162,664,354,50,131,351,16,14.3,16.1,14.030589826,37010,53.849,032,N,94.2,032902002,032902
033902001,69,64,51,43,1,227,194,44,35,44,12.7,12.1,13.3,15.32,38428,20.9492,033,N,97.1,033902001,033902
033904001,38,40,30,30,0,138,128,26,15,32,12.9,10,10.1,13.95,38302,15.384,033,N,96.9,033904001,033904
034901001,162,151,130,118,197,561,347,78,114,295,14.9,15.5,17,14.723404255,35960,44.5397,034,N,95,034901001,034901
034903001,82,70,77,68,31,297,253,27,48,126,13.6,16.3,13.9,13.390650323,38819,26.7155,034,N,95.7,034903001,034903
034905002,79,62,68,66,77,275,195,28,65,120,17,17.4,15.8,19.12,40496,23.8205,034,N,95.2,034905002,034905
034906001,43,36,28,36,8,143,132,29,38,30,19.1,13.3,11.8,14.810810811,37011,12.9651,034,N,96.4,034906001,034906
034907001,102,84,85,57,70,328,248,27,70,126,18.5,14.8,15.9,14.117647059,37099,31.1052,034,N,95.9,034907001,034907
035901001,100,80,73,70,7,323,73,21,35,216,17.7,15.7,15.1,13.763157895,35331,33.6618,035,N,93.1,035901001,035901
036901001,116,92,100,86,71,394,240,42,47,155,17.9,17.6,18.7,12.733333333,38513,26.4001,036,N,94.9,036901001,036901
036902001,272,230,220,188,23,910,784,61,56,109,17.3,16.3,15.9,14.234482759,45646,67.7466,036,N,95.5,036902001,036902
036902002,1,0,1,2,1,4,3,0,0,0,.,.,.,.,.,.,036,N,-1,036902002,036902
036903001,79,75,73,81,38,308,214,42,38,96,18.1,18.9,18.4,13.038461538,41222,21.8572,036,N,95.5,036903001,036903
037901001,42,55,48,39,75,184,81,21,20,124,11.9,11.6,12.7,12.92,34143,22.705,037,N,96.6,037901001,037901
037904002,377,297,282,249,258,1205,637,81,216,641,20.1,19.9,19.2,11.073719332,33523,92.5752,037,N,94.4,037904002,037904
037907002,173,132,114,98,85,517,371,39,84,203,15.7,15.2,13.9,14.066677404,35069,41.3337,037,N,94.3,037907002,037907
037909001,28,23,26,11,5,88,78,13,11,41,13.6,13.8,24.3,9.7692307692,32438,8.9066,037,N,93.1,037909001,037909
038901001,81,82,74,55,21,292,182,31,49,121,12.9,11.5,17.6,15.130434783,38012,29.8829,038,N,96,038901001,038901
039902001,91,71,66,80,4,308,290,38,52,44,14.4,13.2,14.1,16.737704918,39497,29.74,039,N,95.7,039902001,039902
039903001,46,52,39,38,1,175,159,15,20,79,14.8,11.1,11.2,7.7727272727,32048,15.5141,039,N,94.8,039903001,039903
040901001,49,33,39,31,15,152,37,19,35,121,12,15.9,12.8,13.677236157,38842,15.3274,040,N,94.6,040901001,040901
040901002,3,0,2,2,1,7,0,0,2,7,.,.,.,11.714285714,37757,6.1138,040,N,78.9,040901002,040901
041901002,87,61,25,17,68,190,42,0,51,190,10.4,9.5,7.8,12.090909091,34416,11.0011,041,N,99.5,041901002,041901
042901001,81,72,71,48,9,272,195,31,30,98,13.5,15.6,16.7,15.877192982,37397,24.0136,042,N,95.2,042901001,042901
042901002,11,7,7,9,0,34,23,0,6,28,.,.,.,12.404202434,34460,6.7773,042,N,72.9,042901002,042901
043901001,13,1156,1000,933,222,3102,2442,351,347,182,20.2,22.3,20.4,11.304186232,43905,183.771,043,N,95.4,043901001,043901
043902001,97,92,95,59,6,343,279,31,52,87,13.1,14.9,17.4,7.8358208955,37224,31.2009,043,N,96.9,043902001,043902
043903001,108,107,99,87,16,401,328,37,47,68,14.1,15.2,17.6,12.078651685,38866,34.1025,043,N,96.4,043903001,043903
043904001,134,106,101,86,25,427,304,33,49,145,18.9,18,17.1,11.868620101,38380,29.6949,043,N,95.9,043904001,043904
043905001,507,433,338,634,190,1912,1290,102,166,235,18.8,18.6,18.8,11.248771673,43983,141.4623,043,N,94.8,043905001,043905
043905002,527,452,384,2,133,1365,938,72,94,107,20.2,20.2,19.9,9.4329261315,42563,107.736,043,N,95.9,043905002,043905
043907002,701,552,535,392,205,2180,1455,221,213,352,22.3,22.2,22.4,9.9630387548,40948,141.9243,043,N,94.8,043907002,043907
043907003,1,8,12,34,13,55,25,0,2,13,.,.,.,15.285714286,43596,7.0003,043,N,82.1,043907003,043907
043907004,623,525,453,379,194,1980,1348,164,185,314,22.9,20,19.5,8.8447893939,40268,128.7599,043,N,93.9,043907004,043907
043907005,1,2,3,13,0,19,18,0,3,0,.,.,.,2.4933214604,28802,2.8075,043,N,94.6,043907005,043907
043911001,206,197,184,145,11,732,565,53,84,225,22.7,18.2,19.7,9.352125638,36723,43.7311,043,N,95,043911001,043911
043912001,141,95,113,86,13,435,347,46,68,36,18.5,19.9,19.2,13.1,38792,27.808,043,N,96.8,043912001,043912
043914001,599,526,431,354,178,1910,1400,154,235,289,21.5,20.4,24,9.4271671073,41325,124.4321,043,N,95.7,043914001,043914
043917001,56,60,33,50,2,199,178,22,42,44,15.7,10.1,11.9,9.6363636364,36917,19.7449,043,N,95.7,043917001,043917
043918001,133,124,100,90,14,447,368,42,85,83,16.4,16.8,15.8,11.714187441,36237,36.2426,043,N,95,043918001,043918
044902001,36,39,37,34,15,146,85,15,18,70,14,10,10.9,13.851851852,37375,18.4934,044,N,95.4,044902001,044902
