,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
007906001,154,95,131,97,3,477,74,36,45,365,16.7,15.7,16.8,11.490861152,44511,37.5927,007,N,93.7,007906001,007906
008901001,187,167,153,162,99,669,454,89,105,197,15,16.6,18.5,14.001956947,42863,49.6714,008,N,95.7,008901001,008901
008902001,211,212,157,166,102,746,359,48,106,323,17.1,17.9,18.5,13.064163008,48093,63.0406,008,N,95.3,008902001,008902
008903001,65,57,61,72,38,255,127,18,30,102,14.5,12.9,14.1,12.560012204,45245,27.2378,008,N,95.1,008903001,008903
009901001,102,88,81,66,3,337,81,28,44,219,15.1,15.4,14,12.6,42509,33.9443,009,N,94.6,009901001,009901
009901002,7,7,3,3,0,20,4,0,6,16,.,.,.,.,.,.,009,N,65.7,009901002,009901
010902001,213,217,186,168,1,784,586,132,111,306,19.6,18.5,20.2,15.720220708,49303,58.9793,010,N,93.9,010902001,010902
011901001,664,624,515,507,228,2310,1174,289,294,1141,23.6,20.7,23.1,12.132304492,46304,150.6105,011,N,92.5,011901001,011901
011901022,5,13,28,24,8,70,30,0,6,38,.,.,.,15.299696656,48477,6.2443,011,N,74.8,011901022,011901
011902001,312,301,261,199,172,1073,415,40,129,612,22.7,21.6,23.7,11.092105263,45134,69.6651,011,N,93.1,011902001,011902
011902004,3,9,13,11,4,36,8,0,4,16,4.5,9.5,2.5,18.874860157,58581,3.0375,011,N,93.2,011902004,011902
011904002,123,129,148,122,53,522,386,25,70,191,15.7,16.7,19.3,10.065217391,40936,41.4471,011,N,94,011904002,011904
012901001,39,36,54,44,6,173,138,15,17,70,12.4,10.7,11.1,12.677419355,41974,25.1347,012,N,95.9,012901001,012901
013901001,356,254,198,189,30,997,234,88,95,549,20.9,19,17.6,11.383538267,43880,69.1674,013,N,93.1,013901001,013901
013901002,8,7,12,4,0,31,6,0,0,19,10,10,.,12.6,44915,4.9999,013,N,90.7,013901002,013901
013905001,61,43,57,63,5,224,93,17,32,123,14.3,12.5,13.1,11.32,43829,23.1332,013,N,95.2,013905001,013905
014801001,39,60,55,21,76,175,45,0,26,108,8.1,8.1,10.6,7.9553723017,39886,9.7236,014,Y,90.2,014801001,014801
014802001,21,23,19,6,25,69,18,0,2,43,10,.,.,0.5,37960,2.0006,014,Y,91,014802001,014802
014901001,87,80,85,82,5,334,276,25,32,92,15,15.2,13.9,17.928571429,45865,27.9977,014,N,95.5,014901001,014901
014903001,655,604,559,467,176,2285,1446,215,304,788,23.6,22.8,23.8,11.878789026,42727,156.3822,014,N,93.6,014903001,014903
014903005,2,22,39,29,2,92,60,4,1,44,8.9,10,12.3,11.916666667,43764,10.8856,014,N,81.3,014903005,014903
014905001,39,31,33,40,6,143,95,24,20,69,16.4,10.5,11.5,14.555128789,42436,15.5121,014,N,94.5,014905001,014905
014906001,628,468,352,348,864,1796,511,135,266,832,20.7,19.3,19.2,10.432561735,47898,139.2473,014,N,94.1,014906001,014906
014906002,776,616,597,455,1049,2444,760,211,331,894,20,23,20.9,10.149483855,47298,172.4709,014,N,94.3,014906002,014906
014906004,56,19,14,5,56,94,18,1,23,56,.,.,.,11.583333333,48679,11.9994,014,N,89.7,014906004,014906
014906006,4,17,32,44,32,97,30,0,10,35,.,.,.,15.189176012,52056,14.1681,014,N,79.7,014906006,014906
014906007,753,606,491,469,783,2319,1044,244,251,475,21.6,21,21.8,10.850115878,47537,166.0806,014,N,94.5,014906007,014906
014906008,671,570,434,436,1091,2111,551,94,295,816,21.2,18.3,19.9,9.0844556724,45990,152.8223,014,N,94.2,014906008,014906
014907001,67,69,66,67,8,269,204,43,28,105,13.2,15.1,10.4,14,41285,27.9326,014,N,96.9,014907001,014907
014908001,121,124,103,96,4,444,353,32,48,84,17.4,19,18.4,13.540540541,42218,35.0229,014,N,95.5,014908001,014908
014909002,669,473,469,412,562,2023,814,226,309,970,23.4,20.9,22.6,11.861683686,43314,155.5532,014,N,91.5,014909002,014909
014910001,115,108,94,88,8,405,310,54,75,143,18.8,16.6,15.5,13.363636364,41916,30.8458,014,N,95.3,014910001,014910
015801001,53,53,24,32,2,162,4,0,38,155,25,25,25,3.3249035274,36596,9.7029,015,Y,78.3,015801001,015801
015801002,9,15,12,16,1,52,8,0,6,34,.,.,.,1.1469690583,28848,5.2686,015,Y,91.8,015801002,015801
015801003,37,24,19,13,5,93,3,0,22,79,.,.,.,0.8984802493,31327,8.8628,015,Y,69.2,015801003,015801
015802004,15,31,22,24,58,92,4,0,13,74,10,.,10,2.5,34149,3.7864,015,Y,95.1,015802004,015802
015806001,49,22,88,72,77,231,25,0,35,176,15.3,19.2,19.3,1.8121184747,33836,23.8226,015,Y,93,015806001,015806
015807001,156,79,42,53,72,330,74,0,47,204,26,22.5,19.7,5.5519121934,40010,14.1747,015,Y,83.9,015807001,015807
015807002,71,34,15,29,52,149,7,2,23,136,12.2,11.7,21.3,4.3571428571,38859,11.4445,015,Y,86.8,015807002,015807
015807004,111,52,28,49,11,240,29,1,28,159,19.4,17.7,24.6,6.4782608696,41833,9.7204,015,Y,82.9,015807004,015807
015807005,26,8,3,2,10,39,12,0,7,24,.,.,8.3,2.3333333333,37459,3.2357,015,Y,82.9,015807005,015807
015814001,51,56,33,25,1,165,8,0,16,151,8.8,4.7,5.6,17.5,27486,11.9986,015,Y,84,015814001,015814
015816001,45,31,55,25,12,156,24,0,27,110,15,15,15,1.5481255121,30940,16.7219,015,Y,91.3,015816001,015816
015817001,123,137,94,46,6,400,10,0,42,358,14.3,18.1,16,5.9545454545,43950,21.1255,015,Y,83.9,015817001,015817
015823001,25,17,13,14,3,69,3,0,6,64,8.3,4.8,6.8,6.2222222222,27205,8.9994,015,Y,88,015823001,015823
015901001,414,389,356,373,26,1532,1006,368,75,140,20.6,22.7,22.6,15.368851714,55425,107.1528,015,N,94.6,015901001,015901
015904001,562,484,425,347,13,1818,28,230,233,1628,21.5,25.9,25.6,11.223880597,46571,130.5914,015,N,93.8,015904001,015904
015904002,476,470,438,331,7,1715,101,170,250,1437,23.3,22.9,21.8,10.155737705,46222,116.9247,015,N,93.4,015904002,015904
015904003,15,4,6,2,0,27,0,0,9,26,.,.,.,14.454545455,47761,6.827,015,N,85.4,015904003,015904
015904004,27,59,57,51,1,194,8,1,11,179,9.5,7.5,7.6,9.6315789474,45442,15.1029,015,N,83.7,015904004,015904
015904010,6,0,0,2,1,8,2,0,8,5,.,.,.,11.8,45947,2.1339,015,N,75.8,015904010,015904
015905002,450,432,340,313,16,1535,18,176,186,1329,21.5,19.8,20.2,11.592103003,49454,99.1454,015,N,90.9,015905002,015905
015905003,364,350,341,232,16,1287,3,185,200,1130,17.4,16.7,16.8,11.990266094,50051,95.4957,015,N,91.2,015905003,015905
015906001,87,91,74,66,78,318,177,33,14,16,18.2,18.4,18.7,18.7,54008,26.8062,015,N,96.1,015906001,015906
015907001,572,476,468,326,127,1842,49,277,207,1546,21.7,21,20.9,14.198347107,49525,113.9875,015,N,91.6,015907001,015907
015907002,434,408,291,251,13,1384,18,174,163,1118,21,20.1,21,13.263157895,48783,88.2993,015,N,92.8,015907002,015907
015907003,513,488,375,322,37,1698,54,177,210,1411,20.3,23.3,21.9,12.900900901,48121,105.3179,015,N,91.8,015907003,015907
015907004,437,402,378,333,68,1550,18,160,223,1401,19.4,21.4,19.3,12.925925926,48662,101.6208,015,N,91,015907004,015907
015907005,667,562,481,377,190,2087,143,204,314,1684,20.7,20.7,22.3,14.503703704,50059,129.3059,015,N,92.3,015907005,015907
015907006,234,226,191,154,461,805,24,28,201,708,17.2,18.8,17.7,10.648648649,47011,69.9134,015,N,88.7,015907006,015907
015907007,567,553,458,345,44,1923,93,180,280,1511,20.6,22.1,22.4,12.840336134,48712,114.1948,015,N,92.6,015907007,015907
015907008,427,376,287,275,16,1365,8,114,252,1168,15.8,18.1,18.6,13.346534653,48812,95.7892,015,N,91.8,015907008,015907
015907014,24,43,49,37,2,153,3,1,10,139,11.9,14.1,6.6,15.25,51208,14.9581,015,N,70.6,015907014,015907
015907182,52,36,42,15,24,145,5,0,13,138,8.1,4,6.8,16.875,50501,7.9975,015,N,74.6,015907182,015907
015908001,821,531,537,492,35,2381,79,191,243,2017,22.3,21.6,20.7,12.030864198,49949,158.3138,015,N,93.2,015908001,015908
015909001,264,215,230,171,12,880,125,97,100,610,20.7,19.4,19.5,11.189821407,46987,61.5187,015,N,92,015909001,015909
015910001,683,565,438,385,105,2071,292,245,269,1282,20.1,20.9,22.1,11.332394366,52710,168.7206,015,N,91.8,015910001,015910
015910002,774,720,573,611,270,2678,1212,168,355,756,24.9,24.4,24.2,11.884803922,53459,185.4576,015,N,94.1,015910002,015910
015910003,901,709,704,648,142,2962,1607,365,274,550,24.1,25.3,24.2,12.293367347,52831,181.1522,015,N,94.3,015910003,015910
015910004,891,723,562,452,647,2628,558,115,378,1542,21.2,23,21.8,10.718670077,52234,172.6773,015,N,93.7,015910004,015910
015910005,1039,871,674,608,354,3192,1283,151,381,1051,24.2,23.4,23.6,13.389261745,53777,204.8188,015,N,93.8,015910005,015910
015910007,644,590,539,660,123,2433,1406,268,197,182,24.9,23.2,23.6,13.913294798,53886,155.0901,015,N,96.2,015910007,015910
015910008,1,6,57,47,4,111,53,1,7,26,-2,-2,-2,17.3,63862,9.7501,015,N,92.5,015910008,015910
015910009,118,121,111,114,9,464,209,126,10,71,11.7,17.4,19.5,9.9642857143,55130,26.1322,015,N,96.1,015910009,015910
015910012,40,16,12,5,9,73,27,0,18,32,6.2,6.7,9.2,21.266666667,59738,14.2191,015,N,82.8,015910012,015910
015910014,600,524,472,195,122,1791,955,164,124,157,21.3,22.9,23.1,9.0722021661,51081,122.3406,015,N,.,015910014,015910
015910054,1,2,2,3,1,8,2,0,0,4,.,.,.,.,.,.,015,N,90.9,015910054,015910
015911001,730,735,500,462,276,2427,817,250,259,1153,22.7,21.3,21.7,11.686310557,51330,152.0318,015,N,93,015911001,015911
015912001,1007,831,563,580,95,2981,208,190,427,2273,22.5,21.7,21.9,9.8407299926,50688,168.5669,015,N,91,015912001,015912
015915001,805,674,486,353,156,2318,203,187,258,1438,22.6,23.9,23.6,13.484076433,52173,150.1219,015,N,92.7,015915001,015915
015915002,1080,738,624,456,212,2898,392,428,420,1832,25.3,25.9,25.5,10.786096257,50595,180.7629,015,N,90.8,015915002,015915
015915003,833,647,499,549,160,2528,817,224,318,872,23.9,24.9,25.4,12.100294985,51345,162.7437,015,N,92.2,015915003,015915
015915005,699,697,588,650,202,2634,1137,358,264,705,22.7,19.6,22.8,12.18128655,51398,163.464,015,N,93.7,015915005,015915
015915006,230,206,220,186,51,842,261,244,15,183,22.7,22.4,22.8,19.660377358,57016,49.0065,015,N,96.6,015915006,015915
015915007,883,807,518,567,272,2775,796,387,254,1036,22.3,21.9,23.5,10.913294798,50675,164.4364,015,N,92.7,015915007,015915
015915008,104,31,18,5,18,158,18,2,34,100,7.3,6.8,10.6,17.863636364,55176,22.0018,015,N,72.7,015915008,015915
015915016,808,651,582,748,127,2789,1322,363,260,519,23.7,23.7,24.7,13.070588235,52855,164.4467,015,N,94.4,015915016,015915
015915019,900,751,654,645,337,2950,662,231,328,1129,24.3,23.9,25.6,10.879310345,50470,168.1131,015,N,93.3,015915019,015915
015915022,982,790,578,599,384,2949,616,217,326,1221,22.5,23.7,24.7,10.170212766,49667,181.011,015,N,92.1,015915022,015915
015916001,1144,770,586,638,863,3138,917,174,298,1037,21.7,19.6,23.4,12.59488253,51109,197.9472,015,N,94.6,015916001,015916
015916008,833,657,556,482,915,2528,314,121,323,1474,21.9,21.2,21.8,8.3604032808,48486,169.173,015,N,94.1,015916008,015916
015917001,441,373,329,277,32,1420,193,124,183,1306,18.9,20.1,18.7,8.1735485116,46331,101.552,015,N,92.9,015917001,015917
016901001,61,50,42,53,8,206,152,19,36,56,14.3,12.5,14.7,17.5,47179,21.2997,016,N,95.2,016901001,016901
016902001,96,76,70,77,5,319,231,48,29,136,15.5,9.6,12.6,14.969096937,47362,30.0254,016,N,94,016902001,016902
018901001,93,92,66,84,7,335,253,25,43,102,15.5,12.6,15,12.733333333,39288,28.4475,018,N,95.5,018901001,018901
018904001,46,47,39,33,4,165,132,11,30,59,13.4,14.2,16,14.446973616,43517,14.9565,018,N,94.4,018904001,018904
019901001,65,78,82,71,69,296,211,30,48,122,12.8,13.7,16.6,12.625,40126,27.1851,019,N,95.2,019901001,019901
019902002,108,102,99,80,90,389,273,17,80,168,14.4,15.1,18.2,15.5,42255,32.7701,019,N,94.3,019902002,019902
019905001,117,104,111,102,87,434,318,27,91,162,14.5,12,17,15.607088102,46992,41.4973,019,N,94.9,019905001,019905
019906001,102,74,81,88,22,345,316,25,41,68,14.6,10.9,13.4,9.8571428571,40618,36.0636,019,N,95.6,019906001,019906
019907002,548,475,413,372,837,1808,849,165,284,844,19.6,20.8,20.9,13.331265174,43465,134.5842,019,N,93.7,019907002,019907
019907003,13,16,43,53,49,125,67,1,5,50,20,22,20.3,21.625,48351,8.0015,019,N,89.7,019907003,019907
019908001,195,203,187,138,361,723,343,61,145,355,16.9,14.5,15.6,12.208255721,45050,62.2665,019,N,95.2,019908001,019908
019908002,6,6,8,15,13,35,20,0,2,28,5,10.7,7,16.6,43169,4.9992,019,N,88.3,019908002,019908
019909001,57,51,42,63,0,213,211,15,42,90,15.4,14.9,14.3,8.4583333333,38781,15.9249,019,N,94.8,019909001,019909
019912001,129,163,160,125,66,577,476,137,47,76,17,17.4,18,15.974946782,44662,51.448,019,N,95.4,019912001,019912
020901001,745,615,590,475,104,2425,1258,189,310,1129,19.3,19.8,16.7,10.375511907,47538,166.9946,020,N,93,020901001,020901
020901002,533,486,379,278,446,1676,534,120,165,649,22.5,21.5,22.4,5.9145803945,46296,106.5497,020,N,94.4,020901002,020901
020902001,476,490,491,350,293,1807,841,118,171,766,19.1,21,18.7,12.11790393,49861,109.4776,020,N,94.7,020902001,020902
020904001,53,58,58,57,3,226,181,30,25,55,16.2,16.9,19.3,15.363863031,48290,17.8944,020,N,94.8,020904001,020904
020905001,306,325,243,190,138,1064,293,31,152,743,18.3,18.5,16.9,13.768742827,49350,87.6149,020,N,93.1,020905001,020905
020905002,748,658,574,554,224,2534,1478,249,340,766,23.9,22.3,22,13.883423233,49385,157.9285,020,N,93.7,020905002,020905
020905006,13,37,54,104,14,208,68,0,17,68,25,25,25,13.8,44967,6.0672,020,N,79.1,020905006,020905
020906002,156,149,139,123,120,567,364,59,51,166,17.2,15.7,18,14.186183786,48688,41.2232,020,N,95.1,020906002,020906
020907001,283,202,197,209,125,891,580,53,100,355,21,19.2,19.1,12.160714286,46004,53.8528,020,N,93.9,020907001,020907
020908001,894,740,680,961,520,3275,1667,127,420,723,23.7,21,22.9,9.0816326531,47039,191.7903,020,N,93.5,020908001,020908
021901001,770,665,624,556,329,2615,1700,384,208,575,23,24.6,23.4,11.837527512,46776,163.81,021,N,95.3,021901001,021901
021901002,4,11,18,23,22,56,19,0,2,32,16.8,10,13,10.5,45268,9.9182,021,N,83.8,021901002,021901
021902001,735,521,786,679,658,2721,944,333,248,1650,19.3,20.3,19,11.342678288,44460,216.6013,021,N,92.4,021902001,021902
021902017,34,42,63,104,56,243,69,2,7,159,2.5,5.6,5.2,9.3769588852,42240,17.9597,021,N,80,021902017,021902
022004001,9,9,8,14,0,40,19,7,6,24,7.9,6.8,6,15.545454545,41269,6.7463,022,N,95,022004001,022004
022901001,75,82,63,76,3,296,108,41,41,125,16.3,14,19.4,15.137931034,44540,27.3631,022,N,94.7,022901001,022901
024901001,124,98,120,85,0,427,21,44,73,362,14.1,17.1,16.8,12.767498334,43409,41.5745,024,N,87.9,024901001,024901
025901001,87,76,80,65,20,308,237,30,43,121,16.7,13.8,15.5,14.236842105,40098,27.1315,025,N,94.3,025901001,025901
025902001,256,219,202,187,73,864,521,87,135,431,17.6,20.7,18.6,14.608695652,43144,64.3184,025,N,94,025902001,025902
025902003,11,8,9,14,3,42,22,0,0,31,5,4.8,6.7,11.4,39743,3.905,025,N,92.3,025902003,025902
025904001,13,20,21,17,1,71,51,4,12,38,11.4,12.4,10.5,10.846153846,36203,9.5507,025,N,97.5,025904001,025904
025908001,10,14,15,7,1,46,33,4,9,26,9.8,12.3,8.4,18.038387716,40930,6.3045,025,N,96.6,025908001,025908
025909001,109,94,83,98,6,384,326,33,37,126,11.3,11,10.8,13.473030363,41625,41.0121,025,N,96.1,025909001,025909
026901001,142,127,131,112,55,512,354,50,76,142,16,15.7,17,13.066093033,45188,40.6176,026,N,95.5,026901001,026901
026902001,37,39,45,36,40,157,82,15,21,77,11.7,12.6,11.8,14.192307692,42417,17.8809,026,N,93.4,026902001,026902
026903002,31,33,26,18,21,108,58,14,9,41,8.1,7.7,7.9,14.291666667,44831,17.3812,026,N,95.6,026903002,026903
027903001,282,253,226,232,17,993,800,87,143,409,20.2,17.7,20.8,14,45094,69.2404,027,N,94.9,027903001,027903
027904001,292,278,267,227,35,1064,678,63,136,443,24.5,23.1,27.1,13.768887462,46250,82.1635,027,N,95.2,027904001,027904
027904002,2,9,18,13,5,42,26,0,5,20,7.3,9.8,6,13.8,47651,8.3345,027,N,90.5,027904002,027904
028902001,7,334,312,299,77,952,347,81,124,434,20.1,18,19,9.7733081182,43128,66.2487,028,N,93.2,028902001,028902
028903001,120,97,95,96,39,408,156,63,31,204,16.1,15,12.2,11.325,42764,35.1513,028,N,94.2,028903001,028903
029901001,373,349,315,264,29,1301,528,167,195,550,21.3,18.1,22,14.05695519,46897,85.3311,029,N,94.5,029901001,029901
029901003,4,15,19,19,0,57,21,1,12,31,.,.,.,15.333333333,47823,3,029,N,91.1,029901003,029901
030902001,124,103,102,104,2,433,394,3,57,110,15.8,13.6,13.6,13.75,40311,40.8034,030,N,95.5,030902001,030902
030903001,20,23,23,31,0,97,88,12,18,48,9.1,9.9,8.3,10.526315789,36730,14.6547,030,N,96.3,030903001,030903
030906001,27,36,34,31,0,128,110,12,22,45,10.6,9.3,10,14.775932556,40994,15.4315,030,N,96,030906001,030906
031901001,991,747,747,640,2,3125,111,278,353,2740,22.4,22.6,21.9,14.637045075,51421,205.1386,031,N,94.8,031901001,031901
031901002,896,510,571,463,1,2440,20,107,388,2412,22.4,22.2,21.1,12.726757631,49565,169.0547,031,N,93,031901002,031901
031901003,812,687,551,438,4,2488,60,128,345,2411,21.4,21.4,21.2,12.98658898,49776,170.4623,031,N,93.6,031901003,031901
031901004,747,587,485,392,4,2211,23,68,322,2183,21.6,19.2,21.1,12.745414912,49035,151.6275,031,N,93,031901004,031901
031901007,759,542,513,434,1,2248,19,103,374,2227,23.8,20.7,23.2,10.79959477,48141,157.5624,031,N,93.5,031901007,031901
031903001,783,601,596,525,15,2505,247,264,250,1714,22.3,19.9,20,12.142937827,46799,171.2492,031,N,90.2,031903001,031903
031903002,664,461,482,447,17,2054,288,267,200,1161,23.4,23.9,17.8,14.364992595,47952,141.4609,031,N,92.7,031903002,031903
031905001,262,224,154,187,1,827,81,74,73,638,16.7,15.7,14.6,13.391304348,48858,65.1165,031,N,96.2,031905001,031905
031905002,16,18,10,18,0,62,3,0,6,51,.,.,.,.,.,.,031,N,76.6,031905002,031905
031906001,856,653,426,532,9,2467,129,245,240,2146,20.6,19.4,22.7,12.447915643,46228,164.6838,031,N,94.5,031906001,031906
031906005,6,0,2,3,0,11,0,0,2,10,.,.,.,.,.,.,031,N,92.6,031906005,031906
031909001,180,161,161,143,3,645,87,77,57,538,19.8,15.9,19.8,12.685185185,44973,53.0829,031,N,92.7,031909001,031909
031911001,185,149,140,166,1,640,29,20,96,526,21,18.2,16.5,12.634146341,46209,39.6055,031,N,93.4,031911001,031911
031913001,36,35,36,38,0,145,0,13,18,138,12.4,10.1,11.3,9.8421052632,43765,14.9818,031,N,94.9,031913001,031913
031914001,97,101,71,82,0,351,13,16,51,322,16.5,15,14.2,11.219988406,44140,28.2827,031,N,93.5,031914001,031914
031916001,174,161,104,91,3,530,46,110,16,356,16,18.2,16.8,13.595749333,50328,41.1151,031,N,96.7,031916001,031916
031916003,161,149,64,29,2,403,22,43,9,270,16.6,15.2,19.6,18.527032742,52763,34.151,031,N,93.7,031916003,031916
031916004,176,196,162,169,12,703,35,184,6,460,17.2,17.1,21.2,16.373627687,51922,53.5336,031,N,97.1,031916004,031916
031916005,180,197,184,133,7,694,140,267,4,285,17.3,16.4,20,17.637580911,52647,53.198,031,N,97.1,031916005,031916
032902002,196,156,159,139,140,650,307,51,118,384,14.9,15.6,15.6,12.450461613,41564,68.0414,032,N,94,032902002,032902
033902001,59,53,50,52,0,214,195,40,28,22,11.3,11.1,11.1,14.62962963,43193,22.4427,033,N,96.4,033902001,033902
033904001,30,26,32,28,1,116,106,5,26,29,10.3,7.9,9.4,16.421052632,41546,14.939,033,N,95.3,033904001,033904
034901001,147,132,115,127,180,521,316,52,80,259,17.1,15,16.4,14.5,39740,41.9994,034,N,94.4,034901001,034901
034903001,71,84,72,74,44,301,237,36,30,127,13.4,13.9,14.8,9.4987627165,39660,29.0313,034,N,95.2,034903001,034903
034905002,78,66,61,47,53,252,184,19,41,125,12.9,11.7,11.9,15.372881356,44162,26.8234,034,N,95.9,034905002,034905
034906001,44,33,34,29,3,140,130,17,28,43,16.6,14.3,15.8,11,38980,11.8679,034,N,94.2,034906001,034906
034907001,82,78,82,76,63,318,240,18,49,137,15.6,14.4,13.8,13.276901004,38491,32.8021,034,N,95.6,034907001,034907
035901001,77,75,61,62,4,275,67,14,23,187,14.5,12.4,12.5,13.225834292,41084,29.3438,035,N,94.4,035901001,035901
036901001,99,127,96,92,96,414,232,26,59,183,16.3,13.7,15.2,9.5111910938,45482,30.975,036,N,94.6,036901001,036901
036902001,295,301,283,211,41,1090,905,41,63,159,18,18.8,19.2,15.121794872,55115,73.599,036,N,95,036902001,036902
036902005,1,2,1,2,0,6,5,0,0,2,.,.,.,18,54322,1,036,N,87.9,036902005,036902
036903001,91,96,84,101,33,372,255,45,52,145,19.6,18,18.9,15.266666667,48919,23.7956,036,N,96.2,036903001,036903
037901001,51,48,47,38,59,184,87,6,26,113,9.8,10.5,11.3,16.535714286,42154,20.4996,037,N,95.8,037901001,037901
037904002,341,276,261,215,236,1093,450,53,138,682,15.5,16,16.9,13.057795216,42592,92.0886,037,N,92.4,037904002,037904
037907002,150,133,157,113,82,553,409,28,70,227,16.9,15.7,16.2,10.313714176,37068,41.9814,037,N,93.2,037907002,037907
037909001,27,17,22,19,11,85,64,7,15,46,15.5,11.7,9.7,5.9230769231,34754,9.7235,037,N,94.8,037909001,037909
038901001,73,76,79,79,24,307,194,25,51,125,11.2,9.4,13.1,15.48048048,40577,32.2058,038,N,95.2,038901001,038901
039902001,91,59,70,73,4,293,271,19,46,65,13.3,13.1,14.4,17.983606557,44560,28.1238,039,N,94.4,039902001,039902
039903001,38,49,42,34,2,163,143,17,19,63,14.6,10.7,15.1,10.181818182,38741,15.1217,039,N,96,039903001,039903
040901001,19,36,23,35,11,113,22,15,17,90,10.4,9.8,11.2,14.85,43183,16.2497,040,N,96,040901001,040901
040901002,3,1,3,4,0,11,1,0,2,10,.,.,.,15.375,41572,6.2648,040,N,70.8,040901002,040901
040902002,1,0,0,1,0,2,1,0,1,2,.,.,.,.,.,.,040,N,-1,040902002,040902
042901001,64,75,87,63,7,289,197,28,33,125,13.2,13.4,14.3,13.727272727,40048,29.8667,042,N,96.7,042901001,042901
043901001,9,1238,1171,1219,420,3637,2483,458,344,407,20.8,23.1,20.7,11.818358712,51089,222.1225,043,N,95.8,043901001,043901
043902001,150,151,116,92,44,509,334,15,59,178,14.6,13.1,13.3,8.1851851852,43992,49.0978,043,N,96.3,043902001,043902
043903001,160,137,139,111,19,547,435,35,66,112,21.4,22.3,21.7,14.326923077,49073,40.0533,043,N,96,043903001,043903
043904001,121,110,110,90,28,431,313,21,35,154,17.5,17.2,18.8,11.114285714,42566,31.5178,043,N,95.6,043904001,043904
043905001,398,302,296,392,182,1388,854,73,110,203,15.8,16.6,15.2,11.521479203,50399,143.3626,043,N,94.1,043905001,043905
043905002,455,376,346,293,129,1470,1008,98,94,138,17.3,17.6,18.6,10.639293513,49186,135.4558,043,N,95.4,043905002,043905
043905005,598,561,430,260,317,1849,1134,72,137,221,20.2,18.1,19.3,7.5606719005,47093,148.668,043,N,95.7,043905005,043905
043905006,541,495,400,360,358,1796,940,107,111,221,18.9,19,18.5,7.1866519327,47139,148.2937,043,N,96,043905006,043905
043907003,32,9,12,34,12,87,28,0,0,27,9.5,8.5,8.6,13.933333333,51226,14.9419,043,N,77.7,043907003,043907
043908001,104,92,88,50,17,334,257,34,30,68,19.8,14.4,20.4,8.8787878788,48823,25.902,043,N,95.2,043908001,043908
043911001,199,198,188,167,35,752,529,32,110,254,14.6,16.7,16.8,9.6949152542,44619,54.4953,043,N,94.6,043911001,043911
