,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,white_stu_count,his_stu_count,all_stud_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_avg_salary,teacher_experience,exp_w_dist,dist_name,dist_num,county_num,attendance
016901,56,52,45,43,0,501,135,638,62,97,210,16,14.6,17,34270,13.4,5.4,JOHNSON CITY ISD,016901,016,96.5
016902,86,67,53,69,16,671,230,925,146,170,369,13.6,13,16.2,31949,11.3,5.6,BLANCO ISD,016902,016,95.6
017901,17,26,15,16,1,145,43,193,7,39,62,12.4,11.5,15.8,38940,12.8,7.2,BORDEN COUNTY ISD,017901,017,95.9
018901,93,107,86,80,56,915,207,1179,113,165,481,16,15.9,17.5,31459,11.9,6.2,CLIFTON ISD,018901,018,96.8
018902,39,52,42,31,31,380,122,538,42,89,269,18.2,17.2,19.2,31796,13.8,6.4,MERIDIAN ISD,018902,018,96.5
018903,10,9,12,15,0,105,63,168,6,46,133,15.4,12.3,13.5,32490,12.8,4.5,MORGAN ISD,018903,018,94.8
018904,41,53,39,41,26,404,42,473,34,74,154,25.1,20.4,23.3,34629,12.8,6.4,VALLEY MILLS ISD,018904,018,96.6
018905,19,15,11,12,3,158,54,215,15,45,117,15,9.1,12.3,34039,17.3,10.4,WALNUT SPRINGS ISD,018905,018,95.3
018906,11,8,12,10,0,125,11,138,14,33,74,13.2,12.2,12.7,28963,10.2,7.5,IREDELL ISD,018906,018,95.8
018907,27,22,34,15,7,304,18,329,15,52,152,20.6,8.9,17.6,28185,8.1,3.6,KOPPERL ISD,018907,018,93.4
018908,14,6,14,14,1,130,26,158,5,41,75,10.5,10.3,9.4,28589,7.7,5.3,CRANFILLS GAP ISD,018908,018,95.7
019901,93,101,67,84,330,696,33,1060,82,147,598,18.5,18.1,21.9,31335,13.3,8.7,DEKALB ISD,019901,019,96.1
019902,95,103,100,88,250,873,30,1163,65,192,471,16.8,14,14.1,32089,14.6,10.2,HOOKS ISD,019902,019,95.1
019903,39,48,35,27,61,391,13,465,23,94,190,16.4,14.4,19.1,32005,13.4,11.3,MAUD ISD,019903,019,96.9
019905,123,131,112,113,369,1144,29,1555,56,235,617,16.9,17.3,18.4,32191,13.1,9,NEW BOSTON ISD,019905,019,96.5
019906,93,113,86,72,54,1121,17,1196,101,134,216,19.6,19.7,22,31504,12.2,7.2,REDWATER ISD,019906,019,96.3
019907,437,380,306,290,2622,2476,150,5298,770,671,2992,19.9,21.1,20.9,31671,13.5,9.8,TEXARKANA ISD,019907,019,95.5
019908,283,200,181,156,1164,1466,65,2706,176,477,1604,16.2,16,18.4,32692,14.5,9.9,LIBERTY-EYLAU ISD,019908,019,95.2
019909,36,40,33,35,0,491,2,502,36,77,259,14.4,11,14.2,30982,11.9,7.7,SIMMS ISD,019909,019,95.5
019910,0,0,0,0,2,115,0,117,11,25,69,.,.,.,25316,5.8,4.1,MALTA ISD,019910,019,97.8
019911,0,0,0,0,6,295,4,312,37,27,69,13,13,13,32693,13.5,7.3,RED LICK ISD,019911,019,97
019912,172,154,142,142,120,1738,41,1921,325,228,195,21.6,18.9,21.7,32355,12.1,7.8,PLEASANT GROVE ISD,019912,019,97.2
019913,0,0,0,0,0,64,9,75,6,11,21,.,4,.,30645,10.4,8.9,HUBBARD ISD,019913,019,96.9
019914,0,0,0,0,2,122,0,124,4,23,62,15.7,16,16,30575,12.9,10.6,LEARY ISD,019914,019,95.7
020901,1083,753,661,529,298,7302,3441,11249,951,1482,4932,24.8,22.1,23.6,32520,10.5,7.5,ALVIN ISD,020901,020,94.2
020902,628,478,389,330,1012,3904,1738,6716,671,831,2351,22.8,22.9,22.8,34809,12.1,8.4,ANGLETON ISD,020902,020,95.7
020904,58,71,60,57,5,624,109,742,73,86,128,11.2,11.2,14.6,31876,9.8,5.4,DANBURY ISD,020904,020,95.8
020905,1202,938,785,627,1178,7482,4274,13131,1303,1863,4781,25.1,23.3,24.7,36173,12.7,10.1,BRAZOSPORT ISD,020905,020,96
020906,238,178,154,146,417,1524,284,2231,151,283,18,20.3,18,21.1,35324,13.6,8.3,SWEENY ISD,020906,020,95.4
020907,371,248,211,173,580,2386,520,3500,493,431,1103,21.6,21.5,22.5,33110,13.7,9.2,COLUMBIA-BRAZORIA ISD,020907,020,95
020908,765,769,574,489,609,6283,1858,9138,403,1002,1500,24.4,24.6,24.2,32803,10.8,7,PEARLAND ISD,020908,020,96.4
020910,0,0,0,0,0,105,40,145,11,22,61,18.6,12.3,19,27745,6.2,4.5,DAMON ISD,020910,020,96.5
021901,678,540,447,443,865,5116,670,7153,904,573,1729,23,21,24.4,33077,12,7.1,COLLEGE STATION ISD,021901,021,96.2
021902,1165,1043,695,701,3308,5927,4237,13561,2403,2119,7239,19,21.1,19.7,31159,10.3,6.9,BRYAN ISD,021902,021,94.7
022004,28,12,5,4,3,40,127,171,23,3,144,11.1,13.6,12.7,26496,5.3,2.2,TERLINGUA CSD,022004,022,93.3
022901,106,82,89,88,11,574,693,1286,123,97,678,15.1,18.4,17.8,31687,11.9,8.1,ALPINE ISD,022901,022,96.3
022902,10,13,10,6,0,32,85,117,8,10,87,10.3,10,9.5,28629,8.6,4.1,MARATHON ISD,022902,022,96.7
022903,0,0,0,0,1,8,11,20,3,4,0,.,.,.,37453,18.4,6.4,SAN VICENTE ISD,022903,022,98.1
023902,24,23,21,22,10,174,107,291,25,42,174,13.8,12.7,15.6,31999,12.3,7.6,SILVERTON ISD,023902,023,96.6
024901,217,139,104,125,2,110,1848,1966,163,250,1318,22.8,21.3,22.5,32628,15.1,11.8,BROOKS ISD,024901,024,93.1
025901,75,82,82,59,78,851,135,1069,81,201,498,17.1,14.4,18.5,31167,11.2,6.2,BANGS ISD,025901,025,95.8
025902,370,314,253,222,300,2660,1069,4062,253,573,1872,17.5,18.3,19.4,30837,12.7,8.1,BROWNWOOD ISD,025902,025,95.3
025904,22,24,23,18,9,201,50,260,11,57,144,19.5,11.9,16.5,27863,7.9,4.7,BLANKET ISD,025904,025,96.1
025905,30,24,18,25,0,258,15,280,42,44,136,21.3,15.8,20.9,30860,12,6.8,MAY ISD,025905,025,96.3
025906,12,26,18,18,0,161,22,183,12,45,83,13.2,8.9,12.9,33913,14.3,9.9,ZEPHYR ISD,025906,025,96.2
025908,23,18,18,15,1,193,16,213,20,40,119,18.1,15.8,15.3,30792,11.9,5.5,BROOKESMITH ISD,025908,025,97.2
025909,102,93,75,74,3,1105,118,1239,76,177,378,15.5,16.2,17,32288,13.9,8,EARLY ISD,025909,025,97.2
026901,170,154,121,106,271,1309,374,1958,103,244,873,22.2,22.5,21.6,32550,13,8.4,CALDWELL ISD,026901,026,96
026902,75,55,69,52,262,450,121,835,46,144,504,16.3,12,16.7,31233,9.1,5.3,SOMERVILLE ISD,026902,026,95.9
026903,53,36,35,26,201,240,92,535,35,91,314,12.8,11.8,16.6,29496,10.6,8.2,SNOOK ISD,026903,026,96.1
027903,278,192,192,148,52,2093,465,2625,166,350,1217,21.5,20.8,24.1,32025,12.9,6.2,BURNET CONS ISD,027903,027,95.1
027904,301,231,203,166,83,2535,729,3371,156,409,1484,20.9,21.3,21.6,31835,11.7,5.7,MARBLE FALLS ISD,027904,027,95.3
028902,407,321,187,201,382,1860,1885,4148,255,706,1925,23,21.6,21.3,31936,10.5,7.9,LOCKHART ISD,028902,028,95.3
028903,144,115,96,101,158,702,766,1628,116,218,942,18.4,17.2,19.7,32058,12.2,9.1,LULING ISD,028903,028,95.7
028906,26,15,14,8,16,102,83,201,8,43,155,16.6,9.5,11.4,28311,7.9,7.5,PRAIRIE LEA ISD,028906,028,94
029901,468,310,218,238,139,1972,2145,4453,421,453,2056,19.8,20.5,22.3,31392,13.1,9.6,CALHOUN CO ISD,029901,029,94.9
030901,43,38,41,36,0,442,21,463,46,77,182,19.4,14.9,16.8,33091,14.8,9.9,CROSS PLAINS ISD,030901,030,96.3
030902,129,107,119,104,6,1444,87,1543,130,267,574,18.3,16.9,20.1,31326,11.4,6.9,CLYDE CONS ISD,030902,030,96.3
030903,37,34,24,30,0,378,66,450,54,74,195,14.6,12.3,12.1,31538,12.2,7.6,BAIRD ISD,030903,030,96.6
030906,57,43,41,40,1,501,62,566,54,81,268,14.5,11.4,14.5,30760,9.4,5.7,EULA ISD,030906,030,96.2
031901,4808,2263,2150,1624,29,1091,39095,40324,2572,4198,35346,18.4,21,20.3,32693,11.2,9.7,BROWNSVILLE ISD,031901,031,94.9
031903,1695,1026,958,838,108,2191,13530,15931,1848,2082,10932,19.7,21,21,34952,12.4,8.9,HARLINGEN CONS ISD,031903,031,95.1
031905,249,162,161,146,6,280,2360,2648,204,255,2054,16.9,15.1,18.9,35431,11,6.6,LA FERIA ISD,031905,031,95.8
031906,647,415,363,296,19,600,5552,6191,441,846,4967,20.5,22.1,20.5,32879,10,5.4,LOS FRESNOS CONS ISD,031906,031,96.2
031909,197,167,136,109,9,433,1907,2356,162,268,1755,21.7,20.1,21.6,34613,9.9,6.2,POINT ISABEL ISD,031909,031,95.6
031911,224,128,124,96,1,115,1922,2039,143,215,1646,20.3,18.2,19.7,33820,11.1,7.3,RIO HONDO ISD,031911,031,95.6
031912,864,588,471,390,9,245,8346,8610,564,1195,7341,20.1,21.3,22.1,32964,11.4,8,SAN BENITO CONS ISD,031912,031,94.4
031913,35,40,28,39,0,0,489,490,42,44,482,11.2,10.9,11.8,32533,10.7,4.6,SANTA MARIA ISD,031913,031,95.9
031914,124,73,84,76,2,27,1204,1235,74,136,1152,17.6,16,18.1,31604,7.7,5.3,SANTA ROSA ISD,031914,031,96.2
031916,501,443,418,410,10,455,1557,2112,729,252,1138,18,18.7,20.8,36363,12.8,4.5,SOUTH TEXAS ISD,031916,031,95.3
032902,183,141,164,118,534,1239,340,2115,143,341,1115,16.4,14.6,17.9,32425,12,7.9,PITTSBURG ISD,032902,032,94.8
033901,13,18,21,18,0,166,6,173,19,26,75,11.9,11,15.8,34411,14.9,7.9,GROOM ISD,033901,033,97.3
033902,53,59,57,56,1,633,87,726,57,116,146,16.7,14,15.5,34124,15.6,9,PANHANDLE ISD,033902,033,97
033904,35,38,56,39,0,465,29,496,63,80,137,17.8,13.5,12.9,32627,13.3,6.9,WHITE DEER ISD,033904,033,96.9
034901,170,145,162,121,731,1242,12,1989,197,379,975,19.8,13.5,18.3,31771,13,9.6,ATLANTA ISD,034901,034,95.7
034902,18,10,13,17,54,131,5,190,16,30,93,8.8,8,10.6,34413,17.4,9.9,AVINGER ISD,034902,034,95.7
034903,68,85,86,53,160,778,43,986,88,151,468,21.5,15,16.7,31262,11.2,7.5,HUGHES SPRINGS ISD,034903,034,95.1
034905,118,100,75,71,295,772,11,1079,97,179,462,14.3,12.9,14.9,31917,12.7,8.3,LINDEN-KILDARE CONS ISD,034905,034,95.4
034906,49,34,45,25,29,423,5,457,11,74,151,22.7,18.8,28.7,28372,10.9,5.3,MCLEOD ISD,034906,034,95.1
034907,106,97,104,104,286,1037,4,1334,54,266,585,19.5,20.1,20.3,30929,12,7.2,QUEEN CITY ISD,034907,034,95.8
034908,0,0,0,0,25,33,1,59,0,15,49,8,8,8,31293,13.5,12,MARIETTA ISD,034908,034,96.4
034909,13,28,25,20,11,218,6,236,10,51,70,15.4,10.2,12.6,33471,15.5,8.8,BLOOMBURG ISD,034909,034,94.5
035901,139,92,97,107,46,354,1065,1466,77,129,1052,17,17,18.1,31760,13.1,8.8,DIMMITT ISD,035901,035,95.9
035902,40,30,40,36,10,84,355,449,59,49,364,17.1,17,14,31408,13.4,8.5,HART ISD,035902,035,96.9
035903,20,20,25,24,0,238,11,249,33,17,38,13.4,10.8,14.9,32103,12,7,NAZARETH ISD,035903,035,98.2
036901,140,102,104,84,294,873,236,1462,66,192,676,20,19.5,20.2,31479,11.4,7.1,ANAHUAC ISD,036901,036,95.4
036902,185,179,185,136,66,2044,245,2362,117,259,463,20.4,18.6,19.3,37838,14.9,8.3,BARBERS HILL ISD,036902,036,95.6
036903,96,91,83,65,171,797,113,1090,103,178,425,15.1,16.8,17.8,31719,11.5,8.4,EAST CHAMBERS ISD,036903,036,95.2
037901,62,47,53,51,263,336,60,660,59,80,432,14.4,12.1,13,30679,12.2,8,ALTO ISD,037901,037,98.1
037904,410,302,280,252,1069,2646,900,4635,257,607,2424,18,16.3,17.4,30157,10.6,7.1,JACKSONVILLE ISD,037904,037,94
037907,159,148,142,119,341,1462,127,1947,122,214,932,19.2,19.9,20.3,30899,12.1,7.3,RUSK ISD,037907,037,94.9
037908,25,24,12,19,39,114,191,344,19,35,276,13.6,11,14.3,28679,9.2,4.9,NEW SUMMERFIELD ISD,037908,037,94.9
037909,23,30,21,22,33,255,13,301,27,40,170,12.6,13.1,17,31077,9.7,6.2,WELLS ISD,037909,037,95.9
038901,98,107,100,84,96,805,361,1280,102,281,553,17.9,17.6,18.1,33344,14.4,9.7,CHILDRESS ISD,038901,038,96.2
039901,11,11,10,11,0,126,5,131,15,17,55,11.1,8.6,9.4,31413,13.1,11.1,BYERS ISD,039901,039,96.7
039902,102,86,83,78,6,1012,38,1072,84,178,308,17.1,16,16.3,32790,12.4,7.4,HENRIETTA ISD,039902,039,96.4
039903,32,32,35,41,0,458,37,496,9,87,118,15.6,13.8,15.1,28475,7.6,4,PETROLIA ISD,039903,039,95.5
039904,17,14,21,8,0,186,0,186,15,26,52,13.8,13.3,14,32980,13,8.9,BELLEVUE ISD,039904,039,97
039905,15,16,16,22,1,166,8,175,22,20,40,14.5,7.7,14.7,32277,13.7,8.2,MIDWAY ISD,039905,039,96.9
040901,42,50,51,41,52,185,430,668,79,90,511,14,15.1,14.3,31672,12.1,6.5,MORTON ISD,040901,040,96.3
040902,77,61,61,55,6,297,235,540,38,46,289,16,16.2,18.1,34174,13.6,8.8,WHITEFACE CONS ISD,040902,040,92.6
041901,76,46,42,22,40,298,91,430,28,101,242,16.5,11.8,13.3,29548,9.8,6,BRONTE ISD,041901,041,97.1
041902,35,39,26,34,1,287,113,402,44,52,191,11.1,13.5,15.3,36423,15.4,8.3,ROBERT LEE ISD,041902,041,96.1
042901,100,87,88,75,55,854,269,1183,96,159,671,16.7,15.8,17.9,30556,11.6,7,COLEMAN ISD,042901,042,95.5
042903,23,25,23,27,25,220,60,307,6,76,171,11.5,8.3,11.1,32166,15.5,9.4,SANTA ANNA ISD,042903,042,95.7
042905,16,18,17,17,0,205,24,230,30,46,109,14.3,12,15.9,32558,13.8,8.6,PANTHER CREEK CONS ISD,042905,042,96.3
042906,5,4,10,10,0,82,8,91,9,22,66,8.3,6.4,7.8,29284,6.3,2.5,NOVICE ISD,042906,042,94.7
043901,702,714,582,490,356,7679,515,8777,492,994,343,19.9,21.8,24.3,31651,10.1,4.6,ALLEN ISD,043901,043,96
043902,71,73,64,54,1,723,124,849,23,137,247,16.7,16.8,18.5,30688,8.8,5.1,ANNA ISD,043902,043,96
043903,81,72,81,57,75,770,120,970,129,134,260,19.7,16.6,18.3,31508,9.8,6.6,CELINA ISD,043903,043,96.1
043904,79,66,76,69,90,901,183,1179,79,148,394,16.8,16,23,33009,14.1,9,FARMERSVILLE ISD,043904,043,96.2
043905,246,209,165,133,153,2873,621,3715,208,480,583,21.2,22.2,20.4,30375,8.8,3.5,FRISCO ISD,043905,043,96
043907,697,561,458,384,819,6116,1640,8702,468,903,2274,26,26.3,26.2,31515,10.5,5.5,MCKINNEY ISD,043907,043,95.2
043908,0,0,0,0,1,309,40,353,63,46,78,14.9,15.3,16.3,28913,7.3,2.8,MELISSA ISD,043908,043,96.2
043910,3241,3056,2766,2593,2637,32689,3301,43323,3203,4419,3804,22.2,23,23.5,36540,11.2,7.2,PLANO ISD,043910,043,96.5
043911,164,121,135,99,27,1724,218,1985,111,247,670,18.3,20.2,22.1,30839,11.5,5.8,PRINCETON ISD,043911,043,94.6
043912,68,68,38,50,4,688,139,837,87,90,149,15.9,16.4,16.5,32544,11.3,5.2,PROSPER ISD,043912,043,96.5
043914,311,263,209,181,43,3431,296,3820,235,438,624,23.4,22.4,21.9,30800,9.4,5.2,WYLIE ISD,043914,043,95.6
043917,34,37,27,27,3,481,28,512,53,64,111,15,14.8,15.6,29504,9,4.8,BLUE RIDGE ISD,043917,043,95.1
043918,107,83,58,64,20,996,78,1102,71,173,319,17.5,18,17.5,28978,8.5,5.1,COMMUNITY ISD,043918,043,94.8
043919,0,0,0,0,7,582,5,601,55,64,16,.,.,.,35825,15.5,7.9,LOVEJOY ISD,043919,043,97.2
044902,46,57,45,55,57,371,251,686,44,112,416,16.9,11.9,17.6,31094,11.9,8.3,WELLINGTON ISD,044902,044,96.8
044904,6,13,12,9,4,86,28,118,11,8,44,11.5,10.2,9,27769,9.9,4.4,SAMNORWOOD ISD,044904,044,97.1
045902,164,159,120,99,240,1162,286,1691,75,264,618,22.2,19,22.1,32272,13.4,8.9,COLUMBUS ISD,045902,045,96.1
045903,144,103,94,99,369,452,559,1386,196,306,879,17.6,16.8,18,29043,10.4,5.9,RICE CONS ISD,045903,045,95
045905,69,66,75,55,135,392,131,663,39,122,305,16,15.8,17.2,34843,16.1,9.3,WEIMAR ISD,045905,045,97
046901,521,474,410,417,85,3215,2504,5831,358,728,2208,22.6,20.5,23.4,33083,12.2,8,NEW BRAUNFELS ISD,046901,046,95.4
046902,881,718,617,522,117,7721,1856,9753,778,1482,2546,19.3,19.5,19.9,31786,11.5,6.1,COMAL ISD,046902,046,95.1
047901,111,89,84,93,3,872,501,1383,153,200,728,18.9,19.5,21.9,31975,12.5,8.4,COMANCHE ISD,047901,047,96.6
047902,57,63,41,40,0,520,262,783,59,136,429,17.1,16.8,16.2,32187,14.6,10.1,DE LEON ISD,047902,047,96.7
047903,15,12,13,12,0,138,79,218,10,35,128,14.6,9.3,13.3,29114,10,4.2,GUSTINE ISD,047903,047,96.8
047905,14,20,10,8,1,110,25,138,0,42,82,13.1,8.8,14.2,35546,17.4,12.8,SIDNEY ISD,047905,047,97
048901,30,41,29,27,3,199,182,385,33,66,213,12.5,13.5,15,33240,13.1,7.8,EDEN CONS ISD,048901,048,96.1
048903,24,18,17,23,0,102,74,177,0,27,86,13.9,8.4,14.6,29904,8.8,5.7,PAINT ROCK ISD,048903,048,96.5
