,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,white_stu_count,his_stu_count,all_stud_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_avg_salary,teacher_experience,exp_w_dist,dist_name,dist_num,county_num,attendance
015806,43,0,0,0,44,67,381,495,58,28,293,17.4,15.5,20,24068,1.7,0.5,SCHOOL OF EXCELLENCE,015806,015,94.7
015807,53,49,41,34,37,64,74,177,0,19,58,31.4,36.3,21,37320,5.8,0.2,SOUTHWEST PREPARATORY,015807,015,83.6
015808,34,24,4,8,25,25,50,102,0,66,93,.,.,.,30661,5.4,1.4,JOHN H WOOD CHARTER,015808,015,93.4
015809,0,0,0,0,4,3,75,82,0,0,8,.,.,.,24414,5.4,0,ACADEMY OF SAN ANTONIO,015809,015,.
015810,0,0,0,0,7,0,16,23,0,8,20,.,.,.,23500,6.3,1,CAREER PLUS LEARNING ACAD,015810,015,.
015811,0,0,0,0,2,1,95,99,0,4,83,.,.,.,45704,7.9,1.2,LA ESCUELA DE LAS AMERICAS,015811,015,.
015813,0,0,0,0,13,9,31,54,6,21,40,19,19,.,28248,10.4,2.6,GUARDIAN ANGEL PERFORMANCE ACADEMY,015813,015,89.9
015814,101,24,20,11,10,6,139,156,0,11,40,3.3,5.9,6,19955,4.8,0,POSITIVE SOLUTIONS CHARTER,015814,015,71.7
015815,22,11,2,0,34,73,166,275,25,18,8,41,45.5,45.3,24249,6.9,0.2,RADIANCE ACAD OF LEARNING,015815,015,95
015818,18,14,11,1,1,0,53,54,0,0,0,.,.,.,18000,0,0,EAGLE PROJECT (SAII),015818,015,.
015819,7,6,1,0,25,22,90,138,0,5,0,18,10.8,10.8,19911,5.6,0.1,"SHEKINAH RADIANCE"" ACADEMY""",015819,015,.
015901,396,376,341,316,121,3169,1194,4514,743,621,895,24.7,25,20.5,44590,15.8,8.6,ALAMO HEIGHTS ISD,015901,015,95.9
015904,1432,963,814,679,80,821,13752,14675,880,2198,13454,23.2,29.4,24.7,39506,11.2,7.8,HARLANDALE ISD,015904,015,94.3
015905,1342,729,580,522,201,214,12546,12982,992,1778,12287,22.6,25.3,23,37747,11.6,8.7,EDGEWOOD ISD,015905,015,93.4
015906,87,72,66,70,245,732,142,1167,107,137,365,15.7,14.3,16,44334,16,8.1,RANDOLPH FIELD ISD,015906,015,97
015907,5067,3635,3037,2816,5804,2498,49078,57565,3368,7652,49207,24.1,25.3,25.1,44874,15.4,11.4,SAN ANTONIO ISD,015907,015,94.1
015908,883,653,572,526,184,362,9431,10007,884,1383,8867,18,19.8,18.8,41840,12.6,9.9,SOUTH SAN ANTONIO ISD,015908,015,95.3
015909,239,126,143,117,12,533,2058,2614,221,444,2051,17.4,17.7,18.3,39757,9.3,5,SOMERSET ISD,015909,015,95.6
015910,4362,3623,3403,2916,4675,24664,18544,49197,3551,8331,17694,22.4,22.7,23.2,40515,12.4,8.2,NORTH EAST ISD,015910,015,94.9
015911,830,578,542,433,936,3330,3404,7720,626,1145,3944,22.9,21.1,22.6,38205,11.1,7.1,EAST CENTRAL ISD,015911,015,95.5
015912,873,697,506,397,419,1251,7805,9516,818,1256,6851,19.5,21.8,23,38489,9,5.9,SOUTHWEST ISD,015912,015,94.4
015913,56,30,23,26,197,464,132,835,79,135,353,14.9,15.8,21.3,43756,15.2,8.9,LACKLAND ISD,015913,015,97.5
015914,81,65,70,60,469,519,200,1240,178,205,450,13.3,14.1,13.7,42491,12.6,6.8,FT SAM HOUSTON ISD,015914,015,96.8
015915,5920,4400,3967,3760,4218,23609,33248,62536,5198,9446,25717,22.7,23.5,23.6,38637,11.9,7.8,NORTHSIDE ISD,015915,015,95.1
015916,1435,1038,1037,914,3951,6221,5636,16286,774,2667,7013,20.9,20.4,22.1,38421,11.1,6.9,JUDSON ISD,015916,015,95.6
015917,344,294,227,182,42,741,3424,4252,239,627,3269,18.3,20.2,19.9,36907,9.9,5.2,SOUTHSIDE ISD,015917,015,93.9
016901,63,53,58,39,2,510,145,660,66,100,174,14.6,13.6,15,37803,14,6.9,JOHNSON CITY ISD,016901,016,96.4
016902,95,72,64,63,15,663,245,926,156,173,371,13.9,13,14.1,35484,12,6.1,BLANCO ISD,016902,016,96.1
017901,16,13,16,23,0,132,44,182,5,19,67,9.5,8.7,13,42716,15.3,8.7,BORDEN COUNTY ISD,017901,017,95.8
018901,96,82,69,93,40,873,254,1167,97,148,482,21.8,22.5,27.2,33053,11.3,7.4,CLIFTON ISD,018901,018,96.8
018902,48,39,32,42,37,390,138,570,37,48,236,17.8,15.4,19.5,36125,14.3,6.1,MERIDIAN ISD,018902,018,96.7
018903,20,10,7,9,2,92,56,150,4,46,122,8.1,8.5,9.4,33719,12.8,5.9,MORGAN ISD,018903,018,94.8
018904,46,44,26,44,25,421,59,507,27,94,191,17.2,15.4,18.6,38306,14.1,6.7,VALLEY MILLS ISD,018904,018,96.3
018905,16,14,15,13,3,143,77,223,13,63,120,15,7.6,13.5,35176,18.1,9.4,WALNUT SPRINGS ISD,018905,018,95.6
018906,19,8,8,10,0,125,13,138,10,24,69,9.1,18,9,30973,7.4,5,IREDELL ISD,018906,018,97.1
018907,27,8,19,16,1,275,19,295,22,42,132,11.2,9.3,14.7,30078,7.2,3.5,KOPPERL ISD,018907,018,95.7
018908,15,12,10,10,0,126,19,145,3,40,86,12.6,9.6,11.4,31033,7.8,4.5,CRANFILLS GAP ISD,018908,018,95.2
019802,20,6,10,6,31,24,1,56,0,0,1,.,.,.,21333,1.3,0,EAGLE PROJECT (TEXARKANA),019802,019,.
019901,83,77,78,84,300,671,36,1009,92,159,597,16.1,13.8,13.9,34472,13.6,9.5,DEKALB ISD,019901,019,96.5
019902,117,100,87,90,213,874,42,1133,54,212,556,14.8,13.6,15,36121,14.9,10.6,HOOKS ISD,019902,019,95.7
019903,40,38,37,48,37,433,10,482,23,99,184,17.8,15.5,19,35924,13.9,12.1,MAUD ISD,019903,019,97.1
019905,131,118,102,105,348,1064,19,1450,42,233,579,15.3,15.1,17.4,36035,13.9,9.4,NEW BOSTON ISD,019905,019,96.4
019906,97,84,81,84,51,1111,15,1186,84,130,210,19.2,18.3,20.5,35360,13.7,8.4,REDWATER ISD,019906,019,96.5
019907,448,330,281,318,2793,2330,167,5338,317,667,3369,22.5,19.7,21.7,35439,14.3,9.6,TEXARKANA ISD,019907,019,95.9
019908,326,173,170,124,1174,1383,82,2646,172,520,1564,16.1,15.6,19.4,35294,13.8,9.2,LIBERTY-EYLAU ISD,019908,019,95.8
019909,44,42,41,29,1,528,5,543,47,76,268,15.1,12.9,16.2,35485,13.8,8.8,SIMMS ISD,019909,019,96.8
019910,0,0,0,0,0,119,1,120,6,19,67,.,.,.,31682,8.2,5.6,MALTA ISD,019910,019,98.1
019911,0,0,0,0,6,317,6,332,47,29,63,29.5,21.3,21.3,36128,13.5,7.2,RED LICK ISD,019911,019,97.7
019912,153,153,168,138,124,1763,36,1949,386,197,203,20.5,18.7,22.4,36529,13.6,8.3,PLEASANT GROVE ISD,019912,019,97.1
019913,0,0,0,0,1,70,8,84,4,16,31,.,5,10,35328,12.4,10.5,HUBBARD ISD,019913,019,96.5
019914,0,0,0,0,2,117,0,119,4,28,51,20,20,10,31654,8.5,7.7,LEARY ISD,019914,019,96
020901,1095,751,653,491,349,6909,3894,11404,789,1515,5087,30.1,33.1,28.8,36755,10.6,7.4,ALVIN ISD,020901,020,94.8
020902,660,442,397,346,1023,3547,1830,6462,668,873,2265,20.3,22.8,22.5,37986,12.1,8.6,ANGLETON ISD,020902,020,96.2
020904,61,65,66,58,8,607,109,729,82,82,121,15.4,16.5,17.8,35246,11.5,5,DANBURY ISD,020904,020,96
020905,1222,935,863,773,1204,7231,4536,13175,1205,1895,5139,23.5,23.5,23.3,40715,12.5,10.3,BRAZOSPORT ISD,020905,020,96.1
020906,218,171,167,155,373,1529,295,2207,168,300,665,17.8,17.1,20,39652,13.5,8.6,SWEENY ISD,020906,020,95.7
020907,333,241,203,212,551,2190,556,3314,408,393,1128,37.1,41.5,38.4,37372,13.2,9.1,COLUMBIA-BRAZORIA ISD,020907,020,95.1
020908,1008,663,668,618,851,6796,2021,10165,464,1050,1570,24.3,24.7,24,37393,14,6.7,PEARLAND ISD,020908,020,96.6
020910,0,0,0,0,0,94,47,141,14,23,68,17.3,12.3,18,31838,7,4.9,DAMON ISD,020910,020,96.3
021802,11,15,5,1,9,25,10,44,0,0,0,.,.,.,26128,6.4,0,EAGLE PROJECT (BRYAN),021802,021,.
021803,4,2,2,3,0,10,60,70,0,9,0,.,.,15.5,26000,3.5,0,BRAZOS SCHOOL FOR INQUIRY,021803,021,.
021901,590,540,524,473,942,5075,690,7264,963,598,1850,21,22.3,24,36441,12.1,6.8,COLLEGE STATION ISD,021901,021,96.3
021902,1246,912,791,679,3326,5581,4508,13497,2056,2213,8127,19.3,19.2,19.9,34362,9.6,6.6,BRYAN ISD,021902,021,95
022004,13,10,23,13,2,43,138,184,20,9,158,14.1,11.8,11.7,31017,7.2,2.1,TERLINGUA CSD,022004,022,92.5
022901,117,91,83,77,14,507,693,1224,128,103,672,13.7,15.5,16.2,36056,13.5,9.9,ALPINE ISD,022901,022,96.1
022902,4,8,8,11,0,18,72,90,8,8,69,4.2,9,13,32258,8.9,5.5,MARATHON ISD,022902,022,95.7
022903,0,0,0,0,1,8,10,19,3,3,0,.,.,.,41472,19.2,6.2,SAN VICENTE ISD,022903,022,97.2
023902,16,18,20,17,10,164,85,259,30,51,137,9.7,9,11.4,33697,10.1,7.7,SILVERTON ISD,023902,023,96.7
024801,0,0,0,0,0,4,66,70,0,0,64,20.3,20,20,33152,0,0,ENCINO SCHOOL,024801,024,98.1
024901,156,125,151,110,1,103,1693,1799,136,242,1131,17.6,18.1,16.9,36039,16,11.2,BROOKS COUNTY ISD,024901,024,94.3
025901,92,72,67,62,79,865,133,1083,85,239,528,17.2,15.3,17,35842,13.4,7,BANGS ISD,025901,025,96.3
025902,364,284,283,225,289,2474,1188,3970,258,498,1880,17.4,18.3,19.5,34480,13.4,8.5,BROWNWOOD ISD,025902,025,95.9
025904,23,28,18,17,6,188,71,265,13,51,148,17.4,9.1,14.7,29884,6.4,3.9,BLANKET ISD,025904,025,97
025905,33,27,23,27,1,281,14,302,43,37,142,25.5,23.7,17.5,34334,12.4,6.2,MAY ISD,025905,025,96.9
025906,12,20,15,21,0,147,20,167,10,41,76,13.4,10.1,15.3,36055,15.2,11.1,ZEPHYR ISD,025906,025,96.9
025908,18,22,22,11,0,190,12,205,11,36,94,15.4,12.6,18.6,33975,12.6,7.5,BROOKESMITH ISD,025908,025,96.4
025909,95,119,98,88,9,1103,150,1273,67,205,395,14.4,15.3,17.9,35527,14.1,8.3,EARLY ISD,025909,025,97.2
026901,178,166,123,121,285,1318,367,1978,64,194,809,20.1,20,19.2,35488,13.2,8.7,CALDWELL ISD,026901,026,95.9
026902,73,76,54,54,238,430,118,787,28,128,464,12.9,13.1,14,34530,10.1,4.9,SOMERVILLE ISD,026902,026,95.9
026903,37,37,35,25,176,225,92,494,34,71,282,12.7,11.3,13.2,34441,11.7,8.7,SNOOK ISD,026903,026,95.2
027903,262,184,209,157,53,2160,500,2723,180,416,1205,19.4,17.9,20.4,35361,13.4,6.8,BURNET CONS ISD,027903,027,94.9
027904,337,253,226,173,77,2494,855,3452,241,377,1408,21.6,19.9,21.4,35487,12.4,7,MARBLE FALLS ISD,027904,027,95.4
028902,444,382,247,254,408,1915,2052,4405,339,727,2325,25.1,23.7,24,35341,10.7,7.4,LOCKHART ISD,028902,028,95.1
028903,166,101,106,94,141,635,814,1594,118,181,909,16.9,19.1,19.2,35769,12.7,9.3,LULING ISD,028903,028,94.9
028906,13,14,18,15,22,94,84,201,11,50,160,10.5,10,10.8,33036,9.9,8.5,PRAIRIE LEA ISD,028906,028,95.3
029901,406,255,233,227,121,1793,2135,4242,499,456,1983,20.6,19,20.9,35924,13.1,9.7,CALHOUN CO ISD,029901,029,95.6
030901,36,40,48,32,0,423,27,450,37,82,191,16.5,13.6,12.3,35860,14.3,10.3,CROSS PLAINS ISD,030901,030,96.6
030902,143,131,104,97,10,1426,95,1536,118,268,641,16.6,17.3,16.8,34115,10.7,6.7,CLYDE CONS ISD,030902,030,96.3
030903,37,43,34,28,2,365,58,430,42,79,175,16.2,11.8,14.4,36299,14.2,8.6,BAIRD ISD,030903,030,97.3
030906,44,43,51,36,2,496,64,562,36,92,237,12.6,13.3,16.7,32761,10.4,6,EULA ISD,030906,030,96.6
031801,102,35,29,30,0,11,188,199,0,2,196,15,22.5,20.5,21352,5.5,0.4,VALLEY HIGH,031801,031,84.8
031802,17,9,9,4,0,0,51,51,0,0,0,.,.,.,18000,0.7,0,EAGLE PROJECT (BROWNSVILLE),031802,031,.
031901,3810,2289,2277,1740,50,930,39110,40195,2385,4424,36536,18.9,20.2,19.7,37390,12,10.5,BROWNSVILLE ISD,031901,031,96.1
031903,1521,983,941,866,109,2071,13606,15873,1890,1978,10895,20.4,22.3,21,38813,13.4,9.6,HARLINGEN CONS ISD,031903,031,95.2
031905,243,180,161,147,6,299,2376,2682,252,285,2214,21.1,14.4,19.5,39784,12.2,7.5,LA FERIA ISD,031905,031,96.3
031906,633,466,412,321,35,525,5939,6515,475,930,5281,21.8,19.4,20.9,36173,10,5.9,LOS FRESNOS CONS ISD,031906,031,96.9
031909,178,171,140,131,9,394,1913,2324,169,280,1903,17.9,16.8,18.7,39023,12.2,7.3,POINT ISABEL ISD,031909,031,95.3
031911,210,113,138,114,0,115,1952,2068,164,246,1683,16.9,15.6,18.2,37326,11.5,7.9,RIO HONDO ISD,031911,031,95.9
031912,791,533,507,410,6,243,8595,8859,674,1087,7669,17.7,18.6,18.7,36713,11.6,8,SAN BENITO CONS ISD,031912,031,95.1
031913,46,27,20,31,0,0,503,503,38,45,490,11,12.6,11.8,34601,10.5,5,SANTA MARIA ISD,031913,031,95.4
031914,92,70,83,63,4,26,1136,1166,56,129,1106,14.9,14.6,14.8,36915,6.8,5.1,SANTA ROSA ISD,031914,031,96
031916,580,463,402,370,13,459,1632,2213,891,205,1221,19.5,19.5,21.1,40526,13,4.9,SOUTH TEXAS ISD,031916,031,95.4
032902,173,132,149,119,520,1235,426,2187,151,347,1225,15.5,15.3,17.4,35849,11.8,8.3,PITTSBURG ISD,032902,032,96
033901,18,16,14,20,0,166,9,176,21,21,57,12.2,11.5,14,35626,12.6,8.7,GROOM ISD,033901,033,97.7
033902,54,48,55,42,1,649,83,737,85,133,171,16.5,13.2,17.8,37216,12.9,7.7,PANHANDLE ISD,033902,033,97.1
033904,37,45,34,35,0,419,28,448,52,80,121,13.1,13.5,13.2,36799,12.1,7.5,WHITE DEER ISD,033904,033,96.7
034901,179,149,131,132,727,1182,23,1938,197,376,980,18.4,15.5,17.2,35315,14.1,10.2,ATLANTA ISD,034901,034,96.2
034902,18,12,20,6,52,133,5,194,19,37,115,12.6,11.3,12,36363,15.7,8.6,AVINGER ISD,034902,034,96.9
034903,100,48,58,66,163,770,44,978,78,148,482,16.8,16.9,18.6,36050,10.6,7.9,HUGHES SPRINGS ISD,034903,034,96.6
034905,83,78,96,96,306,710,9,1028,98,189,491,13.9,12.7,13.6,36400,14.1,9.4,LINDEN-KILDARE CONS ISD,034905,034,96.7
034906,47,38,36,29,14,422,7,446,37,83,137,19.6,20.4,19.1,32450,10.3,6,MCLEOD ISD,034906,034,96.4
034907,111,92,96,91,263,962,7,1240,60,235,630,19,21.4,21.8,33570,10.1,6.5,QUEEN CITY ISD,034907,034,96.7
034908,0,0,0,0,23,23,0,46,4,14,34,.,.,.,28101,7.4,7.4,MARIETTA ISD,034908,034,95.8
034909,20,12,14,19,10,205,4,219,7,59,64,13.8,11.3,10.4,35586,13,7.7,BLOOMBURG ISD,034909,034,95.6
035901,115,109,102,78,49,336,1013,1398,74,107,977,15.4,16,17.2,35910,14.4,9,DIMMITT ISD,035901,035,95.3
035902,38,31,37,27,15,75,333,423,67,38,328,12.5,11.4,15,34283,12.5,7.6,HART ISD,035902,035,96.9
035903,27,21,19,20,0,205,14,219,26,18,40,9.6,9.3,11.9,35296,14,7.8,NAZARETH ISD,035903,035,98.2
036901,98,95,98,73,296,840,224,1402,63,174,620,18.3,16.5,18.1,33969,10.3,6.1,ANAHUAC ISD,036901,036,95.9
036902,212,174,163,156,78,2204,278,2569,98,277,500,17.4,17.7,18.2,42522,15.5,8.5,BARBERS HILL ISD,036902,036,95.8
036903,87,68,79,77,167,808,137,1120,99,160,445,17,19,18.5,34811,11,8.4,EAST CHAMBERS ISD,036903,036,95.2
037901,67,46,43,40,277,306,69,653,48,92,456,13.3,15.9,15.2,34037,12.7,7.4,ALTO ISD,037901,037,96.2
037904,367,303,273,223,1061,2366,1049,4501,224,617,2576,18.9,18.1,19.7,33089,10.4,6.6,JACKSONVILLE ISD,037904,037,95.8
037907,149,132,126,129,332,1469,165,1990,124,231,996,17,16.3,17.8,34428,12.6,7.5,RUSK ISD,037907,037,95.3
037908,26,21,18,26,32,123,228,383,23,47,309,11.1,9.6,16.1,32217,9.5,5.3,NEW SUMMERFIELD ISD,037908,037,95.9
037909,18,22,18,27,29,267,18,315,26,48,176,13.2,15.2,15,33932,11.2,8,WELLS ISD,037909,037,96.3
038901,100,100,85,79,109,751,316,1194,108,227,535,12.9,15.2,15.9,36516,13.8,9.3,CHILDRESS ISD,038901,038,96.2
039901,9,15,10,12,0,131,3,134,3,17,65,10.5,9.4,10.6,36459,18.4,11.3,BYERS ISD,039901,039,95.9
039902,83,81,83,68,5,951,39,1011,86,154,287,14.7,14,15.9,36541,13.2,8.6,HENRIETTA ISD,039902,039,96.1
039903,54,42,30,36,0,476,49,528,27,76,176,16,13.5,15.1,30596,7.9,4,PETROLIA ISD,039903,039,95.8
039904,20,10,14,12,0,187,0,188,11,30,69,14.4,11.9,14.2,34944,12.9,8.6,BELLEVUE ISD,039904,039,97
039905,9,17,16,15,0,162,14,176,13,25,45,10.2,8.5,12,34109,12,8.9,MIDWAY ISD,039905,039,96.6
040901,72,47,34,32,49,148,428,625,73,84,501,11.7,12,9.9,34414,11.5,6.8,MORTON ISD,040901,040,96.2
040902,52,30,36,32,6,261,136,404,30,38,206,13.7,18.4,17.7,37207,13.7,8.3,WHITEFACE CONS ISD,040902,040,92.5
041901,158,71,38,26,66,320,128,515,40,72,332,16.3,9,12.7,33078,10.5,6.3,BRONTE ISD,041901,041,97.3
041902,32,31,31,30,1,234,95,331,51,57,140,9,9.1,9.7,40641,15.3,7.9,ROBERT LEE ISD,041902,041,97.2
042901,86,80,83,70,46,777,238,1065,93,154,591,13.5,15.1,15.4,34024,12.5,7.4,COLEMAN ISD,042901,042,95.4
042903,23,25,22,19,22,196,59,278,21,67,163,9.6,8.7,9.3,37771,14,9.6,SANTA ANNA ISD,042903,042,96
042905,22,17,15,15,0,188,25,213,27,50,100,13.3,13.2,14.8,35966,11.1,6.9,PANTHER CREEK CONS ISD,042905,042,96.7
042906,12,8,3,4,1,89,11,101,4,20,69,7,7.4,9.3,31960,10.2,6.3,NOVICE ISD,042906,042,97
043901,805,773,678,626,483,8461,685,9947,678,1171,317,20,22.6,22.2,34863,9.2,4,ALLEN ISD,043901,043,96.5
043902,92,77,51,65,1,742,117,863,72,142,214,13.7,14.2,15.2,34635,10.2,5.7,ANNA ISD,043902,043,96.3
043903,99,71,76,57,73,810,127,1024,124,142,263,15.9,15.8,17.4,36977,12.3,7.8,CELINA ISD,043903,043,96.9
