,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,white_stu_count,his_stu_count,all_stud_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_avg_salary,teacher_experience,exp_w_dist,dist_name,dist_num,county_num,attendance
007901,36,30,40,27,0,83,416,499,30,84,378,14.4,11.8,15.5,34260,12.1,7.4,CHARLOTTE ISD,007901,007,95.6
007902,110,84,97,71,5,581,711,1303,79,205,764,16.6,15.6,17.3,34306,14.3,8.7,JOURDANTON ISD,007902,007,96.1
007904,113,93,94,78,2,435,902,1344,120,207,851,15.9,14.2,16.9,32768,10.6,6.1,LYTLE ISD,007904,007,95.4
007905,287,258,233,224,25,1325,2051,3414,202,597,2052,19.7,20.3,22.2,32466,11.7,7.4,PLEASANTON ISD,007905,007,95.1
007906,141,124,77,105,4,291,1347,1645,83,255,1227,18.4,17.4,19.5,32921,12.5,7.2,POTEET ISD,007906,007,95.1
008901,163,200,167,130,326,1532,253,2116,109,260,511,19,19.5,20.5,33301,12.7,8.7,BELLVILLE ISD,008901,008,95.6
008902,205,158,157,131,346,1262,615,2238,84,299,925,19.1,19.8,19.5,36026,13.3,8.1,SEALY ISD,008902,008,95.2
008903,80,73,65,54,133,498,241,874,51,151,378,15.8,14.7,15.2,34151,13.9,9.8,BRAZOS ISD,008903,008,95.6
009901,119,95,99,72,28,513,838,1383,80,200,900,18.4,16.7,16.5,30980,10.5,7.4,MULESHOE ISD,009901,009,95.4
009903,13,12,13,3,0,47,62,109,9,5,68,10.3,7.7,12,29249,10.2,5,THREE WAY ISD,009903,009,96.5
010901,32,28,29,27,0,275,41,316,9,58,130,10.8,11.3,11,33504,15.1,8.4,MEDINA ISD,010901,010,97.2
010902,234,167,154,143,13,2024,435,2479,264,367,1019,18.1,21.1,20.5,31140,10.9,4.9,BANDERA ISD,010902,010,95.8
011901,518,416,357,310,603,3624,1538,5844,321,818,2454,21.6,22.7,22.8,31383,9.5,5.5,BASTROP ISD,011901,011,95
011902,272,185,161,152,370,1227,1021,2638,148,375,1334,21.7,21.6,22.6,32384,11.9,6.8,ELGIN ISD,011902,011,95
011904,185,112,108,103,210,1246,330,1794,143,299,830,20.7,21.6,36.6,31935,10.8,6.9,SMITHVILLE ISD,011904,011,94.8
011905,0,0,0,0,4,116,55,177,16,19,96,.,.,.,26695,5.7,2.6,MCDADE ISD,011905,011,97.1
012901,55,66,41,46,53,593,101,751,30,123,376,17.2,19.5,16.1,33516,15.7,11.3,SEYMOUR ISD,012901,012,96.6
013901,415,296,298,214,152,1046,2929,4157,233,552,2567,18.6,17,20,33560,11.8,8.5,BEEVILLE ISD,013901,013,95.1
013902,0,0,0,0,2,44,70,120,9,20,66,13,13.7,13.7,31760,13.1,10.8,PAWNEE ISD,013902,013,98
013903,59,37,48,28,2,252,201,455,35,78,277,16.8,14.5,18.8,32344,11.8,7,PETTUS ISD,013903,013,96.4
013905,77,69,57,52,5,288,425,718,54,110,433,17.6,15.3,18.4,31861,10.3,5.9,SKIDMORE-TYNAN ISD,013905,013,95.4
014802,27,39,29,14,50,42,14,109,0,9,0,.,.,.,24058,12,0,TRANSFORMATIVE CHARTER ACADEMY,014802,014,.
014901,102,77,72,64,5,820,99,926,126,174,235,17.3,16.3,18.6,32186,11.8,7.7,ACADEMY ISD,014901,014,96.7
014902,48,37,48,26,115,258,197,573,50,106,315,15.4,13.9,15.6,32633,11.8,8.3,BARTLETT ISD,014902,014,95.7
014903,553,494,425,367,353,4753,1416,6605,505,858,2557,22.2,23,24.3,32750,13.4,8.1,BELTON ISD,014903,014,96
014905,53,47,36,39,21,386,72,484,29,84,228,23.8,19.5,18.6,32870,13.6,7.1,HOLLAND ISD,014905,014,96.3
014906,1849,1773,1592,1436,10999,11411,4750,28533,2542,3360,14558,20.7,20.9,21.5,31616,9.5,6.9,KILLEEN ISD,014906,014,96.2
014907,74,59,63,59,22,696,138,858,84,137,354,18.6,14.4,22,30396,10.3,6.6,ROGERS ISD,014907,014,96.4
014908,77,75,77,69,5,832,116,964,110,97,195,20.8,16.8,19.5,34426,12.2,5.2,SALADO ISD,014908,014,96.8
014909,867,590,439,357,2349,4219,1885,8595,582,1268,4416,19.7,18.4,20.7,31336,11.6,6.3,TEMPLE ISD,014909,014,96
014910,108,81,78,75,15,982,224,1231,100,180,409,18.1,14.3,14.6,32093,12.5,7.5,TROY ISD,014910,014,96.2
015801,34,43,41,28,6,8,132,146,0,6,118,20.7,13.7,15,23469,2.8,0.9,BLESSED SACRAMENT ACAD CHARTER H S,015801,015,79.1
015802,114,68,42,26,82,32,135,251,0,15,76,18.9,18,18,23411,8.3,0.5,BUILDING ALTERNATIVES CHARTER,015802,015,78.1
015803,0,0,0,0,58,43,197,302,226,7,200,.,.,.,27250,2.3,0.1,"HIGGS, CARTER, KING GIFTED & TALEN",015803,015,.
015804,10,3,0,0,79,1,12,92,13,18,91,17,.,12,17948,5.3,0.2,RAMESES SCHOOL,015804,015,.
015805,0,0,0,0,13,58,428,500,0,39,374,.,.,.,29679,3.1,0,SAN ANTONIO ADVANTAGE CHARTER SCHO,015805,015,.
015806,0,0,0,0,54,55,278,389,2,22,187,16.6,19.3,19.9,20841,0,0,SCHOOL OF EXCELLENCE IN EDUCATION,015806,015,.
015807,8,12,15,22,8,16,33,57,0,7,51,17.3,7.7,16.5,41116,5,0.2,SOUTHWEST PREPARATORY SCHOOL,015807,015,.
015808,4,9,15,10,5,15,28,49,0,38,49,.,.,.,21389,0,0,JOHN H WOOD CHARTER SCHOOL,015808,015,.
015811,0,0,0,0,0,0,45,45,0,11,45,.,.,.,22006,0,0,ESCUELA DE LAS AMERICAS,015811,015,.
015814,14,5,4,2,0,2,23,25,0,0,19,.,.,.,22259,0,0,POSITIVE SOLUTIONS CHARTER SCHOOL,015814,015,.
015901,412,359,314,278,83,3149,1130,4397,681,583,631,20.9,21.5,21,41319,15.3,8.5,ALAMO HEIGHTS ISD,015901,015,95.9
015904,1442,954,768,722,78,901,13898,14905,899,2279,13615,20.6,25,21.7,36121,11.2,8.4,HARLANDALE ISD,015904,015,94.8
015905,1394,712,666,535,248,230,12823,13323,825,1705,12753,21,20.6,31.2,33640,11.1,8.6,EDGEWOOD ISD,015905,015,93.9
015906,73,75,77,68,250,734,136,1165,106,128,310,15.4,15.1,18.8,40714,15.4,8.1,RANDOLPH FIELD ISD,015906,015,97.1
015907,5072,3591,3154,2813,6021,2853,50012,59080,3341,7443,51539,23.5,23.1,23.7,41386,14.7,10.6,SAN ANTONIO ISD,015907,015,94.2
015908,850,691,553,558,203,425,9558,10211,917,1425,9155,19,19.6,19.8,38513,12.9,10.1,SOUTH SAN ANTONIO ISD,015908,015,95.5
015909,194,150,133,104,10,529,1948,2496,211,436,1934,18.7,20.3,24.6,36181,8.9,4.7,SOMERSET ISD,015909,015,95.3
015910,4205,3412,3290,2785,4523,24662,17310,47732,3388,7989,17451,23.4,23.1,24.1,37243,12.4,8.3,NORTH EAST ISD,015910,015,95
015911,739,611,502,416,863,3302,3112,7327,619,1140,3682,23.3,25,23.6,34686,11.2,7.2,EAST CENTRAL ISD,015911,015,95.4
015912,942,602,484,415,396,1283,7752,9479,589,1325,6970,18.9,21,22.5,35160,8.7,5.3,SOUTHWEST ISD,015912,015,94.5
015913,52,32,29,29,184,515,158,890,68,127,390,17,18.7,20.2,38866,14.5,8.4,LACKLAND ISD,015913,015,97.6
015914,81,79,68,59,429,582,229,1285,183,223,485,15.8,14.8,15.9,38895,13.4,7.1,FT SAM HOUSTON ISD,015914,015,97
015915,5661,4289,3965,3612,4113,23889,31858,61308,5234,9229,27288,22.2,22.7,23.5,35075,12.1,8,NORTHSIDE ISD,015915,015,95.1
015916,1396,935,1269,697,3773,6326,5266,15848,858,2648,5968,20.3,21,22.6,36124,12.1,7.6,JUDSON ISD,015916,015,95.5
015917,372,260,196,216,31,705,3265,4028,209,574,3107,19.4,20.4,20.2,34971,11,5.6,SOUTHSIDE ISD,015917,015,93.5
016901,61,62,45,41,1,511,139,654,69,103,218,16.2,14.3,16.2,34731,12.2,4.3,JOHNSON CITY ISD,016901,016,97
016902,72,70,64,53,16,647,224,892,135,159,345,11.8,12.7,13.8,32289,11.1,5,BLANCO ISD,016902,016,96.1
017901,17,21,24,16,1,148,53,207,7,36,69,13.3,10.7,16,39757,15.2,8.3,BORDEN COUNTY ISD,017901,017,96.4
018901,85,84,84,79,43,895,231,1171,93,163,478,16.1,17.4,17.7,29319,12.3,6.2,CLIFTON ISD,018901,018,96.7
018902,48,39,46,39,32,388,125,549,63,91,277,15.6,15.5,18.6,32021,12.5,6,MERIDIAN ISD,018902,018,96.4
018903,19,11,10,11,3,105,51,159,9,54,122,13.1,14.3,16.3,34020,15,6.5,MORGAN ISD,018903,018,94.9
018904,49,32,46,40,26,425,51,504,27,77,171,15.9,15.6,19.3,33720,13,4.9,VALLEY MILLS ISD,018904,018,95.7
018905,17,14,15,8,6,139,57,202,19,55,107,12.2,7,11.3,33449,18.4,9.5,WALNUT SPRINGS ISD,018905,018,95.4
018906,7,11,7,16,0,117,12,129,10,28,64,10.4,8.3,9.1,29602,10.3,8.8,IREDELL ISD,018906,018,96.4
018907,17,22,19,30,1,291,17,309,14,52,136,16.4,10.7,16.1,27933,8.2,4,KOPPERL ISD,018907,018,94.2
018908,15,15,6,12,1,110,25,136,6,40,84,11.2,8.3,10.2,27704,9.6,6.4,CRANFILLS GAP ISD,018908,018,95.2
019901,85,81,89,66,315,679,33,1029,106,148,606,17.2,15.8,15,32041,13.3,8.8,DEKALB ISD,019901,019,95.9
019902,116,98,94,98,248,898,35,1188,63,210,604,15.6,14.5,15.5,32605,14.3,10.1,HOOKS ISD,019902,019,94.6
019903,39,40,49,32,48,399,17,465,28,101,188,16.6,15.5,17.9,32602,13,11.1,MAUD ISD,019903,019,97.4
019905,128,113,115,102,356,1088,18,1475,51,241,525,16.4,16.1,17.4,32708,13.6,8.8,NEW BOSTON ISD,019905,019,96.3
019906,103,85,95,87,56,1134,17,1216,75,143,219,18.7,17.8,19.1,32364,12,7.4,REDWATER ISD,019906,019,95.9
019907,439,320,337,277,2757,2364,153,5323,352,699,3208,19.6,21.4,21.7,32368,14.1,10.1,TEXARKANA ISD,019907,019,95.8
019908,286,195,178,139,1195,1438,81,2723,182,486,1559,16.2,15,17,32730,14,9.9,LIBERTY-EYLAU ISD,019908,019,95
019909,47,38,37,33,1,515,3,527,40,87,269,14.7,14.5,18.8,31845,11.9,8.1,SIMMS ISD,019909,019,96.3
019910,0,0,0,0,2,117,0,120,5,24,67,.,.,.,27946,7.7,5.2,MALTA ISD,019910,019,97.9
019911,0,0,0,0,6,325,4,341,49,31,87,22.2,21.3,17.8,32266,12.6,7,RED LICK ISD,019911,019,97.3
019912,145,169,150,128,111,1718,39,1895,343,203,218,20.3,18.3,22.5,33163,13.2,8.4,PLEASANT GROVE ISD,019912,019,96.9
019913,0,0,0,0,0,73,9,85,6,18,32,.,7,.,31640,11.4,9.9,HUBBARD ISD,019913,019,96.1
019914,0,0,0,0,2,128,0,130,4,29,61,21.7,28,28,31092,12.1,10.6,LEARY ISD,019914,019,96
020901,1080,769,569,575,315,7148,3639,11335,873,1505,4993,24.2,22.1,24,33162,10.2,7.3,ALVIN ISD,020901,020,94.4
020902,569,478,410,306,975,3728,1801,6566,723,859,2278,21.5,22.7,21.5,34374,11.6,7.8,ANGLETON ISD,020902,020,96
020904,71,63,65,55,4,613,101,721,82,90,113,12.8,13,13.7,33273,12.5,5.7,DANBURY ISD,020904,020,96
020905,1158,923,857,703,1184,7452,4418,13247,1258,1942,5156,21.8,22.8,23.6,37838,12.4,10.2,BRAZOSPORT ISD,020905,020,96.2
020906,235,179,168,139,396,1528,296,2230,166,312,749,19.1,18.2,20.8,36651,13.5,8.2,SWEENY ISD,020906,020,95.8
020907,340,233,227,169,571,2275,527,3389,441,412,1128,21.5,25.4,22.7,33889,13.3,9.2,COLUMBIA-BRAZORIA ISD,020907,020,95.3
020908,937,660,650,491,718,6606,1994,9757,564,1010,1555,23.8,24.5,24.1,33649,10.6,6.7,PEARLAND ISD,020908,020,96.6
020910,0,0,0,0,0,99,55,154,9,23,73,17.2,12.7,18,27655,6.7,5,DAMON ISD,020910,020,95.7
021901,628,553,470,441,920,5056,697,7194,910,558,1848,21,20.7,24.1,33381,11.9,6.7,COLLEGE STATION ISD,021901,021,96
021902,1278,870,817,665,3338,5884,4354,13664,2190,2266,7681,17.4,20.5,18.4,31624,10.1,6.8,BRYAN ISD,021902,021,94.9
022004,15,25,14,5,3,40,138,182,21,6,152,11.3,11.7,10.3,28468,8.8,2.5,TERLINGUA CSD,022004,022,92.7
022901,119,101,79,90,11,542,697,1257,130,89,588,14.8,17,16.3,32460,13,8.9,ALPINE ISD,022901,022,95.9
022902,8,10,13,11,0,32,78,110,5,11,84,8.4,8.4,6.3,28495,7.3,2.7,MARATHON ISD,022902,022,97.7
022903,0,0,0,0,2,8,13,23,4,4,0,.,.,.,38110,18.2,4.6,SAN VICENTE ISD,022903,022,96.8
023902,22,26,21,19,8,172,94,274,25,46,154,9.9,12,12.7,32284,12.3,7.9,SILVERTON ISD,023902,023,97.4
024801,0,0,0,0,0,4,56,61,0,1,53,.,12,.,32817,0,0,ENCINO SCHOOL,024801,024,.
024901,179,184,124,102,7,102,1794,1908,80,252,1358,23.7,20.8,19.7,32493,15,10.7,BROOKS ISD,024901,024,93.5
025901,84,77,74,66,74,871,138,1089,80,232,536,16.9,16.2,17.9,31511,11.5,6.4,BANGS ISD,025901,025,96.2
025902,340,312,266,225,295,2513,1100,3941,269,535,2032,16,17.7,19.3,31539,13.2,8.5,BROWNWOOD ISD,025902,025,95.8
025904,30,19,22,22,2,196,57,255,10,55,158,13.4,10.9,10.7,27023,6.3,4,BLANKET ISD,025904,025,96.3
025905,25,29,23,15,0,258,14,278,38,43,135,20.8,13.2,19.7,30522,12,7.3,MAY ISD,025905,025,96.2
025906,19,12,24,17,0,141,18,160,11,33,78,14,9.3,14.6,33681,14.8,10.5,ZEPHYR ISD,025906,025,96.2
025908,26,24,13,12,0,196,11,209,17,38,121,19.1,14.1,13.8,30691,12,6.6,BROOKESMITH ISD,025908,025,97.4
025909,126,100,97,72,6,1143,120,1280,66,197,399,14.8,14.3,18.6,32710,14.2,8.3,EARLY ISD,025909,025,97.2
026901,177,135,133,111,265,1280,351,1902,102,212,823,20.2,19.5,21,33223,13.6,8.8,CALDWELL ISD,026901,026,95.7
026902,84,72,52,58,238,459,120,817,40,137,469,14.1,12.6,16.6,32617,10.6,5.4,SOMERVILLE ISD,026902,026,96.2
026903,53,39,29,34,205,221,91,519,34,82,301,14.1,13.1,14.6,29847,10.5,8.6,SNOOK ISD,026903,026,94.6
027903,234,244,194,157,57,2144,493,2710,174,417,1153,21.4,19.8,23.2,32213,13.2,6.7,BURNET CONS ISD,027903,027,95
027904,340,256,176,191,75,2640,788,3529,218,399,1470,23.4,21.9,22.6,32668,12.8,6.9,MARBLE FALLS ISD,027904,027,95.3
028902,423,345,247,206,374,1882,1988,4275,275,712,2303,22.7,21.9,23.7,32707,10.8,8,LOCKHART ISD,028902,028,95.6
028903,151,116,95,92,152,647,775,1579,119,191,921,19.4,19.9,21.3,32355,12.4,9.1,LULING ISD,028903,028,95.5
028906,14,25,9,13,18,95,92,205,7,47,168,10.8,12,11.1,37080,9.2,7.6,PRAIRIE LEA ISD,028906,028,94.4
029901,418,281,251,193,116,1863,2143,4324,459,446,1915,20.7,20.7,20.5,31301,13,9.7,CALHOUN CO ISD,029901,029,95.1
030901,35,44,35,35,0,408,22,430,44,75,180,19.2,14.8,14.7,33723,13.7,9.3,CROSS PLAINS ISD,030901,030,96.2
030902,150,119,97,111,14,1442,89,1551,137,268,611,17.2,16.4,18.3,31577,11.2,6.7,CLYDE CONS ISD,030902,030,96.3
030903,45,36,28,20,2,370,64,440,50,86,192,12.5,9.7,12.3,31326,11.8,7.2,BAIRD ISD,030903,030,96.4
030906,43,55,43,42,1,509,60,573,39,96,243,14.7,12.7,14.9,31279,9.4,5.2,EULA ISD,030906,030,96.5
031901,4197,2397,2224,1678,44,1013,39098,40262,2452,4394,35825,18.5,21,20.5,33206,11.6,10.2,BROWNSVILLE ISD,031901,031,95.7
031903,1656,982,993,857,118,2144,13657,16009,1829,2119,10377,20.3,21.9,21.4,35847,12.9,9.3,HARLINGEN CONS ISD,031903,031,95.4
031905,243,176,156,160,6,271,2386,2664,219,274,2140,16.2,14.2,19.5,36277,11.4,7,LA FERIA ISD,031905,031,96.1
031906,644,434,365,289,24,539,5695,6276,425,918,4812,22,21.5,21.3,33393,9.9,5.7,LOS FRESNOS CONS ISD,031906,031,97
031909,199,185,143,117,16,436,1895,2353,184,281,1513,23.7,22.1,24.3,36123,11.8,7.2,POINT ISABEL ISD,031909,031,95.4
031911,244,112,109,105,0,110,1884,2002,159,217,1663,19.9,17.8,18.8,34249,12,7.9,RIO HONDO ISD,031911,031,95.8
031912,743,589,485,413,6,259,8398,8679,636,1165,7524,18.3,20.6,20.2,33878,11.7,8.2,SAN BENITO CONS ISD,031912,031,95.3
031913,42,30,34,28,0,0,504,504,41,49,497,11.6,11.9,14.5,32439,11,6.1,SANTA MARIA ISD,031913,031,95.9
031914,79,96,67,82,3,27,1172,1204,67,143,1140,17.1,14.3,16,33341,7.3,4.9,SANTA ROSA ISD,031914,031,96.2
031916,545,447,372,441,11,431,1646,2186,820,252,1256,18.6,18.9,19.9,37436,12.8,4.7,SOUTH TEXAS ISD,031916,031,95.2
032902,152,170,134,126,511,1211,358,2083,146,323,1143,16.9,15.2,18,32594,11.8,7.9,PITTSBURG ISD,032902,032,95.8
033901,15,12,20,20,1,167,11,181,20,27,81,15.7,14,18,33286,13.1,9.2,GROOM ISD,033901,033,98.2
033902,57,54,49,53,1,640,89,733,78,145,146,15.1,14.7,16.1,33963,14.6,8.3,PANHANDLE ISD,033902,033,97
033904,49,35,39,54,1,465,31,500,50,74,138,14.7,11.9,12.7,33825,12.8,6.9,WHITE DEER ISD,033904,033,96.8
034901,171,132,137,145,724,1193,18,1939,202,391,982,17.1,16.1,18.2,32188,13.9,10.1,ATLANTA ISD,034901,034,95.8
034902,14,14,6,12,39,122,4,167,17,27,87,11.3,10.1,9.6,34330,18.3,10.6,AVINGER ISD,034902,034,95.6
034903,59,59,80,66,169,785,37,995,82,157,511,17.3,15.5,14.8,32130,10,7.2,HUGHES SPRINGS ISD,034903,034,95.3
034905,83,107,98,67,309,751,10,1072,96,169,502,12.9,14.3,13.3,32800,13.6,8.8,LINDEN-KILDARE CONS ISD,034905,034,96
034906,46,45,30,42,16,447,8,474,11,89,149,17.2,17.1,21.6,28889,11,6.6,MCLEOD ISD,034906,034,95.4
034907,91,99,96,96,272,966,6,1253,62,241,569,13.2,16,19,30107,10.1,6.5,QUEEN CITY ISD,034907,034,95.8
034908,0,0,0,0,28,27,0,55,4,16,44,6,4,.,25936,7.6,6.8,MARIETTA ISD,034908,034,95.8
034909,15,14,28,24,11,224,4,239,10,65,64,16.8,11.4,14.4,32853,14.4,9.3,BLOOMBURG ISD,034909,034,95.4
035901,121,119,79,98,52,353,1043,1449,76,127,1033,18,15.1,17.9,32348,13,8.4,DIMMITT ISD,035901,035,95.4
035902,31,39,29,34,14,80,328,422,62,40,332,12.3,12.1,13.5,30577,12.4,7.7,HART ISD,035902,035,97.2
035903,23,21,19,23,0,226,13,239,31,14,43,14.3,11.6,16.3,31397,12.1,6.9,NAZARETH ISD,035903,035,98.1
036901,120,112,87,92,301,878,225,1457,76,181,692,20.3,20.6,19.9,31499,11.2,6.9,ANAHUAC ISD,036901,036,95.8
036902,189,167,167,176,81,2175,258,2521,95,271,484,18.9,17,18.5,38557,14.9,8.4,BARBERS HILL ISD,036902,036,95.8
036903,86,80,85,73,160,789,130,1087,101,158,406,18,18.2,20.6,31802,11.1,8.7,EAST CHAMBERS ISD,036903,036,95
037901,53,57,46,45,283,314,59,658,49,94,459,15.3,14.8,14.9,30693,12.6,8,ALTO ISD,037901,037,96.5
037904,387,329,272,238,1073,2509,989,4595,246,640,2543,18.4,18.5,19.6,30456,10.7,7,JACKSONVILLE ISD,037904,037,95.5
037907,146,139,141,124,326,1469,142,1958,122,223,937,17.5,18.9,19.2,31076,11.9,7.4,RUSK ISD,037907,037,94.6
037908,27,18,24,14,37,103,228,368,20,46,312,15.7,11.5,13.6,29298,9.9,5.1,NEW SUMMERFIELD ISD,037908,037,95.8
037909,22,20,30,18,37,272,14,323,29,48,180,9.3,15.2,23.7,31071,10,7.1,WELLS ISD,037909,037,96.1
038901,105,90,95,93,110,773,334,1232,103,258,510,14.4,16.2,16.1,33304,13.2,8.8,CHILDRESS ISD,038901,038,96
039901,14,11,12,10,0,108,3,111,7,15,59,11.8,8.3,8.8,33555,13.4,11.1,BYERS ISD,039901,039,96.1
039902,99,94,83,72,5,992,32,1046,80,176,287,14.9,15,17.7,33594,12.8,8.1,HENRIETTA ISD,039902,039,96.2
039903,49,26,34,35,0,471,36,507,16,78,121,16.9,14.2,16.3,28255,8.1,4.4,PETROLIA ISD,039903,039,95.5
039904,11,13,13,17,0,177,1,181,13,25,53,16,14.3,16.8,32713,12.7,9,BELLEVUE ISD,039904,039,96.6
039905,17,19,16,15,1,175,11,187,19,23,47,12.4,7.7,12.6,31413,12.9,9,MIDWAY ISD,039905,039,97
040901,61,33,41,34,47,164,426,637,70,84,466,15,12.4,11.9,32101,12.5,6.7,MORTON ISD,040901,040,95.5
040902,66,50,56,64,10,284,209,506,28,44,246,13.6,13.3,12.6,35451,13.5,8.2,WHITEFACE CONS ISD,040902,040,92
041901,63,37,25,33,18,277,73,368,33,75,174,14.5,10.4,12.4,30165,10.1,6.3,BRONTE ISD,041901,041,97.2
041902,29,32,31,26,2,251,103,356,46,62,153,10.8,9.1,11.3,36658,15.2,7.9,ROBERT LEE ISD,041902,041,96.8
042901,91,92,84,92,51,830,252,1138,99,166,636,15,13.6,16.5,30819,12,6.8,COLEMAN ISD,042901,042,95.7
042903,24,21,16,25,25,201,59,287,9,65,169,9.9,8,11.9,33637,17.1,10.2,SANTA ANNA ISD,042903,042,97.3
042905,16,16,16,16,0,204,23,227,26,53,115,15.3,12.9,15.1,33353,12.5,8,PANTHER CREEK CONS ISD,042905,042,96.9
042906,7,2,5,9,0,86,7,94,6,20,67,7.9,6.6,7.2,30110,6,2.6,NOVICE ISD,042906,042,94.9
043901,761,693,657,572,415,8140,583,9398,580,1074,253,22.1,23.1,24.7,32021,9.3,4.2,ALLEN ISD,043901,043,96.6
043902,79,61,67,64,2,727,123,852,16,136,232,14.5,15.6,15.5,31676,10,5.6,ANNA ISD,043902,043,96.2
043903,71,88,60,70,75,782,129,992,119,147,267,17.2,15.9,17.1,32788,11.4,7.1,CELINA ISD,043903,043,96.6
043904,105,62,55,62,92,921,170,1188,62,157,388,16.7,15.9,19.2,31876,12,7.6,FARMERSVILLE ISD,043904,043,96.2
043905,299,242,197,152,190,3483,693,4473,242,600,684,20.2,20.2,21.3,32035,9.1,3.3,FRISCO ISD,043905,043,96.2
043907,787,601,529,424,865,6964,1815,9792,550,1052,2227,25.3,27.4,26.3,32453,9.7,4.9,MCKINNEY ISD,043907,043,95.1
043908,0,0,0,0,1,334,46,384,50,65,92,13,15.3,17.8,28879,8.4,2.8,MELISSA ISD,043908,043,96
043910,3419,2930,2896,2636,2802,32834,3582,44229,3580,4463,3799,19.9,21.4,22.6,36937,10.4,7.1,PLANO ISD,043910,043,96.4
043911,137,161,114,125,32,1753,252,2056,126,273,702,16.9,19.2,21.5,30877,10.6,5.5,PRINCETON ISD,043911,043,94.7
043912,51,69,65,38,4,751,148,911,91,130,158,14.8,16.7,18.4,38001,11.5,4.4,PROSPER ISD,043912,043,96.5
043914,328,270,247,180,75,3505,341,3982,200,484,633,24.3,22.4,23.2,31564,9.7,4.9,WYLIE ISD,043914,043,95.3
043917,49,34,38,23,1,550,32,583,55,92,143,17.3,16.4,18.3,29987,9.5,6.1,BLUE RIDGE ISD,043917,043,95.9
043918,69,103,71,55,14,1046,87,1159,57,191,300,18.4,17.6,16.9,29809,8.8,4.5,COMMUNITY ISD,043918,043,95
043919,0,0,0,0,5,609,11,635,55,72,21,.,.,.,36392,16.3,8.2,LOVEJOY ISD,043919,043,97.4
044902,61,44,50,47,56,349,234,646,39,115,407,16.2,16.7,17,31829,14.2,9.2,WELLINGTON ISD,044902,044,96.8
044904,13,6,11,10,4,77,31,112,8,6,38,8.9,8.8,8.7,29292,8.6,5.6,SAMNORWOOD ISD,044904,044,96.7
